cmd_path,cmd_sweep_0,cmd_sweep_1,base_dac_y,base_dac_x,max_cross_x_index,max_cross_y_index,max_cross_x,max_cross_y,fit_x,fit_y,dac_y_at_max_cross,dac_x_at_max_cross
RECAL 1 3 9 7 7 41,RECAL 3 0 9999 -184 64 4 80,RECAL 3 1 9999 -238 64 4 80,-248,2593,17,3,-234478,-236449,-238.5,2661,-236,2661
RECAL 1 3 9 8 8 41,RECAL 3 0 9999 -158 64 4 80,RECAL 3 1 9999 -211 64 4 80,-222,2012,17,3,-231409,-232548,-210.7,2079,-210,2080
RECAL 1 3 9 9 9 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -165 64 4 80,-253,1201,16,21,-232947,-232960,-165.1,1265,-169,1265
RECAL 1 3 9 10 10 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -643 64 4 80,-709,-1177,15,17,-228345,-228455,-643.5,-1116,-641,-1117
RECAL 1 3 9 11 11 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -659 64 4 80,-723,-2052,15,16,-230251,-231604,-658.9,-1992,-659,-1992
RECAL 1 3 9 12 12 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 206 64 4 80,153,-2648,15,13,-238312,-241948,206.3,-2589,205,-2588
RECAL 1 3 9 13 13 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2179 64 4 80,-2239,-2680,14,15,-236147,-239915,-2179,-2620,-2179,-2624
RECAL 1 3 9 14 14 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2271 64 4 80,-2332,-2096,15,15,-234602,-235782,-2271,-2036,-2272,-2036
RECAL 1 3 9 15 15 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2273 64 4 80,-2334,-1250,15,15,-232623,-232835,-2273,-1189,-2274,-1190
RECAL 1 3 9 16 16 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2246 64 4 80,-2307,1130,17,15,-230852,-230987,-2246,1196,-2247,1198
RECAL 1 3 9 17 17 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2196 64 4 80,-2255,1969,17,15,-233940,-234367,-2196,2035,-2195,2037
RECAL 1 3 9 18 18 41,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2195 64 4 80,-2256,2557,17,15,-235857,-237792,-2195,2624,-2196,2625
RECAL 1 3 10 1 1 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2192 64 4 80,2128,-2726,14,16,-241552,-246855,2192,-2667,2192,-2670
RECAL 1 3 10 2 2 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2162 64 4 80,2096,-2130,15,16,-237225,-238596,2162,-2070,2160,-2070
RECAL 1 3 10 3 3 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2140 64 4 80,2074,-1267,16,16,-241605,-241675,2140,-1204,2138,-1203
RECAL 1 3 10 4 4 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2202 64 4 80,2136,1149,16,16,-238268,-238351,2202,1215,2200,1213
RECAL 1 3 10 5 5 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2270 64 4 80,2203,2008,17,17,-238449,-239004,2270,2074,2271,2076
RECAL 1 3 10 6 6 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2264 64 4 80,2198,2605,17,17,-248019,-250478,2264,2672,2266,2673
RECAL 1 3 10 7 7 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 305 64 4 80,261,2618,17,11,-239152,-242056,304.6,2687,305,2686
RECAL 1 3 10 8 8 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 343 64 4 80,287,2025,17,15,-236122,-236815,343,2092,347,2093
RECAL 1 3 10 9 9 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -456 64 4 80,-502,1179,16,11,-235896,-235904,-455.8,1243,-458,1243
RECAL 1 3 10 10 10 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -702 64 4 80,-755,-1238,16,13,-235955,-235951,-702.2,-1175,-703,-1174
RECAL 1 3 10 11 11 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -641 64 4 80,-689,-2112,15,12,-239292,-240557,-641.4,-2052,-641,-2052
RECAL 1 3 10 12 12 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -539 64 4 80,-594,-2712,14,14,-236423,-241361,-539.1,-2653,-538,-2656
RECAL 1 3 10 13 13 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2283 64 4 80,-2338,-2730,15,14,-244175,-247647,-2283,-2673,-2282,-2670
RECAL 1 3 10 14 14 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2306 64 4 80,-2361,-2135,15,14,-239677,-240728,-2306,-2075,-2305,-2075
RECAL 1 3 10 15 15 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2325 64 4 80,-2380,-1277,15,14,-239600,-239803,-2325,-1216,-2324,-1217
RECAL 1 3 10 16 16 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2269 64 4 80,-2324,1134,16,14,-236595,-236649,-2269,1199,-2268,1198
RECAL 1 3 10 17 17 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2205 64 4 80,-2261,1997,17,14,-240447,-241286,-2205,2064,-2205,2065
RECAL 1 3 10 18 18 42,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2214 64 4 80,-2271,2595,17,14,-247082,-250714,-2214,2665,-2215,2663
RECAL 1 3 11 1 1 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2182 64 4 80,2114,-2715,15,17,-242320,-245886,2182,-2656,2182,-2655
RECAL 1 3 11 2 2 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2145 64 4 80,2078,-2118,15,17,-232363,-232820,2145,-2056,2146,-2058
RECAL 1 3 11 3 3 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2230 64 4 80,2162,-1251,16,17,-230601,-230595,2230,-1188,2230,-1187
RECAL 1 3 11 4 4 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2124 64 4 80,2059,1159,17,16,-232091,-232366,2124,1226,2123,1227
RECAL 1 3 11 5 5 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2211 64 4 80,2144,2008,17,17,-233077,-234856,2211,2077,2212,2076
RECAL 1 3 11 6 6 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2203 64 4 80,2136,2603,17,17,-239980,-243562,2203,2672,2204,2671
RECAL 1 3 11 7 7 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -245 64 4 80,-288,2629,17,11,-243168,-246395,-245.4,2698,-244,2697
RECAL 1 3 11 8 8 43,RECAL 3 0 9999 75 128 4 80,RECAL 3 1 9999 65 128 4 80,-53,1981,33,30,-234102,-235357,65.07,2111,67,2113
RECAL 1 3 11 9 9 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -639 64 4 80,-697,1217,17,15,-232786,-233485,-639.4,1286,-637,1285
RECAL 1 3 11 10 10 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 310 64 4 80,249,-1182,16,16,-237085,-237091,309.6,-1118,313,-1118
RECAL 1 3 11 11 11 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -565 64 4 80,-609,-2075,15,11,-234316,-235108,-564.9,-2014,-565,-2015
RECAL 1 3 11 12 12 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -408 64 4 80,-420,-2682,15,3,-240995,-242901,-408,-2621,-408,-2622
RECAL 1 3 11 13 13 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2221 64 4 80,-2278,-2721,15,14,-237595,-241133,-2221,-2663,-2222,-2661
RECAL 1 3 11 14 14 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2250 64 4 80,-2306,-2128,15,14,-238099,-238127,-2250,-2065,-2250,-2068
RECAL 1 3 11 15 15 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2171 64 4 80,-2228,-1273,16,14,-235046,-235095,-2171,-1211,-2172,-1209
RECAL 1 3 11 16 16 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2270 64 4 80,-2328,1133,17,15,-233934,-234375,-2270,1201,-2268,1201
RECAL 1 3 11 17 17 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2189 64 4 80,-2248,1992,17,15,-234707,-236440,-2189,2061,-2188,2060
RECAL 1 3 11 18 18 43,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2200 64 4 80,-2259,2588,17,15,-241348,-244781,-2200,2657,-2199,2656
RECAL 1 3 12 1 1 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2271 64 4 80,2205,-2732,15,16,-239704,-240729,2271,-2669,2269,-2672
RECAL 1 3 12 2 2 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2186 64 4 80,2120,-2125,15,16,-235907,-236596,2186,-2064,2184,-2065
RECAL 1 3 12 3 3 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2177 64 4 80,2112,-1249,16,16,-238062,-238104,2177,-1184,2176,-1185
RECAL 1 3 12 4 4 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2265 64 4 80,2201,1191,17,16,-242563,-242837,2265,1258,2265,1259
RECAL 1 3 12 5 5 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2252 64 4 80,2187,2038,17,16,-239839,-240903,2252,2105,2251,2106
RECAL 1 3 12 6 6 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2246 64 4 80,2183,2632,17,16,-250063,-253166,2246,2700,2247,2700
RECAL 1 3 12 7 7 44,RECAL 3 0 9999 25 128 4 80,RECAL 3 1 9999 -56 128 4 80,-103,2532,33,12,-244000,-247094,-55.7,2664,-55,2664
RECAL 1 3 12 8 8 44,RECAL 3 0 9999 196 64 4 80,RECAL 3 1 9999 169 64 4 80,132,1990,17,9,-237864,-239921,168.6,2060,168,2058
RECAL 1 3 12 9 9 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 321 64 4 80,278,1110,17,12,-238213,-238662,320.6,1179,326,1178
RECAL 1 3 12 10 10 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -586 64 4 80,-637,-1324,16,13,-236442,-236437,-585.5,-1260,-585,-1260
RECAL 1 3 12 11 11 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -522 64 4 80,-564,-2173,15,11,-239882,-240161,-522.3,-2111,-520,-2113
RECAL 1 3 12 12 12 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 378 64 4 80,328,-2769,15,12,-239701,-241051,378.2,-2708,376,-2709
RECAL 1 3 12 13 13 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2207 64 4 80,-2264,-2748,15,14,-241217,-243074,-2207,-2688,-2208,-2688
RECAL 1 3 12 14 14 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2287 64 4 80,-2342,-2147,16,14,-238934,-238936,-2287,-2085,-2286,-2083
RECAL 1 3 12 15 15 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2295 64 4 80,-2349,-1288,16,14,-239160,-239222,-2295,-1223,-2293,-1224
RECAL 1 3 12 16 16 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2216 64 4 80,-2274,1149,17,14,-240241,-240409,-2216,1215,-2218,1217
RECAL 1 3 12 17 17 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2230 64 4 80,-2288,2012,17,15,-249355,-250995,-2230,2081,-2228,2080
RECAL 1 3 12 18 18 44,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2232 64 4 80,-2290,2611,18,15,-257920,-262262,-2232,2679,-2230,2683
RECAL 1 3 13 1 1 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2182 64 4 80,2116,-2864,15,17,-235378,-237935,2182,-2804,2184,-2804
RECAL 1 3 13 2 2 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2065 64 4 80,2000,-2297,15,16,-235853,-236488,2065,-2236,2064,-2237
RECAL 1 3 13 3 3 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2141 64 4 80,2073,-1524,16,17,-233664,-233641,2141,-1460,2141,-1460
RECAL 1 3 13 4 4 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2118 64 4 80,2052,872,17,16,-231161,-231466,2118,940.3,2116,940
RECAL 1 3 13 5 5 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2073 64 4 80,2006,1868,17,17,-232085,-233503,2073,1937,2074,1936
RECAL 1 3 13 6 6 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2075 64 4 80,2008,2503,17,17,-238741,-241111,2075,2570,2076,2571
RECAL 1 3 13 7 7 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -728 64 4 80,-788,2453,17,15,-232939,-234087,-728,2518,-728,2521
RECAL 1 3 13 8 8 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -714 64 4 80,-785,1796,18,18,-235620,-239459,-713.8,1868,-713,1868
RECAL 1 3 13 9 9 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -540 64 4 80,-601,718,17,15,-231233,-231300,-540.3,784.8,-541,786
RECAL 1 3 13 10 10 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -434 64 4 80,-491,-1607,16,14,-236436,-236451,-434.4,-1545,-435,-1543
RECAL 1 3 13 11 11 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -741 64 4 80,-805,-2353,15,16,-236983,-237750,-741.2,-2292,-741,-2293
RECAL 1 3 13 12 12 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 108 64 4 80,63,-2909,15,10,-242524,-245233,107.6,-2850,103,-2849
RECAL 1 3 13 13 13 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2186 64 4 80,-2244,-2885,15,15,-243962,-246595,-2186,-2826,-2184,-2825
RECAL 1 3 13 14 14 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2292 64 4 80,-2352,-2325,15,15,-235515,-236472,-2292,-2264,-2292,-2265
RECAL 1 3 13 15 15 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2220 64 4 80,-2277,-1567,16,14,-230870,-230907,-2220,-1505,-2221,-1503
RECAL 1 3 13 16 16 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2244 64 4 80,-2302,795,16,15,-230407,-230505,-2244,860.6,-2242,859
RECAL 1 3 13 17 17 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2286 64 4 80,-2346,1831,17,15,-236091,-236259,-2286,1897,-2286,1899
RECAL 1 3 13 18 18 45,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2287 64 4 80,-2348,2474,17,15,-246890,-247645,-2287,2538,-2288,2542
RECAL 1 3 14 1 1 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2189 64 4 80,2124,-2739,15,16,-240490,-243750,2189,-2680,2188,-2679
RECAL 1 3 14 2 2 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2202 64 4 80,2139,-2139,15,16,-236240,-238022,2202,-2080,2203,-2079
RECAL 1 3 14 3 3 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2221 64 4 80,2154,-1273,15,17,-233480,-233619,2221,-1212,2222,-1213
RECAL 1 3 14 4 4 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2239 64 4 80,2174,1156,16,16,-234709,-234759,2239,1222,2238,1220
RECAL 1 3 14 5 5 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2253 64 4 80,2188,2014,17,16,-235234,-236136,2253,2081,2252,2082
RECAL 1 3 14 6 6 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2229 64 4 80,2164,2610,17,16,-238502,-241014,2229,2679,2228,2678
RECAL 1 3 14 7 7 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 49 64 4 80,48,2587,17,0,-240593,-242791,49.21,2655,48,2655
RECAL 1 3 14 8 8 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 358 64 4 80,319,1986,17,9,-235778,-236215,357.8,2052,355,2054
RECAL 1 3 14 9 9 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 234 64 4 80,181,1107,16,12,-236408,-236399,233.6,1172,229,1171
RECAL 1 3 14 10 10 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -192 64 4 80,-230,-1318,15,10,-234233,-234718,-191.6,-1258,-190,-1258
RECAL 1 3 14 11 11 46,RECAL 3 0 9999 -329 64 4 80,RECAL 3 1 9999 -380 64 4 80,-393,-2173,17,3,-240002,-240410,-380.3,-2106,-381,-2105
RECAL 1 3 14 12 12 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -478 64 4 80,-506,-2758,14,7,-237348,-241243,-477.6,-2697,-478,-2702
RECAL 1 3 14 13 13 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2252 64 4 80,-2308,-2737,15,14,-246500,-249152,-2252,-2677,-2252,-2677
RECAL 1 3 14 14 14 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2238 64 4 80,-2292,-2138,15,14,-237585,-239344,-2238,-2079,-2236,-2078
RECAL 1 3 14 15 15 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2216 64 4 80,-2273,-1277,16,14,-238838,-238841,-2216,-1215,-2217,-1213
RECAL 1 3 14 16 16 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2199 64 4 80,-2257,1152,16,15,-245449,-245536,-2199,1216,-2197,1216
RECAL 1 3 14 17 17 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2186 64 4 80,-2242,2009,17,14,-245352,-245859,-2186,2076,-2186,2077
RECAL 1 3 14 18 18 46,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2212 64 4 80,-2268,2605,17,14,-252256,-254675,-2212,2674,-2212,2673
RECAL 1 3 15 1 1 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2247 64 4 80,2179,-2668,15,17,-248716,-251623,2247,-2609,2247,-2608
RECAL 1 3 15 2 2 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2208 64 4 80,2140,-2041,15,17,-245223,-247274,2208,-1983,2208,-1981
RECAL 1 3 15 3 3 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2186 64 4 80,2119,-1086,15,17,-243023,-243244,2186,-1025,2187,-1026
RECAL 1 3 15 4 4 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2246 64 4 80,2179,1339,17,17,-242059,-242222,2246,1405,2247,1407
RECAL 1 3 15 5 5 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2217 64 4 80,2149,2133,17,17,-245241,-246447,2217,2200,2217,2201
RECAL 1 3 15 6 6 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2189 64 4 80,2121,2710,17,17,-252205,-254497,2189,2777,2189,2778
RECAL 1 3 15 7 7 47,RECAL 3 0 9999 9999 128 4 80,RECAL 3 1 9999 114 128 4 80,-13,2661,33,32,-253908,-256907,114.3,2794,115,2793
RECAL 1 3 15 8 8 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 418 64 4 80,352,2154,17,17,-249854,-250964,418.4,2221,420,2222
RECAL 1 3 15 9 9 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 563 64 4 80,496,1376,16,17,-249725,-249743,562.8,1441,564,1440
RECAL 1 3 15 10 10 47,RECAL 3 0 9999 9999 128 4 80,RECAL 3 1 9999 164 128 4 80,21,-1101,32,38,-251009,-251012,164.3,-972.3,173,-973
RECAL 1 3 15 11 11 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 381 64 4 80,323,-2014,15,15,-251605,-253436,381.3,-1956,383,-1954
RECAL 1 3 15 12 12 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 572 64 4 80,501,-2646,15,18,-255800,-257861,572.4,-2585,573,-2586
RECAL 1 3 15 13 13 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2121 64 4 80,-2180,-2684,15,15,-255982,-258602,-2121,-2625,-2120,-2624
RECAL 1 3 15 14 14 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2156 64 4 80,-2217,-2066,15,15,-249820,-251471,-2156,-2007,-2157,-2006
RECAL 1 3 15 15 15 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2180 64 4 80,-2240,-1140,15,15,-250349,-250419,-2180,-1078,-2180,-1080
RECAL 1 3 15 16 16 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2118 64 4 80,-2178,1300,16,15,-248281,-248281,-2118,1364,-2118,1364
RECAL 1 3 15 17 17 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2151 64 4 80,-2211,2105,17,15,-255726,-256935,-2151,2172,-2151,2173
RECAL 1 3 15 18 18 47,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2184 64 4 80,-2245,2686,17,15,-254421,-256378,-2184,2753,-2185,2754
RECAL 1 3 16 1 1 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2179 64 4 80,2117,-2713,15,15,-242211,-245625,2179,-2655,2177,-2653
RECAL 1 3 16 2 2 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2113 64 4 80,2048,-2114,15,16,-243487,-243701,2113,-2052,2112,-2054
RECAL 1 3 16 3 3 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2174 64 4 80,2110,-1246,16,16,-240609,-240612,2174,-1181,2174,-1182
RECAL 1 3 16 4 4 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2138 64 4 80,2073,1159,17,16,-242817,-243487,2138,1228,2137,1227
RECAL 1 3 16 5 5 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2241 64 4 80,2177,2011,17,16,-244381,-246051,2241,2079,2241,2079
RECAL 1 3 16 6 6 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2255 64 4 80,2188,2605,18,17,-246828,-251787,2255,2673,2256,2677
RECAL 1 3 16 7 7 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 366 64 4 80,317,2577,17,12,-247187,-249855,366.3,2645,365,2645
RECAL 1 3 16 8 8 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 276 64 4 80,245,1973,17,8,-242089,-243968,276,2042,277,2041
RECAL 1 3 16 9 9 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -641 64 4 80,-695,1099,17,14,-242681,-243253,-640.8,1168,-639,1167
RECAL 1 3 16 10 10 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -493 64 4 80,-545,-1304,16,13,-239253,-239257,-492.6,-1240,-493,-1240
RECAL 1 3 16 11 11 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -733 64 4 80,-784,-2147,15,13,-236086,-236478,-733.2,-2085,-732,-2087
RECAL 1 3 16 12 12 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -511 64 4 80,-549,-2739,15,10,-238029,-240136,-510.7,-2679,-509,-2679
RECAL 1 3 16 13 13 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2257 64 4 80,-2313,-2728,15,14,-245427,-247406,-2257,-2668,-2257,-2668
RECAL 1 3 16 14 14 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2313 64 4 80,-2370,-2133,15,14,-243894,-244453,-2313,-2072,-2314,-2073
RECAL 1 3 16 15 15 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2260 64 4 80,-2313,-1282,16,13,-245262,-245332,-2260,-1218,-2261,-1218
RECAL 1 3 16 16 16 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2291 64 4 80,-2348,1120,17,14,-245422,-245956,-2291,1188,-2292,1188
RECAL 1 3 16 17 17 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2197 64 4 80,-2253,1984,17,14,-247012,-248954,-2197,2053,-2197,2052
RECAL 1 3 16 18 18 48,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2186 64 4 80,-2239,2583,17,13,-252179,-255818,-2186,2654,-2187,2651
RECAL 1 3 17 1 1 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2180 64 4 80,2119,-2740,15,15,-237864,-239329,2180,-2679,2179,-2680
RECAL 1 3 17 2 2 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2169 64 4 80,2104,-2139,15,16,-232672,-232924,2169,-2077,2168,-2079
RECAL 1 3 17 3 3 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2172 64 4 80,2108,-1267,16,16,-234071,-234064,2172,-1204,2172,-1203
RECAL 1 3 17 4 4 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2076 64 4 80,2014,1180,16,15,-229909,-229971,2076,1245,2074,1244
RECAL 1 3 17 5 5 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2073 64 4 80,2010,2033,17,16,-233855,-234621,2073,2099,2074,2101
RECAL 1 3 17 6 6 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 2159 64 4 80,2099,2624,17,15,-235650,-237844,2159,2690,2159,2692
RECAL 1 3 17 7 7 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -364 64 4 80,-390,2649,17,7,-244033,-247297,-363.6,2717,-362,2717
RECAL 1 3 17 8 8 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -726 64 4 80,-774,2067,16,12,-240542,-240523,-726.1,2132,-726,2131
RECAL 1 3 17 9 9 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -710 64 4 80,-757,1236,16,12,-237601,-237600,-710.1,1301,-709,1300
RECAL 1 3 17 10 10 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -251 64 4 80,-297,-1206,16,10,-238789,-238795,-251,-1142,-257,-1142
RECAL 1 3 17 11 11 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -270 64 4 80,-302,-2102,15,8,-241279,-242252,-269.7,-2042,-270,-2042
RECAL 1 3 17 12 12 49,RECAL 3 0 9999 9999 128 4 80,RECAL 3 1 9999 -144 128 4 80,-255,-2773,31,28,-243778,-246604,-144.4,-2651,-143,-2649
RECAL 1 3 17 13 13 49,RECAL 3 0 9999 9999 64 4 80,RECAL 3 1 9999 -2185 64 4 80,-2242,-2744,15,14,-238343,-240047,-2185,-2684,-2186,-2684
