base_dac_y,base_dac_x,max_cross_x_index,max_cross_y_index,max_cross_x,max_cross_y,fit_x,fit_y
2267,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2.157e+04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,2077,27,1,-519057,-519186,731.9,2185
479,1233,NULL,NULL,NULL,NULL,NULL,NULL
680,-1199,21,23,-518637,-518525,769.2,-1115
665,-2100,7,9,-518767,-518613,673.9,-2089
677,-2721,4,31,-519102,-519271,801.5,-2704
-2164,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2157,-2157,NULL,NULL,NULL,NULL,NULL,NULL
-2151,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2207,1164,4,29,-518669,-518985,-2090,1180
-2160,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2155,2625,9,10,-519162,-518752,-2113,2660
2137,-2649,21,24,-519150,-518941,2234,-2566
2138,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2145,-1206,NULL,NULL,NULL,NULL,NULL,NULL
2057,1153,NULL,NULL,NULL,NULL,NULL,NULL
2121,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2115,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-210,2521,9,23,-519232,-518920,-118.3,2528
-39,1936,16,13,-519322,-519667,13.1,2002
-617,1085,NULL,NULL,NULL,NULL,NULL,NULL
281,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,-2103,NULL,NULL,NULL,NULL,NULL,NULL
209,-2681,3,11,-519015,-518571,231.1,-2667
-2239,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2235,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2228,-1257,4,22,-519445,-519322,-2140,-1224
-2311,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2251,1942,NULL,NULL,NULL,NULL,NULL,NULL
-2257,2532,18,28,-519570,-519264,-2146,2604
2096,-2694,1,26,-518985,-519364,2200,-2691
2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2108,1148,23,30,-519015,-519071,2187,1240
2110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-380,2600,17,6,-518357,-517958,-357.7,2668
-421,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-388,1204,NULL,NULL,NULL,NULL,NULL,NULL
-792,-1194,13,4,-519014,-519034,-775.4,-1142
-805,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-507,-2668,22,18,-518897,-518593,-438.7,-2580
-2286,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2353,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2355,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2271,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2271,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2268,2561,16,18,-518043,-518191,-2194,2625
2135,-2818,24,28,-518658,-518913,2246,-2721
2065,-2212,4,28,-517793,-518723,2176,-2196
2156,-1343,31,8,-518402,-518603,2190,-1221
2164,1153,5,24,-518964,-518380,2182,1172
2168,2046,NULL,NULL,NULL,NULL,NULL,NULL
2180,2660,20,28,-518692,-519379,2293,2739
-279,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-407,2084,11,6,-518166,-518821,-386,2127
-419,1222,2,21,-518665,-518791,-335.8,1231
-452,-1277,18,10,-518613,-518552,-413,-1205
-849,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-620,-2787,31,18,-519014,-518346,-547.6,-2663
-2378,-2812,31,6,-518930,-518999,-2354,-2731
-2.158e+04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2354,-1335,NULL,NULL,NULL,NULL,NULL,NULL
-2349,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2346,2047,25,13,-518860,-518913,-2292,2147
-2336,2659,NULL,NULL,NULL,NULL,NULL,NULL
2274,-2763,2,22,-519028,-519109,2359,-2753
2290,-2157,16,7,-518929,-519064,2314,-2093
2198,-1278,29,12,-518597,-519062,2274,-1176
2273,1184,NULL,NULL,NULL,NULL,NULL,NULL
2261,2052,23,2,-519261,-518564,2269,2146
2248,NULL,NULL,NULL,NULL,NULL,NULL,NULL
607,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,2081,17,20,-518743,-518536,706.7,2147
684,1240,27,31,-519251,-519188,808,1349
380,-1223,NULL,NULL,NULL,NULL,NULL,NULL
740,-2123,5,15,-518436,-518207,844.5,-2103
702,-2734,23,23,-519146,-519022,794.5,-2709
-2187,-2764,27,21,-518781,-518410,-2102,-2742
-2167,-2157,19,29,-518876,-518825,-2051,-2080
-2264,-1285,2,27,-519074,-518647,-2156,-1276
-2182,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2197,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2219,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2114,-2791,1,30,-518784,-518423,2233,-2786
2106,-2196,18,16,-517550,-518506,2169,-2111
2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1997,1119,3,28,-518309,-518909,2110,1155
2007,2007,10,13,-518790,-519028,2059,2050
2074,2610,NULL,NULL,NULL,NULL,NULL,NULL
-560,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-827,2047,16,16,-241444,-182017,-763.2,2111
-815,1183,18,16,-243296,-244072,-751.4,1254
-790,-1281,17,16,-242927,-242951,-727.1,-1215
-306,-2154,17,20,-243230,-243576,-226,-2087
-260,-2759,17,18,-243373,-245512,-180.4,-2690
-2249,-2785,15,16,-242129,-243270,-2185,-2723
-2251,-2191,15,16,-240168,-240838,-2188,-2130
-2348,-1358,17,16,-242059,-242495,-2284,-1289
-2356,1107,17,16,-239707,-239777,-2291,1173
-2354,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2290,2610,14,16,-240876,-245390,-2226,2667
1978,-2658,17,15,-239874,-240135,2040,-2592
1942,-2037,16,16,-243926,-243976,2004,-1971
1985,-1090,16,15,-243309,-243342,2047,-1025
1850,1321,15,16,-245816,-246233,1913,1381
1899,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1865,2688,16,16,-250783,-250761,1928,2746
-2.132e+04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-1012,2089,14,16,-240549,-242810,-949,2147
-1093,1281,14,16,-241829,-243530,-1030,1337
-780,-1147,16,15,-239770,-239744,-720.1,-1081
-904,-2061,15,15,-241595,-241809,-842.4,-2000
-831,-2680,17,15,-238109,-239881,-769.6,-2612
-2339,-2654,15,16,-237120,-238014,-2275,-2593
-2369,-2037,15,16,-240692,-241055,-2306,-1976
-2332,-1112,18,16,-239905,-240384,-2268,-1042
-2445,1310,15,16,-244333,-245206,-2382,1370
-2408,2100,16,16,-245242,-245269,-2345,2163
-2441,2673,17,16,-243528,-244221,-2377,2740
1976,-2718,16,16,-237722,-237741,2039,-2658
1979,-2095,15,16,-236884,-238427,2042,-2037
1901,-1179,16,16,-237895,-237900,1966,-1115
1994,1278,16,16,-237070,-237113,2057,1342
1916,2099,17,16,-236635,-237542,1979,2167
1951,2694,15,16,-238664,-239415,2014,2755
-975,2708,17,16,-238178,-239437,-909.8,2776
-1025,2127,17,16,-237229,-238172,-962,2195
-828,1331,14,17,-237294,-238654,-761.1,1387
-1051,-1125,18,16,-237986,-238547,-986.6,-1054
-871,-2061,15,16,-237488,-238861,-805,-2003
-917,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2386,-2721,17,17,-242171,-244318,-2318,-2656
-2373,-2098,15,16,-240373,-240524,-2308,-2036
-2441,-1178,15,16,-240179,-240628,-2378,-1120
-2359,1278,14,16,-239646,-240862,-2295,1335
-2427,2095,16,16,-241140,-241137,-2363,2160
-2402,2681,17,16,-239645,-240434,-2338,2747
2047,-2788,16,15,-239400,-239401,2106,-2727
2081,-2210,16,15,-241167,-241238,2143,-2147
2030,-1396,15,15,-241076,-241264,2091,-1335
2054,1025,16,15,-243919,-243930,2115,1089
2155,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2140,2548,16,15,-241381,-241369,2201,2610
466,2574,14,12,-239332,-244174,512.3,2631
540,1966,15,14,-239066,-240047,594.4,2026
-462,1087,13,14,-240408,-242614,-402.6,1139
-575,-1353,16,14,-237967,-237991,-519.7,-1290
-228,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-525,-2759,14,12,-238521,-242378,-476.8,-2701
-2258,-2778,16,16,-237240,-237246,-2195,-2714
-2222,-2202,NULL,NULL,NULL,NULL,NULL,NULL
-2269,-1381,14,15,-239075,-239961,-2207,-1323
-2247,1041,15,15,-242444,-242792,-2185,1101
-2143,1940,16,15,-240395,-240443,-2081,2004
-2164,2553,15,15,-241881,-243913,-2103,2612
2363,-2672,16,15,-235843,-235831,2422,-2606
2281,-2087,16,15,-236449,-236516,2343,-2021
2363,-1244,16,16,-237934,-238037,2425,-1179
2280,1122,16,15,-236308,-236320,2341,1185
2363,1960,16,15,-237131,-237154,2425,2022
2367,2546,16,15,-236520,-236526,2428,2610
1035,2574,16,15,-235670,-235675,1093,2637
1001,1999,15,15,-237625,-237964,1061,2060
803,1185,16,15,-237656,-237678,861.5,1247
994,NULL,NULL,NULL,NULL,NULL,NULL,NULL
800,-2043,16,15,-239518,-239500,860.6,-1977
1003,-2637,16,14,-245204,-245182,1061,-2570
-2001,-2676,17,16,-237055,-239160,-1938,-2606
-2083,-2083,16,16,-234653,-234665,-2019,-2020
-1985,-1253,17,16,-234792,-235066,-1923,-1186
-2081,1106,17,16,-235410,-235994,-2018,1176
-1989,1956,15,16,-235013,-236197,-1925,2015
-1991,2541,16,16,-234866,-234905,-1928,2605
1981,-2723,16,15,-234851,-234872,2042,-2657
2029,-2131,15,15,-236263,-236344,2091,-2068
1922,-1281,16,15,-236133,-236120,1982,-1218
1995,1154,15,15,-238451,-238671,2055,1214
1969,2005,16,15,-237210,-237201,2029,2068
1949,2596,15,15,-238656,-238803,2009,2659
-908,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-827,2039,15,14,-235559,-236378,-769.8,2100
-743,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-937,-1225,16,14,-234555,-234583,-879.4,-1160
-612,-2094,15,12,-234216,-235814,-561.8,-2036
-809,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2332,-2730,16,15,-235003,-235018,-2271,-2666
-2284,-2145,NULL,NULL,NULL,NULL,NULL,NULL
-2382,-1300,15,15,-235279,-235709,-2321,-1241
-2320,1123,16,15,-235304,-235329,-2259,1188
-2343,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2.246e+04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2342,-2714,NULL,NULL,NULL,NULL,NULL,NULL
2278,-2107,16,15,-238476,-238474,2339,-2043
2284,-1224,16,15,-239070,-239050,2344,-1159
2291,1203,16,15,-238529,-238552,2352,1267
2381,2042,16,16,-236024,-236095,2443,2105
2314,2629,16,15,-235428,-235466,2375,2694
845,2600,16,14,-237473,-237478,900.7,2665
986,2003,16,15,-237234,-237225,1046,2067
753,1143,17,14,-236882,-236892,808,1209
725,-1286,16,14,-239935,-239912,781.8,-1222
732,-2141,16,14,-237518,-237510,789.1,-2078
911,-2736,15,15,-236762,-237569,970.2,-2674
-2085,-2733,17,16,-240665,-242053,-2021,-2665
-2148,-2127,15,16,-238441,-239274,-2086,-2067
-2147,-1262,15,16,-237936,-238123,-2084,-1201
-2135,1170,14,15,-235682,-236461,-2073,1228
-2032,2020,14,16,-236410,-238500,-1969,2077
-2112,2613,15,16,-237184,-238774,-2050,2673
1975,-2788,16,16,-238851,-238901,2037,-2721
1971,-2195,16,15,-240873,-240954,2033,-2129
1879,-1355,17,15,-240129,-240286,1940,-1288
1954,1107,16,15,-241900,-241947,2016,1171
1934,1998,16,15,-242383,-242411,1995,2063
1919,2603,17,15,-240337,-242310,1980,2671
-1018,2612,17,15,-244103,-245313,-958.9,2678
-961,2010,NULL,NULL,NULL,NULL,NULL,NULL
-902,1126,18,15,-242659,-243416,-842.9,1198
-1067,-1327,16,15,-241468,-241463,-1006,-1265
-869,-2181,17,15,-240760,-241481,-810.1,-2113
-884,-2809,18,15,-238955,-243247,-823.7,-2738
-2365,-2805,17,16,-240796,-241296,-2301,-2738
-2367,-2219,16,16,-242042,-242102,-2305,-2154
-2441,-1392,15,16,-243305,-243665,-2379,-1332
-2379,1054,16,16,-246407,-246432,-2316,1120
-2395,1960,18,16,-244556,-247025,-2331,2031
-2413,2579,16,16,-246229,-246309,-2351,2643
2083,-2693,16,15,-242413,-242406,2144,-2628
2141,-2105,16,15,-241910,-241905,2202,-2039
2131,-1264,16,15,-239783,-239750,2191,-1200
2030,1110,15,15,-238288,-238378,2091,1172
2104,1958,15,15,-239240,-239272,2165,2020
2098,2546,16,15,-236927,-236939,2159,2609
-445,2528,15,14,-238217,-238663,-389.6,2590
-376,1934,16,14,-239163,-239167,-320,1996
-736,1068,17,14,-239566,-239621,-680.5,1134
110,-1303,17,5,-242044,-242081,127.2,-1237
215,-2125,16,9,-241571,-241558,249.8,-2061
-557,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2295,-2678,16,16,-239333,-239329,-2232,-2613
-2236,-2096,18,16,-238502,-239807,-2173,-2024
-2247,-1248,17,16,-238384,-238564,-2183,-1181
-2340,1127,NULL,NULL,NULL,NULL,NULL,NULL
-2271,1960,17,16,-238697,-239799,-2208,2028
-2279,2552,15,16,-240585,-240812,-2215,2614
2155,-2741,17,14,-240294,-241143,2211,-2674
2155,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2159,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2072,1152,16,14,-242271,-242358,2130,1216
2076,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2140,2607,16,15,-243650,-243662,2199,2671
587,2579,16,11,-239839,-239848,631,2643
263,1976,16,5,-238463,-238504,283.8,2038
238,1094,16,4,-239114,-239104,250,1158
647,-1334,17,12,-238103,-238233,694.6,-1267
646,-2169,16,11,-240126,-240116,691.2,-2106
646,-2763,16,12,-237818,-237821,693,-2699
-2091,-2730,16,15,-238894,-238857,-2031,-2664
-2082,-2134,17,15,-238986,-240733,-2022,-2064
-2080,-1266,NULL,NULL,NULL,NULL,NULL,NULL
-2175,1163,17,15,-239828,-239989,-2115,1230
-2169,2015,16,15,-241919,-241956,-2111,2081
-2102,2609,16,15,-243009,-242976,-2042,2674
2115,-2790,16,16,-240875,-240894,2177,-2723
2075,-2217,16,16,-241972,-242033,2137,-2151
2142,-1407,17,16,-241459,-241663,2206,-1340
2080,1019,16,16,-241626,-241667,2143,1082
2172,1934,16,16,-240510,-240530,2235,1998
2189,2545,16,16,-240458,-240484,2252,2608
471,2523,NULL,NULL,NULL,NULL,NULL,NULL
443,1894,NULL,NULL,NULL,NULL,NULL,NULL
-534,944,18,14,-240187,-241181,-479.1,1017
284,-1458,17,13,-240481,-240799,336,-1390
-577,-2238,14,14,-239906,-242140,-520.3,-2180
-293,-2817,17,16,-239309,-239795,-230.7,-2750
-2264,-2771,15,16,-239087,-240734,-2201,-2711
-2304,-2192,15,16,-238736,-240001,-2242,-2133
-2231,-1383,16,16,-239400,-239399,-2168,-1317
-2298,1043,16,15,-237444,-237564,-2236,1105
-2202,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-2201,2547,17,15,-238064,-238551,-2140,2614
2123,-2869,17,16,-237665,-240478,2185,-2797
2189,-2277,16,16,-240004,-240077,2251,-2210
2160,-1460,17,16,-240288,-240440,2223,-1393
2152,1007,17,16,-240758,-240930,2214,1074
2126,1958,15,16,-239944,-239966,2189,2020
2112,2580,17,15,-242984,-243873,2174,2646
-404,2564,17,13,-241687,-242317,-353.2,2631
-253,1934,16,12,-239632,-239600,-206.3,1999
249,964,17,12,-239573,-239940,294.9,1034
305,-1482,15,13,-240033,-240205,354.8,-1421
470,-2291,16,14,-239053,-239020,525.9,-2229
-325,-2871,15,12,-238688,-239534,-274.4,-2809
-2276,-2850,16,16,-238148,-238135,-2212,-2787
-2204,-2257,15,15,-238918,-240466,-2143,-2198
-2236,-1442,16,16,-241061,-241110,-2174,-1379
-2244,1021,17,16,-241936,-242017,-2181,1087
-2268,1960,16,16,-241021,-241077,-2206,2025
-2286,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2119,-2864,17,16,-237779,-238499,2182,-2796
2034,-2276,17,16,-236839,-237456,2096,-2209
2128,-1461,16,16,-238149,-238161,2191,-1396
2128,1004,16,16,-237325,-237359,2191,1066
2125,1957,15,16,-236858,-237275,2188,2018
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,912,16,12,-235899,-235885,121.7,974.4
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-741,-2315,16,16,-235653,-235665,-678.8,-2250
-291,-2892,16,13,-235744,-235733,-242.3,-2827
-2268,-2851,NULL,NULL,NULL,NULL,NULL,NULL
-2343,-2266,16,16,-238466,-238510,-2280,-2203
-2253,-1453,15,16,-238226,-238294,-2190,-1391
-2253,1003,16,16,-236394,-236448,-2190,1068
-2256,1950,17,16,-237408,-237635,-2193,2016
-2254,2576,17,16,-237712,-239115,-2191,2643
2114,-2676,17,15,-242329,-243920,2175,-2608
2079,-2089,16,15,-243633,-243675,2139,-2023
2079,-1243,16,15,-242253,-242264,2139,-1178
2170,1122,15,15,-244351,-244779,2230,1181
2168,1959,15,16,-247383,-247523,2230,2021
2126,2542,16,15,-245174,-245176,2186,2605
-397,2574,15,11,-245611,-247654,-350.2,2633
299,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,1183,16,15,-245007,-245031,349.3,1246
-2.132e+04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
-636,-2048,16,13,-244872,-244849,-582.6,-1982
-481,-2641,16,15,-242452,-242429,-420.6,-2576
-2296,-2677,17,16,-243117,-244984,-2232,-2608
-2327,-2092,17,16,-245728,-245899,-2264,-2026
-2328,-1246,15,16,-244252,-244744,-2264,-1187
-2236,1105,16,16,-246445,-246478,-2173,1170
-2237,1951,15,16,-247970,-248509,-2174,2012
-2282,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2467,-2992,15,17,-235532,-236134,2534,-2931
2467,-2329,15,16,-232997,-233072,2533,-2267
2368,-1360,15,17,-235208,-235346,2435,-1299
2458,1336,17,17,-234599,-234631,2525,1402
2363,2260,17,16,-235067,-235382,2429,2327
2355,2909,17,17,-240135,-241435,2422,2978
-637,2944,17,14,-237026,-237246,-577.5,3010
-553,2303,17,16,-242090,-242476,-492.4,2370
510,1409,16,15,-244174,-244168,572.1,1474
-504,-1276,16,13,-243556,-243540,-448.1,-1212
537,-2284,15,17,-234714,-234961,602.7,-2223
552,-2955,15,16,-238693,-239671,617.2,-2895
-2468,-2959,15,15,-239297,-240847,-2408,-2900
-2466,-2292,15,15,-236438,-236449,-2406,-2230
-2569,-1292,16,15,-236212,-236161,-2508,-1230
-2480,1389,17,15,-239006,-239049,-2420,1456
-2575,2296,17,15,-239457,-240034,-2514,2363
2396,-2999,15,17,-241877,-242466,2462,-2937
2405,-2350,16,16,-239679,-239711,2471,-2288
2314,-1406,15,16,-244178,-244276,2379,-1345
2304,1284,17,16,-240204,-240345,2370,1351
2384,2222,17,16,-244133,-244726,2449,2290
2387,2873,17,16,-239806,-240190,2453,2939
168,2835,16,11,-237782,-237763,212.3,2901
123,2174,16,7,-239897,-239880,152.9,2240
-716,1197,17,13,-236262,-236249,-663.8,1263
-677,-1490,15,13,-234620,-234849,-625.2,-1430
343,-2398,15,13,-240464,-240691,390.3,-2337
313,-3032,15,14,-237112,-238904,374.2,-2973
-2480,-2998,15,15,-241131,-242411,-2419,-2938
-2480,-2352,15,15,-241041,-241940,-2421,-2293
-2565,-1413,15,15,-240472,-240536,-2506,-1352
-2579,1274,17,15,-239956,-240073,-2520,1341
-2501,2219,17,15,-237686,-238451,-2440,2287
2326,-2999,15,17,-244051,-244392,2393,-2937
2370,-2357,15,17,-233474,-234180,2436,-2297
2408,-1437,15,17,-232516,-232637,2474,-1375
2363,1240,17,17,-233711,-233943,2430,1308
2406,2183,17,17,-232033,-233007,2473,2252
2521,2831,17,17,-232070,-232573,2589,2898
870,2815,17,18,-235377,-236184,943.5,2882
378,2168,17,16,-232861,-233427,440.7,2236
-295,NULL,NULL,NULL,NULL,NULL,NULL,NULL
386,-1469,15,15,-238329,-238379,450,-1407
-191,-2379,16,12,-237341,-237346,-142.2,-2317
-583,-3011,15,14,-237088,-238907,-526,-2952
-2537,-2985,15,15,-235426,-237160,-2476,-2926
-2491,-2351,16,15,-235763,-235776,-2431,-2289
-2455,-1422,15,15,-235297,-235491,-2394,-1361
-2497,1246,17,15,-242865,-243291,-2437,1315
-2458,2193,17,15,-240456,-241318,-2398,2261
2402,-2357,15,17,-243109,-243457,2470,-2296
2411,-1431,16,17,-240811,-240839,2480,-1368
2325,1239,17,17,-243163,-243261,2393,1306
2364,2188,17,17,-241989,-242003,2432,2254
2439,2838,17,17,-236570,-237027,2509,2904
633,2873,17,18,-238496,-239962,705.3,2942
178,2238,17,19,-237880,-238225,256.2,2305
-440,1324,16,19,-233872,-233868,-366.2,1389
523,-1345,16,19,-240112,-240121,593.8,-1283
459,-2305,15,18,-238811,-239652,530,-2245
365,-2958,15,19,-240122,-242206,444,-2900
-2450,-2990,15,15,-240771,-241355,-2388,-2928
-2440,-2342,15,15,-238923,-239696,-2378,-2282
-2427,-1412,15,16,-238707,-238818,-2365,-1351
-2510,1256,17,15,-236575,-236915,-2448,1325
-2475,2200,17,15,-242545,-243288,-2414,2268
2281,-2829,16,16,-234280,-234299,2346,-2767
2172,-2209,16,16,-232737,-232734,2237,-2147
2265,-1307,15,16,-234039,-234052,2329,-1245
2158,1221,15,16,-232837,-233113,2221,1281
2248,2105,16,16,-232897,-232887,2312,2168
2237,2723,16,16,-236342,-236377,2302,2787
-284,2755,16,15,-233484,-233464,-224,2821
-10,2148,16,22,-243457,-243471,77.02,2211
-726,1288,16,15,-243367,-243386,-665,1352
264,-1228,16,14,-244424,-244440,322.4,-1165
-668,-2162,16,15,-233566,-233567,-606.7,-2099
370,-2794,16,13,-238400,-238391,424.9,-2731
-2329,-2831,15,15,-236290,-237260,-2268,-2771
-2431,-2216,16,15,-238778,-238831,-2370,-2154
-2342,-1324,15,15,-237192,-237283,-2281,-1262
-2447,1198,15,16,-235944,-236035,-2385,1260
-2360,2095,15,16,-235403,-235598,-2298,2157
2222,-2856,15,17,-242017,-243437,2289,-2796
2212,-2253,16,17,-241477,-241520,2279,-2190
2113,-1400,16,17,-243663,-243717,2180,-1338
2197,1099,16,17,-241031,-241033,2266,1163
2098,2023,16,17,-243443,-243445,2165,2086
2184,2647,16,17,-241997,-242018,2252,2712
-417,2664,17,19,-237207,-237537,-342.7,2730
-796,2048,16,17,-240016,-240007,-726.9,2111
-254,1145,16,21,-238312,-238264,-168.7,1209
-727,-1359,16,16,-233985,-233969,-663.2,-1296
72,-2228,16,19,-240170,-240155,149.4,-2165
185,-2835,15,21,-238625,-239698,265,-2774
-2309,-2848,15,15,-242090,-242323,-2247,-2786
-2318,-2244,16,16,-241454,-241507,-2256,-2181
-2408,-1386,15,16,-239584,-239764,-2345,-1325
-2332,1111,15,16,-238874,-238985,-2269,1172
-2421,2026,16,15,-236953,-237002,-2359,2091
2202,-2862,16,16,-243413,-243422,2267,-2799
2230,-2244,16,16,-236325,-236333,2295,-2179
2198,-1360,16,16,-233371,-233358,2262,-1294
2209,1154,16,16,-235575,-235576,2273,1219
2314,2064,17,16,-234546,-234886,2379,2131
2323,2696,16,17,-235394,-235462,2389,2762
466,2732,17,16,-240960,-241943,530.9,2800
404,2115,16,14,-237584,-237596,462.8,2180
-617,1237,16,14,-234586,-234599,-562.3,1302
-661,-1277,16,14,-239869,-239885,-607,-1211
-523,-2191,16,14,-241353,-241388,-468.8,-2129
-671,-2821,16,15,-236748,-236754,-609.4,-2759
-2453,-2818,15,15,-236313,-236556,-2392,-2756
-2427,-2190,16,15,-239270,-239261,-2367,-2127
-2454,-1273,16,15,-240082,-240144,-2393,-1208
-2444,1239,17,15,-242250,-242311,-2384,1305
-2346,2116,17,15,-239644,-239977,-2284,2182
2125,-2187,16,16,-244451,-244475,2190,-2124
2198,-1319,15,16,-240367,-240640,2264,-1258
2096,1152,16,16,-245149,-245146,2161,1217
2162,2035,16,16,-240491,-240528,2227,2100
2147,2645,17,16,-236959,-237999,2212,2712
-261,2655,17,7,-239061,-239989,-232.8,2721
165,2049,16,12,-236580,-236554,210.6,2115
-597,1177,16,14,-235170,-235175,-541.9,1242
413,-1294,15,14,-240754,-240856,466.4,-1232
-431,-2168,15,11,-238510,-239086,-388.8,-2107
-421,-2776,15,12,-241352,-242945,-374.8,-2717
-2296,-2767,15,15,-242041,-242374,-2238,-2705
-2302,-2160,16,14,-240334,-240371,-2244,-2098
-2227,-1282,16,15,-240656,-240716,-2169,-1218
-2333,1187,17,15,-238289,-238402,-2275,1253
-2263,2053,17,14,-243817,-244040,-2206,2119
