cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101
RECAL 3 0 9999 9999 64 4 80,330,-232829,-232679,-232535,-232404,-232285,-232185,-232087,-232006,-231943,-231895,-231864,-231847,-231848,-231871,-231908,-231968,-232053,-232149,-232278,-232416,-232590,-232780,-232992,-233233,-233501,-233792,-234107,-234454,-234825,-235230,-235657,-236124,-236619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 375 64 4 80,2016,-512412,-505793,-491906,-469430,-441156,-412064,-384109,-358246,-334911,-313667,-294793,-278311,-264197,-252468,-243175,-236293,-231869,-229868,-230379,-233414,-238973,-247043,-257589,-270587,-285728,-303249,-322966,-344660,-368034,-392964,-418812,-444562,-468720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,354,-230554,-230311,-230083,-229871,-229673,-229490,-229319,-229178,-229053,-228941,-228853,-228789,-228746,-228721,-228719,-228746,-228794,-228869,-228967,-229095,-229245,-229432,-229642,-229885,-230150,-230452,-230787,-231155,-231552,-231989,-232467,-232980,-233536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 408 64 4 80,1207,-352746,-338636,-325347,-313060,-301337,-290492,-280419,-271186,-262818,-255338,-248767,-243158,-238438,-234632,-231731,-229765,-228722,-228630,-229478,-231258,-234026,-237761,-242488,-248174,-254835,-262496,-271114,-280808,-291491,-303100,-315633,-329034,-343265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,376,-229481,-229240,-229019,-228818,-228633,-228470,-228334,-228205,-228109,-228028,-227973,-227943,-227938,-227961,-228010,-228085,-228187,-228317,-228476,-228669,-228894,-229147,-229436,-229759,-230121,-230509,-230941,-231417,-231935,-232488,-233091,-233737,-234425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 423 64 4 80,-1162,-317012,-305926,-295553,-286077,-277171,-269019,-261619,-254951,-249050,-243880,-239436,-235696,-232669,-230390,-228843,-228026,-227926,-228552,-229881,-231873,-234590,-238002,-242089,-246842,-252255,-258323,-265039,-272285,-280088,-288437,-297299,-306746,-316681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-488,-237627,-237291,-237005,-236741,-236512,-236323,-236166,-236034,-235930,-235851,-235815,-235803,-235810,-235853,-235916,-235995,-236114,-236245,-236398,-236576,-236769,-236984,-237222,-237472,-237745,-238035,-238337,-238660,-238997,-239341,-239709,-240081,-240479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -444 64 4 80,-2042,-477676,-455551,-430362,-404900,-380076,-357006,-335595,-315986,-298219,-282615,-269148,-257897,-248941,-242227,-237778,-235639,-235753,-238159,-242874,-249870,-259164,-270750,-284580,-300410,-318252,-338061,-359583,-382842,-407412,-432333,-456466,-478173,-494560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,419,-248121,-247793,-247500,-247229,-246968,-246741,-246528,-246354,-246191,-246057,-245951,-245859,-245796,-245760,-245756,-245775,-245833,-245908,-246027,-246167,-246361,-246565,-246801,-247090,-247398,-247753,-248151,-248587,-249059,-249576,-250136,-250723,-251365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 474 64 4 80,-2639,-512833,-506255,-493153,-469990,-440522,-408576,-377465,-348780,-323024,-300614,-281681,-266327,-254704,-246906,-242769,-242334,-245622,-252674,-263508,-278189,-296290,-318390,-344078,-373064,-405003,-438330,-470151,-494385,-507316,-514454,-517219,-518025,-518808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2197,-323508,-312905,-303106,-294087,-285869,-278379,-271738,-265728,-260449,-255907,-252105,-249037,-246697,-245079,-244193,-244066,-244686,-246069,-248223,-251141,-254833,-259309,-264468,-270499,-277284,-284865,-293213,-302365,-312354,-323176,-334765,-347189,-360492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2138 64 4 80,-2672,-512848,-508212,-496584,-475140,-445183,-411878,-379742,-350516,-324508,-301922,-282837,-267207,-255149,-246854,-242105,-241112,-243947,-250619,-261182,-275686,-294032,-315859,-341422,-370412,-402795,-437202,-470265,-494946,-509056,-514547,-516729,-517833,-518818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2280,-327584,-315816,-304921,-294777,-285512,-277080,-269475,-262707,-256756,-251638,-247329,-243891,-241201,-239335,-238292,-238080,-238700,-240149,-242445,-245523,-249413,-254120,-259650,-266018,-273198,-281243,-290112,-299634,-310219,-321673,-334005,-347373,-361720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2221 64 4 80,-2085,-476301,-451532,-424721,-398192,-373107,-350149,-329201,-310357,-293610,-279021,-266659,-256315,-248211,-242320,-238650,-237228,-238072,-241180,-246616,-254415,-264602,-277094,-291876,-308887,-328075,-349376,-372171,-397205,-423310,-449329,-473847,-492887,-504752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2201,-314190,-303668,-293963,-285085,-276944,-269563,-262939,-257152,-252027,-247654,-244011,-241108,-238945,-237521,-236841,-236919,-237765,-239393,-241792,-244968,-248913,-253640,-259163,-265380,-272459,-280351,-289034,-298455,-308754,-319887,-331899,-344681,-358326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2144 64 4 80,-1239,-338603,-325991,-314282,-303380,-293322,-284107,-275808,-268202,-261422,-255477,-250363,-246068,-242588,-239925,-238075,-237047,-236796,-237323,-238619,-240684,-243510,-247091,-251346,-256395,-262181,-268678,-275863,-283736,-292257,-301422,-311230,-321791,-332985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2203,-306620,-296515,-287266,-278736,-270994,-264005,-257749,-252335,-247574,-243541,-240231,-237659,-235818,-234719,-234343,-234718,-235854,-237753,-240422,-243862,-248056,-253020,-258773,-265209,-272500,-280593,-289469,-299072,-309553,-320877,-333059,-346133,-359907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2147 64 4 80,1132,-342247,-330234,-318912,-308236,-298237,-289082,-280444,-272494,-265274,-258753,-252986,-247969,-243703,-240195,-237426,-235467,-234325,-234016,-234541,-235899,-238121,-241141,-245068,-249846,-255505,-262046,-269466,-277761,-286909,-296820,-307464,-318920,-331144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2212,-317275,-306830,-297365,-288745,-280857,-273717,-267354,-261697,-256784,-252595,-249166,-246429,-244389,-243074,-242480,-242605,-243465,-245041,-247384,-250484,-254330,-258934,-264301,-270434,-277331,-284990,-293273,-302480,-312488,-323319,-335029,-347597,-361091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2155 64 4 80,1969,-513859,-507669,-495145,-471330,-442975,-414067,-386684,-361820,-339441,-319374,-301593,-286093,-272838,-261915,-253186,-246678,-242391,-240353,-240584,-243086,-247787,-254808,-264111,-275638,-289312,-305082,-322900,-342677,-364288,-387920,-412940,-438660,-463596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2229,-320310,-309549,-299652,-290642,-282388,-274899,-268237,-262344,-257164,-252704,-248950,-245888,-243532,-241854,-240896,-240594,-241000,-242103,-243906,-246393,-249580,-253465,-258112,-263504,-269618,-276451,-284020,-292331,-301367,-311236,-321742,-333208,-345591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2169 64 4 80,2555,-519134,-518145,-517493,-515937,-512083,-498375,-468132,-429621,-392956,-360500,-332021,-307515,-286852,-269840,-256426,-246678,-240533,-238010,-239088,-243783,-252091,-264019,-279471,-298326,-320584,-346029,-374191,-404977,-437708,-468459,-493174,-507100,-512657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2144,-338076,-326385,-315639,-305689,-296536,-288219,-280622,-273769,-267747,-262345,-257676,-253743,-250502,-247983,-246156,-245035,-244629,-244911,-245896,-247575,-249953,-253054,-256883,-261454,-266709,-272765,-279637,-287320,-295794,-305218,-315571,-326907,-339391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2209 64 4 80,-2695,-516169,-513197,-509609,-501557,-480225,-444757,-406194,-370858,-340352,-314348,-292694,-274980,-261220,-251387,-245378,-243135,-244612,-249761,-258395,-270726,-286476,-305459,-327474,-352107,-378738,-406565,-434538,-461352,-485074,-501979,-510664,-516608,-518595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2080,-331130,-319476,-308647,-298569,-289310,-280751,-272952,-265879,-259574,-253916,-248952,-244686,-241116,-238232,-236054,-234565,-233786,-233719,-234372,-235769,-237918,-240833,-244517,-248978,-254176,-260287,-267238,-275074,-283814,-293502,-304203,-316014,-329006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2146 64 4 80,-2104,-489106,-471515,-448205,-421593,-393887,-367272,-342669,-320647,-301094,-284131,-269616,-257580,-248029,-240868,-236110,-233745,-233675,-235909,-240432,-247201,-256181,-267345,-280572,-295917,-313101,-331955,-352168,-373287,-395036,-416993,-438591,-459086,-478518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2057,-321797,-310541,-300079,-290444,-281506,-273353,-265941,-259312,-253404,-248212,-243724,-239916,-236808,-234409,-232740,-231746,-231466,-231906,-233078,-234985,-237640,-241060,-245285,-250329,-256206,-262938,-270563,-279082,-288538,-298948,-310299,-322906,-336738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2121 64 4 80,-1252,-342313,-328937,-316257,-304445,-293522,-283508,-274360,-266119,-258765,-252305,-246807,-242105,-238273,-235302,-233183,-231912,-231469,-231840,-233000,-234958,-237683,-241186,-245453,-250448,-256184,-262652,-269734,-277559,-286039,-295090,-304751,-314966,-325643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2061,-321400,-310038,-299491,-289791,-280809,-272597,-265222,-258539,-252604,-247385,-242864,-239041,-235922,-233553,-231860,-230878,-230620,-231089,-232289,-234242,-236952,-240455,-244787,-249920,-255891,-262718,-270430,-279067,-288641,-299022,-310646,-323371,-337284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2124 64 4 80,1149,-335066,-323336,-312091,-301482,-291584,-282347,-273815,-266027,-258972,-252652,-247079,-242291,-238300,-235125,-232779,-231272,-230607,-230791,-231833,-233764,-236565,-240281,-244889,-250404,-256824,-264161,-272321,-281357,-291280,-302023,-313597,-325907,-338970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2063,-331590,-319520,-308309,-297918,-288381,-279642,-271689,-264478,-257977,-252196,-247126,-242754,-239080,-236133,-233846,-232253,-231365,-231190,-231716,-232968,-234950,-237704,-241229,-245535,-250625,-256527,-263276,-270877,-279380,-288687,-299034,-310432,-322893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2130 64 4 80,1990,-494348,-478894,-460103,-437471,-413054,-388187,-364054,-341488,-320766,-302015,-285363,-270752,-258364,-248204,-240249,-234576,-231136,-230022,-231259,-234891,-240964,-249487,-260511,-274176,-290443,-309108,-330156,-353209,-377589,-402984,-427972,-450760,-471701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2126,-336701,-324764,-313690,-303453,-294073,-285395,-277439,-270269,-263832,-258149,-253201,-249000,-245505,-242747,-240666,-239308,-238679,-238763,-239573,-241124,-243415,-246441,-250171,-254652,-259920,-265981,-272837,-280533,-289085,-298334,-308702,-320085,-332519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2192 64 4 80,2578,-518740,-516450,-512553,-506051,-496611,-477163,-449043,-416897,-384191,-353862,-326607,-302937,-283145,-266641,-253695,-244344,-238547,-236355,-237862,-243126,-252176,-265078,-281937,-302869,-327933,-356916,-389369,-423881,-456187,-482070,-498636,-508314,-513099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-283,-240862,-240810,-240773,-240746,-240717,-240699,-240693,-240689,-240698,-240697,-240722,-240743,-240768,-240796,-240832,-240882,-240929,-240973,-241039,-241094,-241156,-241210,-241278,-241351,-241420,-241489,-241575,-241648,-241727,-241806,-241882,-241967,-242052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -256 64 4 80,2547,-517442,-514956,-511595,-504750,-492615,-470726,-440804,-408108,-376224,-347180,-321478,-299271,-280475,-265178,-253427,-245262,-240655,-239658,-242332,-248750,-258808,-272916,-291024,-313127,-339363,-369378,-402810,-437247,-467623,-489882,-503236,-510923,-516286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-654,-239788,-239047,-238366,-237749,-237176,-236672,-236225,-235825,-235485,-235197,-234970,-234775,-234636,-234548,-234508,-234509,-234560,-234661,-234805,-234982,-235212,-235479,-235786,-236130,-236517,-236943,-237411,-237906,-238444,-239004,-239591,-240209,-240866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -597 64 4 80,1950,-492677,-476976,-456699,-432974,-407674,-382732,-359099,-337250,-317301,-299560,-283794,-270115,-258586,-249247,-242118,-237195,-234520,-234101,-235936,-240052,-246483,-255261,-266443,-279969,-295860,-313909,-334318,-356638,-380333,-404937,-429179,-451875,-472179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-661,-236616,-235818,-235087,-234423,-233822,-233275,-232802,-232388,-232033,-231735,-231491,-231309,-231179,-231102,-231077,-231108,-231185,-231319,-231495,-231718,-231992,-232312,-232671,-233080,-233528,-234026,-234552,-235128,-235737,-236385,-237065,-237778,-238531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -605 64 4 80,1080,-322994,-312291,-302320,-292848,-283991,-275797,-268234,-261354,-255152,-249653,-244847,-240780,-237408,-234742,-232792,-231568,-231071,-231320,-232298,-234045,-236567,-239867,-243966,-248847,-254528,-261034,-268354,-276607,-285654,-295479,-306147,-317561,-329730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-687,-243003,-241972,-241016,-240133,-239325,-238597,-237941,-237350,-236820,-236361,-235962,-235642,-235373,-235161,-235009,-234914,-234878,-234891,-234965,-235088,-235263,-235492,-235765,-236107,-236480,-236913,-237385,-237901,-238460,-239062,-239718,-240399,-241125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -622 64 4 80,-1316,-345316,-331084,-317971,-305809,-294641,-284464,-275229,-266964,-259650,-253303,-247981,-243518,-239971,-237337,-235619,-234798,-234872,-235812,-237661,-240393,-243997,-248467,-253780,-259967,-266983,-274826,-283341,-292721,-302801,-313591,-324989,-336960,-349445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-585,-240299,-239704,-239160,-238668,-238217,-237819,-237457,-237143,-236868,-236641,-236454,-236301,-236195,-236121,-236084,-236081,-236119,-236185,-236281,-236414,-236582,-236772,-236999,-237252,-237527,-237837,-238170,-238532,-238922,-239334,-239768,-240233,-240716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -527 64 4 80,-2142,-494033,-476956,-453488,-425659,-396650,-368982,-343814,-321169,-301425,-284150,-269531,-257535,-248180,-241387,-237114,-235350,-236042,-239146,-244616,-252429,-262563,-274966,-289529,-306122,-324417,-344485,-365821,-388079,-410835,-433026,-454728,-474745,-491264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,103,-246723,-246698,-246665,-246641,-246619,-246614,-246584,-246579,-246572,-246558,-246555,-246554,-246550,-246556,-246554,-246568,-246588,-246616,-246614,-246654,-246667,-246707,-246741,-246775,-246830,-246881,-246922,-246996,-247059,-247139,-247220,-247299,-247399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 150 64 4 80,-2725,-515254,-513466,-510082,-501006,-478287,-440135,-400330,-364869,-334763,-309425,-288904,-272201,-259493,-250655,-245576,-244189,-246448,-252289,-261760,-274846,-291385,-311258,-334299,-360078,-388117,-417289,-445999,-472984,-495072,-507952,-514195,-517336,-518126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2255,-329696,-318164,-307587,-297913,-289298,-281351,-274235,-267925,-262398,-257650,-253676,-250448,-247978,-246261,-245265,-244984,-245418,-246578,-248454,-251033,-254294,-258304,-263048,-268519,-274748,-281724,-289479,-297969,-307349,-317711,-328955,-341181,-354429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2195 64 4 80,-2697,-515263,-513419,-510528,-499944,-473120,-433103,-394371,-360366,-331578,-307295,-287203,-270870,-258290,-249479,-244322,-242812,-244941,-250658,-259984,-272690,-289034,-308691,-331649,-357617,-386079,-416361,-446288,-473551,-493951,-507109,-513075,-517386,-518735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2309,-339272,-326463,-314912,-304219,-294530,-285793,-277904,-270899,-264750,-259438,-254901,-251221,-248355,-246299,-245058,-244622,-244993,-246182,-248138,-250914,-254501,-258924,-264149,-270206,-277093,-284837,-293359,-302740,-313038,-324260,-336486,-349797,-364076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2249 64 4 80,-2109,-492648,-472835,-446008,-416611,-388074,-361952,-338690,-318094,-300232,-284987,-272155,-261718,-253664,-247954,-244563,-243475,-244662,-248122,-253838,-261814,-272015,-284419,-298896,-315489,-334099,-354572,-376528,-399695,-423151,-446103,-467151,-485383,-498847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2328,-326414,-313876,-302363,-291966,-282514,-274005,-266449,-259829,-254037,-249111,-245038,-241798,-239400,-237833,-237091,-237186,-238125,-239887,-242491,-245927,-250202,-255328,-261313,-268052,-275769,-284378,-293853,-304293,-315721,-328159,-341743,-356208,-371834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2271 64 4 80,-1262,-341351,-328137,-315913,-304593,-294153,-284606,-275931,-268152,-261248,-255229,-250092,-245823,-242429,-239824,-238065,-237145,-237053,-237771,-239308,-241645,-244761,-248628,-253255,-258640,-264804,-271687,-279292,-287622,-296455,-306106,-316384,-327222,-338667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2328,-329385,-316392,-304499,-293661,-283846,-274979,-267023,-260059,-253900,-248608,-244175,-240565,-237785,-235851,-234725,-234430,-234967,-236328,-238524,-241552,-245411,-250109,-255618,-261920,-269166,-277301,-286318,-296191,-307086,-318954,-331881,-345747,-360659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2269 64 4 80,1136,-328817,-317569,-306978,-297087,-288042,-279542,-271744,-264675,-258306,-252685,-247812,-243674,-240287,-237625,-235752,-234693,-234439,-235008,-236405,-238662,-241737,-245717,-250561,-256297,-262939,-270505,-278955,-288317,-298523,-309535,-321372,-334021,-347429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2325,-326411,-313951,-302549,-292200,-282806,-274343,-266858,-260134,-254276,-249262,-245058,-241669,-239079,-237275,-236270,-236064,-236654,-238053,-240256,-243263,-247064,-251670,-257017,-263288,-270398,-278348,-287180,-296854,-307530,-319193,-331729,-345316,-359992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2266 64 4 80,1981,-497050,-483065,-461839,-436350,-409506,-383384,-358916,-336689,-316635,-298860,-283463,-270164,-259011,-250005,-243170,-238497,-236030,-235791,-237829,-242184,-248892,-258001,-269587,-283605,-300022,-318975,-340469,-364073,-389529,-416003,-441662,-465010,-484227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2270,-328354,-316468,-305605,-295672,-286726,-278568,-271247,-264747,-259113,-254155,-249967,-246534,-243841,-241871,-240635,-240119,-240332,-241241,-242855,-245176,-248200,-251930,-256388,-261568,-267408,-274040,-281428,-289608,-298521,-308324,-318976,-330523,-343124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2209 64 4 80,2568,-517602,-516238,-513488,-509369,-499792,-480907,-450433,-415002,-380966,-350403,-323584,-300699,-281525,-265908,-253921,-245262,-240070,-238410,-240320,-245882,-255146,-268252,-285295,-305988,-330678,-359336,-391921,-427397,-461840,-488373,-502514,-509773,-514536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2086,-357415,-343641,-330937,-319272,-308561,-298810,-290076,-282304,-275314,-269185,-263929,-259522,-255976,-253270,-251429,-250421,-250286,-251017,-252645,-255167,-258587,-262921,-268212,-274346,-281536,-289734,-298917,-309231,-320685,-333310,-347261,-362342,-378774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2149 64 4 80,-2722,-514656,-510327,-501762,-486976,-461699,-429061,-395295,-363610,-335557,-311707,-291510,-275212,-262737,-254055,-249118,-247842,-250163,-256078,-265632,-278712,-295197,-315001,-337949,-363573,-391285,-419647,-448008,-473889,-493838,-506541,-513243,-517937,-518521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
