cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101
RECAL 3 1 9999 -2169 64 4 80,-2240,-480837,-461110,-437577,-411798,-385588,-360583,-337590,-316869,-298621,-283170,-270214,-259787,-251860,-246393,-243298,-242567,-244137,-247919,-253965,-262259,-272753,-285424,-300232,-317273,-336433,-357971,-381455,-406754,-432652,-457450,-478807,-495244,-504761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2201,-335380,-323195,-312054,-301848,-292609,-284227,-276692,-270095,-264238,-259180,-254919,-251466,-248790,-246855,-245692,-245281,-245620,-246721,-248577,-251168,-254516,-258622,-263490,-269033,-275407,-282549,-290470,-299135,-308668,-319037,-330215,-342217,-355037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2141 64 4 80,-1415,-358765,-344557,-331294,-318802,-307240,-296652,-287123,-278543,-270953,-264377,-258764,-254100,-250416,-247722,-245964,-245167,-245286,-246341,-248258,-251095,-254813,-259432,-264907,-271240,-278428,-286454,-295233,-304790,-315144,-326274,-338172,-350827,-364150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2257,-333408,-321237,-310141,-300030,-290951,-282849,-275554,-269133,-263582,-258884,-255041,-252047,-249858,-248506,-247936,-248151,-249135,-250888,-253416,-256713,-260780,-265556,-271139,-277505,-284651,-292571,-301293,-310852,-321268,-332650,-345045,-358250,-372538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2200 64 4 80,1049,-318335,-309951,-302012,-294500,-287560,-281110,-275209,-269851,-265067,-260834,-257253,-254198,-251742,-249873,-248610,-247959,-247923,-248495,-249674,-251469,-253870,-256908,-260570,-264885,-269845,-275455,-281633,-288559,-296093,-304385,-313359,-323000,-333371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2208,-331698,-320279,-309858,-300343,-291742,-283961,-276975,-270805,-265434,-260871,-257020,-253923,-251583,-249976,-249085,-248944,-249511,-250816,-252850,-255630,-259142,-263390,-268378,-274106,-280590,-287769,-295710,-304506,-314132,-324564,-335888,-348054,-361133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2149 64 4 80,1974,-482786,-465361,-445063,-423317,-400983,-378921,-358085,-338717,-320987,-305080,-291051,-279054,-269061,-261037,-255000,-250941,-248884,-248820,-250754,-254646,-260604,-268591,-278639,-290725,-304888,-321226,-339769,-360569,-383940,-409190,-435753,-461467,-484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2126,-320936,-311160,-302253,-294122,-286862,-280196,-274261,-269046,-264532,-260701,-257554,-255090,-253315,-252208,-251734,-251901,-252722,-254173,-256278,-259019,-262369,-266402,-271056,-276371,-282354,-289004,-296287,-304310,-313086,-322673,-333020,-344212,-356268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2069 64 4 80,2592,-517218,-514904,-511150,-502615,-487813,-463463,-434993,-404848,-376221,-349723,-325939,-305313,-287972,-273879,-263103,-255677,-251673,-251018,-253690,-259719,-269127,-281948,-298225,-318204,-341732,-369454,-401762,-437691,-474083,-498729,-510011,-513718,-515409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2116,-338738,-326307,-314832,-304240,-294509,-285627,-277495,-270172,-263533,-257692,-252630,-248359,-244860,-242132,-240159,-238973,-238541,-238887,-240014,-241927,-244626,-248133,-252457,-257608,-263530,-270295,-277912,-286440,-295828,-306270,-317708,-330055,-343665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2180 64 4 80,-2861,-512719,-508855,-498639,-481311,-451217,-415533,-379635,-347252,-318978,-295014,-275196,-259415,-247785,-239878,-235751,-235348,-238566,-245372,-255655,-269412,-286617,-307098,-330607,-356809,-385072,-414450,-443785,-470740,-492743,-507111,-513694,-517567,-519630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2016,-335003,-322565,-311007,-300274,-290393,-281241,-272877,-265295,-258526,-252442,-247118,-242534,-238700,-235609,-233276,-231688,-230839,-230742,-231376,-232747,-234854,-237724,-241356,-245759,-250854,-256798,-263583,-271172,-279636,-288983,-299195,-310441,-322731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2083 64 4 80,-2283,-485119,-465967,-442252,-416814,-390094,-363857,-339303,-316773,-296673,-279214,-264368,-252338,-242803,-235900,-231615,-229920,-230745,-234069,-239870,-248068,-258501,-271211,-286075,-302869,-321499,-341695,-363035,-385079,-407591,-430025,-451973,-472546,-490448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2105,-337167,-324011,-311962,-300605,-290168,-280573,-271796,-263887,-256787,-250520,-245041,-240339,-236451,-233420,-231201,-229810,-229242,-229497,-230562,-232468,-235236,-238857,-243343,-248694,-254937,-262120,-270242,-279207,-289156,-300074,-312122,-325282,-339713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2170 64 4 80,-1490,-359445,-343904,-329049,-315064,-301990,-290124,-279096,-269148,-260298,-252579,-245964,-240461,-236045,-232755,-230538,-229372,-229241,-230135,-232041,-234954,-238880,-243722,-249570,-256362,-264093,-272720,-282238,-292566,-303663,-315543,-328147,-341358,-354991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2029,-338640,-325534,-313338,-301968,-291474,-281875,-272951,-264848,-257516,-251011,-245284,-240339,-236146,-232746,-230152,-228297,-227192,-226841,-227240,-228394,-230306,-232941,-236374,-240616,-245618,-251418,-258055,-265549,-273902,-283205,-293523,-304842,-317218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2097 64 4 80,940,-287528,-280601,-274035,-267851,-262054,-256733,-251778,-247236,-243127,-239458,-236228,-233473,-231177,-229366,-228042,-227198,-226841,-226977,-227609,-228748,-230397,-232543,-235237,-238479,-242251,-246573,-251434,-256840,-262839,-269382,-276589,-284341,-292620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2092,-337258,-324265,-312209,-300998,-290690,-281298,-272638,-264788,-257727,-251475,-246022,-241325,-237402,-234248,-231844,-230244,-229434,-229411,-230181,-231754,-234133,-237285,-241310,-246179,-251889,-258473,-265990,-274414,-283812,-294179,-305448,-317795,-331297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2158 64 4 80,1913,-445408,-425477,-404756,-383951,-363635,-344116,-325614,-308446,-292745,-278597,-266079,-255202,-246207,-239091,-233890,-230625,-229316,-229988,-232625,-237321,-244093,-252941,-263896,-276963,-292108,-309315,-328326,-348896,-370717,-393489,-416300,-438347,-458975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2089,-339372,-326857,-315272,-304536,-294667,-285639,-277473,-269986,-263232,-257257,-252027,-247528,-243758,-240687,-238333,-236698,-235803,-235670,-236266,-237621,-239734,-242614,-246212,-250647,-255887,-261957,-268874,-276664,-285352,-294936,-305497,-316931,-329448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2156 64 4 80,2543,-516019,-512113,-504365,-489844,-468898,-442862,-414305,-385583,-358119,-332827,-310103,-290117,-273065,-258885,-247870,-240083,-235575,-234397,-236626,-242365,-251649,-264426,-281113,-301571,-325938,-354164,-385839,-420121,-453298,-479784,-496879,-506401,-511552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-497,-241415,-240957,-240533,-240134,-239771,-239416,-239104,-238816,-238560,-238332,-238131,-237945,-237793,-237659,-237555,-237471,-237409,-237363,-237353,-237353,-237372,-237399,-237465,-237537,-237629,-237743,-237865,-238002,-238163,-238321,-238499,-238705,-238910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -423 64 4 80,2500,-514908,-510703,-504957,-491497,-471054,-443847,-415150,-386083,-358772,-333708,-311177,-291455,-274596,-260649,-249766,-242042,-237326,-235802,-237546,-242637,-251098,-263041,-278568,-297646,-320768,-347557,-377600,-410159,-442531,-470792,-491378,-503531,-510260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-466,-236134,-235722,-235339,-234987,-234666,-234383,-234110,-233878,-233671,-233485,-233326,-233192,-233078,-232990,-232937,-232888,-232868,-232869,-232883,-232919,-232970,-233041,-233129,-233236,-233357,-233495,-233648,-233807,-233989,-234180,-234384,-234603,-234832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -400 64 4 80,1854,-459209,-439614,-418675,-397568,-376663,-356652,-337632,-319825,-303414,-288680,-275589,-264126,-254370,-246356,-240075,-235568,-232877,-232003,-232953,-235774,-240495,-247119,-255668,-266188,-278637,-293064,-309495,-327705,-347542,-368549,-390691,-413004,-435139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-722,-239040,-237881,-236811,-235827,-234933,-234139,-233408,-232754,-232186,-231695,-231281,-230941,-230671,-230472,-230341,-230286,-230281,-230347,-230466,-230649,-230889,-231185,-231544,-231955,-232410,-232928,-233501,-234125,-234787,-235509,-236282,-237108,-237978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -660 64 4 80,826,-274260,-269102,-264318,-259738,-255475,-251529,-247904,-244591,-241603,-238940,-236635,-234691,-233090,-231844,-230957,-230431,-230263,-230473,-231059,-232025,-233399,-235158,-237330,-239919,-242919,-246344,-250215,-254552,-259355,-264607,-270298,-276445,-283067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-357,-235431,-235181,-234950,-234737,-234544,-234363,-234200,-234057,-233925,-233815,-233715,-233633,-233561,-233504,-233455,-233427,-233406,-233397,-233395,-233403,-233423,-233451,-233492,-233536,-233591,-233656,-233719,-233798,-233874,-233966,-234057,-234158,-234258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -287 64 4 80,-1560,-367716,-351287,-335632,-320924,-307243,-294634,-283194,-273013,-263891,-255948,-249225,-243668,-239275,-236056,-234018,-233112,-233384,-234812,-237389,-241112,-245948,-251883,-258902,-266918,-276062,-286195,-297244,-309237,-322040,-335617,-349835,-364300,-379287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-774,-242361,-241206,-240162,-239193,-238318,-237529,-236828,-236217,-235688,-235232,-234863,-234567,-234346,-234206,-234142,-234139,-234221,-234372,-234584,-234863,-235212,-235630,-236105,-236650,-237245,-237907,-238623,-239388,-240207,-241080,-242005,-242980,-243997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -716 64 4 80,-2329,-494297,-478125,-456270,-430643,-403108,-375656,-349888,-326569,-305524,-287201,-271562,-258645,-248447,-240926,-236042,-233769,-234103,-237038,-242548,-250573,-261100,-274051,-289356,-306580,-326105,-347360,-369985,-393606,-417465,-440709,-462820,-483109,-497380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-221,-247059,-247063,-247070,-247096,-247117,-247145,-247189,-247228,-247266,-247303,-247358,-247410,-247460,-247519,-247573,-247625,-247681,-247747,-247802,-247865,-247930,-247987,-248054,-248102,-248171,-248226,-248287,-248347,-248398,-248465,-248514,-248570,-248623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 -179 64 4 80,-243,-246875,-246861,-246856,-246859,-246859,-246878,-246896,-246924,-246947,-246980,-247011,-247055,-247091,-247136,-247195,-247229,-247285,-247341,-247400,-247455,-247515,-247576,-247636,-247693,-247760,-247820,-247884,-247946,-248005,-248065,-248123,-248196,-248249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -235 64 4 80,-2898,-515898,-513303,-509363,-500675,-483076,-451740,-414528,-378435,-346641,-319416,-296651,-278303,-264055,-253934,-247792,-245429,-246803,-251826,-260452,-272601,-288219,-306838,-328791,-353644,-380734,-409639,-438631,-466069,-489046,-503441,-512855,-515625,-518152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2261,-329579,-317242,-305910,-295549,-286158,-277612,-270039,-263217,-257233,-252093,-247761,-244233,-241507,-239559,-238397,-237993,-238354,-239457,-241303,-243889,-247225,-251293,-256042,-261632,-267980,-275083,-282972,-291652,-301134,-311458,-322761,-335037,-348354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2201 64 4 80,-2886,-516053,-513657,-508052,-497577,-471827,-434178,-395096,-359950,-329613,-303907,-282670,-265640,-252512,-243295,-237830,-236076,-237973,-243474,-252354,-264883,-280821,-300086,-322695,-348413,-376774,-407158,-437943,-466493,-489471,-503817,-512047,-516682,-519030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2349,-343303,-328834,-315655,-303622,-292784,-283018,-274212,-266370,-259459,-253476,-248416,-244238,-240984,-238541,-236961,-236235,-236348,-237305,-239092,-241696,-245158,-249470,-254635,-260672,-267581,-275371,-284032,-293599,-303934,-315391,-327803,-341295,-355821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2288 64 4 80,-2317,-493133,-475842,-451620,-424029,-395937,-368422,-343276,-320614,-300574,-283276,-268637,-256677,-247347,-240631,-236551,-235097,-236214,-239905,-246127,-254831,-265890,-279497,-295421,-313651,-334009,-356230,-379947,-404722,-429439,-453018,-474249,-491469,-504052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2266,-329318,-315767,-303349,-292032,-281714,-272395,-264069,-256769,-250307,-244765,-240091,-236303,-233392,-231332,-230113,-229716,-230121,-231306,-233291,-236047,-239596,-243917,-249029,-254839,-261512,-269002,-277301,-286422,-296338,-307144,-318875,-331591,-345367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2206 64 4 80,-1545,-364787,-347975,-332094,-317460,-303770,-291276,-279905,-269696,-260630,-252752,-246057,-240466,-236015,-232734,-230596,-229598,-229719,-230953,-233305,-236701,-241247,-246856,-253526,-261268,-270054,-279833,-290589,-302137,-314593,-327845,-341846,-356441,-371528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2337,-336718,-322400,-309363,-297484,-286732,-276975,-268223,-260456,-253661,-247893,-242956,-238925,-235783,-233526,-232138,-231613,-231927,-233101,-235134,-238025,-241775,-246373,-251831,-258148,-265351,-273315,-282296,-292174,-302956,-314744,-327494,-341340,-356184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2277 64 4 80,849,-279643,-274098,-268850,-263913,-259319,-255092,-251201,-247649,-244430,-241558,-239028,-236858,-235070,-233634,-232572,-231890,-231594,-231695,-232198,-233102,-234431,-236199,-238408,-241065,-244159,-247705,-251711,-256194,-261090,-266527,-272430,-278840,-285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2280,-330814,-317483,-305250,-293979,-283730,-274416,-266056,-258616,-252104,-246491,-241747,-237911,-234875,-232684,-231319,-230791,-231055,-232129,-234005,-236635,-240050,-244227,-249187,-254910,-261443,-268788,-276932,-285787,-295545,-306211,-317745,-330209,-343645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2219 64 4 80,1866,-451140,-430000,-407854,-385774,-364419,-344243,-325563,-308513,-293078,-279292,-267145,-256685,-247982,-241014,-235857,-232406,-230771,-230957,-232985,-236874,-242686,-250382,-260087,-271873,-285665,-301342,-318975,-338474,-359654,-382221,-405492,-428691,-450963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2286,-335240,-322465,-310777,-300078,-290309,-281370,-273319,-266135,-259780,-254278,-249619,-245770,-242773,-240514,-239044,-238356,-238460,-239326,-240976,-243387,-246552,-250434,-255071,-260479,-266659,-273610,-281357,-289917,-299099,-309299,-320375,-332332,-345250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2225 64 4 80,2507,-516046,-513023,-506978,-495072,-475681,-448186,-417728,-387554,-359167,-333563,-310855,-291170,-274476,-260792,-250278,-242708,-238232,-236933,-238838,-243996,-252499,-264421,-280034,-299223,-322223,-348958,-379247,-412920,-447121,-477289,-496529,-506333,-511808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2168,-340676,-328015,-316355,-305248,-294961,-285478,-276764,-268834,-261691,-255346,-249835,-245173,-241317,-238256,-236013,-234597,-234007,-234270,-235354,-237310,-240155,-243879,-248495,-254005,-260470,-267877,-276269,-285745,-296203,-307758,-320387,-334121,-349070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2233 64 4 80,-2669,-515477,-510544,-500352,-482099,-455033,-422785,-389788,-358523,-330174,-305120,-283650,-265830,-251943,-241649,-235208,-232662,-233988,-239232,-248384,-261422,-278173,-298502,-322426,-349702,-379735,-411931,-444192,-474212,-495951,-507948,-514970,-518175,-518531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2081,-338090,-325844,-314346,-303542,-293515,-284190,-275580,-267704,-260655,-254260,-248641,-243759,-239621,-236245,-233655,-231840,-230808,-230584,-231186,-232617,-234910,-238066,-242093,-247004,-252723,-259438,-267100,-275712,-285259,-295725,-307239,-319770,-333281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2148 64 4 80,-2081,-484790,-463578,-439301,-413549,-387879,-363368,-340562,-319576,-300659,-284120,-269540,-257255,-247306,-239644,-234307,-231290,-230592,-232223,-236261,-242707,-251518,-262716,-276286,-292136,-310210,-330162,-352322,-376037,-401147,-426587,-451380,-473990,-491688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2160,-339776,-326619,-314284,-302697,-292104,-282070,-272850,-264450,-256869,-250129,-244217,-239136,-234908,-231574,-229089,-227449,-226666,-226753,-227719,-229577,-232286,-235945,-240531,-246059,-252527,-259956,-268384,-277804,-288278,-299830,-312532,-326278,-341167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2226 64 4 80,-1227,-336263,-323035,-310628,-299208,-288514,-278634,-269602,-261444,-254161,-247750,-242195,-237504,-233705,-230721,-228557,-227180,-226601,-226811,-227811,-229552,-232089,-235383,-239434,-244248,-249767,-256021,-263003,-270696,-279206,-288405,-298216,-308697,-319789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2156,-345922,-332545,-319970,-308161,-297144,-287128,-277671,-269024,-261179,-254165,-247986,-242627,-238090,-234406,-231599,-229632,-228512,-228251,-228844,-230324,-232677,-235895,-240058,-245138,-251151,-258115,-266048,-274957,-284854,-295768,-307882,-321088,-335388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2223 64 4 80,1147,-343471,-330634,-318643,-307131,-296363,-286389,-277101,-268587,-260848,-253915,-247731,-242344,-237790,-234104,-231278,-229318,-228234,-228025,-228689,-230248,-232713,-236107,-240428,-245683,-251863,-258996,-266960,-275837,-285595,-296205,-307707,-320048,-333151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2150,-341101,-328147,-316070,-304784,-294298,-284632,-275713,-267689,-260324,-253763,-248023,-243067,-238912,-235582,-233071,-231406,-230574,-230567,-231399,-233075,-235611,-239025,-243318,-248421,-254487,-261486,-269428,-278325,-288194,-298990,-310862,-323895,-338094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2216 64 4 80,1982,-507204,-497954,-479997,-454163,-425799,-397239,-370317,-345696,-323302,-303441,-286035,-270887,-258064,-247614,-239520,-233786,-230440,-229471,-230872,-234672,-240887,-249493,-260477,-273825,-289418,-307261,-327340,-349311,-372586,-397197,-422090,-446625,-469738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2138,-345500,-333120,-321442,-310560,-300441,-291156,-282596,-274806,-267751,-261452,-255984,-251180,-247152,-243864,-241371,-239627,-238681,-238512,-239147,-240563,-242774,-245785,-249608,-254270,-259782,-266138,-273241,-281325,-290302,-300168,-311036,-322881,-335766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2205 64 4 80,2564,-519072,-518056,-517694,-516130,-512023,-501642,-478037,-443196,-405546,-370720,-340115,-313508,-290904,-272074,-257047,-245943,-238398,-234623,-234621,-238434,-246054,-257475,-272671,-291546,-313604,-338901,-366975,-397388,-428757,-458917,-485176,-502371,-511731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,220,-235408,-235336,-235274,-235212,-235154,-235109,-235064,-235030,-235003,-234979,-234957,-234948,-234944,-234946,-234959,-234984,-235014,-235057,-235100,-235162,-235235,-235315,-235404,-235506,-235623,-235752,-235887,-236039,-236202,-236391,-236585,-236790,-237019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 267 64 4 80,2592,-517978,-518082,-517570,-515604,-511151,-499495,-471748,-434238,-396738,-362278,-332158,-306164,-284220,-266130,-251860,-241483,-234906,-232166,-233111,-237762,-246113,-258108,-273734,-292846,-315060,-340744,-369180,-400098,-431955,-462477,-487700,-503886,-512123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
