cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 0 9999 64 4 80,2316,-144271,-130172,-116868,-104363,-92651,-81753,-71487,-62054,-53477,-45773,-38903,-32906,-27753,-23532,-20106,-17562,-15874,-15072,-15163,-16156,-18047,-20826,-24481,-29045,-34546,-40974,-48338,-56743,-66132,-76494,-88041,-100699,-114623
RECAL 3 1 2386 64 4 80,1172,-105789,-95371,-85477,-76090,-67408,-59314,-51849,-45014,-38853,-33345,-28536,-24482,-21091,-18445,-16528,-15380,-14998,-15428,-16645,-18701,-21630,-25431,-30137,-35740,-42278,-49759,-58187,-67427,-77819,-89195,-101532,-114879,-129195
RECAL 3 0 9999 64 4 80,2402,-153716,-139262,-125637,-112893,-101000,-90019,-79826,-70488,-62059,-54426,-47606,-41673,-36588,-32332,-28927,-26382,-24685,-23874,-23945,-24907,-26784,-29576,-33294,-37952,-43479,-50044,-57588,-66168,-75810,-86532,-98350,-111429,-125663
RECAL 3 1 2472 64 4 80,2028,-260767,-251557,-238038,-220425,-200605,-181175,-159079,-137693,-117700,-99302,-82707,-67864,-54950,-44000,-35232,-28454,-23773,-21193,-20784,-22609,-26701,-33014,-41812,-53052,-66846,-83251,-102193,-123814,-148045,-174631,-199533,-223877,-243646
RECAL 3 0 9999 64 4 80,2418,-149542,-135858,-123094,-111219,-100350,-90252,-80943,-72483,-64842,-58026,-52012,-46811,-42349,-38667,-35814,-33737,-32491,-32032,-32397,-33544,-35500,-38286,-41897,-46342,-51639,-57790,-64821,-72766,-81534,-91156,-101708,-113270,-125905
RECAL 3 1 2486 64 4 80,2631,-270514,-270226,-268566,-265353,-258607,-244665,-223666,-197723,-171201,-143226,-117980,-95757,-76698,-60679,-47904,-38423,-31976,-28810,-29043,-32762,-40087,-51193,-66191,-85082,-107991,-135271,-167207,-200023,-233211,-257634,-266923,-269336,-270321
RECAL 3 0 9999 64 4 80,1043,-48466,-45963,-43556,-41320,-39194,-37216,-35367,-999999,-32157,-30774,-29553,-28489,-27604,-26876,-26306,-25913,-25680,-25631,-25754,-26066,-26553,-27213,-28064,-29093,-30306,-31716,-33318,-35125,-37112,-39318,-41738,-44350,-47194
RECAL 3 1 1110 64 4 80,2631,-270431,-269977,-268842,-265876,-259716,-246527,-225363,-198660,-171128,-142112,-115916,-92854,-72961,-56251,-42790,-32667,-25615,-21890,-21572,-24770,-31606,-42198,-56696,-75066,-97402,-124070,-155172,-188787,-222579,-250557,-264161,-268063,-269574
RECAL 3 0 9999 64 4 80,1011,-38545,-35935,-33438,-31108,-28937,-26902,-25003,-23281,-21698,-20272,-19018,-17917,-16969,-16198,-15589,-999999,-14904,-14846,-14956,-15267,-15746,-16426,-17298,-18370,-19632,-21097,-22782,-24659,-26732,-28995,-31475,-34166,-37085
RECAL 3 1 1078 64 4 80,2034,-252971,-239552,-222192,-202021,-182074,-159355,-137214,-116518,-97471,-80249,-64803,-51300,-999999,-30533,-23214,-17980,-14850,-13898,-15154,-18685,-24415,-32598,-43204,-56302,-71970,-90193,-110979,-134296,-160274,-186803,-211856,-234514,-250799
RECAL 3 0 9999 64 4 80,784,-27869,-26266,-24739,-23294,-21940,-20646,-999999,-18362,-17347,-16443,-15634,-14920,-14328,-13836,-13442,-13157,-12985,-12920,-12964,-13132,-13412,-13809,-14312,-14942,-15705,-16579,-17584,-18717,-19959,-21346,-22880,-24534,-26338
RECAL 3 1 852 64 4 80,1183,-104649,-94110,-84134,-74701,-65855,-57634,-50056,-43112,-36866,-31378,-26504,-22359,-18950,-16284,-14385,-13258,-12918,-13389,-14696,-16862,-19879,-23803,-28609,-34339,-40992,-48492,-57066,-66632,-77245,-88824,-101381,-114997,-129568
RECAL 3 0 9999 64 4 80,770,-24875,-23383,-21949,-20609,-19351,-18183,-17101,-16114,-15202,-14387,-13659,-13041,-12514,-12098,-11789,-11565,-11466,-11472,-11588,-11812,-12163,-12612,-13193,-13886,-14698,-15633,-16687,-17860,-19176,-20604,-22175,-23879,-25689
RECAL 3 1 836 64 4 80,-1263,-110688,-98990,-87967,-77594,-67927,-59110,-51031,-43671,-37077,-31235,-26134,-21802,-18266,-15423,-13350,-12026,-11457,-11632,-12561,-14228,-16641,-19857,-23831,-28563,-34048,-40298,-47287,-55000,-63322,-72485,-82383,-92989,-104318
RECAL 3 0 9999 64 4 80,860,-30588,-28672,-26888,-25221,-23648,-22189,-20827,-19593,-18473,-17462,-16558,-15785,-15118,-14582,-14173,-13898,-13745,-13712,-13824,-14068,-14464,-14983,-15670,-16500,-17462,-18582,-19850,-21285,-22878,-24621,-26546,-28632,-30880
RECAL 3 1 927 64 4 80,-2133,-228459,-209592,-189102,-167834,-145123,-123568,-103814,-85550,-69133,-54712,-42378,-32167,-24096,-18193,-14439,-12941,-13675,-16694,-22011,-29623,-39536,-51750,-66074,-82928,-102039,-123405,-146768,-171772,-194607,-217230,-236327,-250946,-260316
RECAL 3 0 9999 64 4 80,955,-43391,-41123,-39009,-36994,-35098,-33351,-999999,-30180,-28829,-27610,-26544,-25620,-24840,-24218,-23723,-23377,-23181,-23131,-23244,-23498,-23927,-24509,-25251,-26159,-27237,-28490,-29926,-31566,-33363,-999999,-37565,-39941,-42516
RECAL 3 1 1022 64 4 80,-2736,-263954,-255411,-239457,-216691,-189855,-161093,-131895,-105510,-82280,-62335,-45917,-33083,-23835,-18279,-16193,-17769,-23054,-32038,-44771,-61309,-81658,-105347,-132433,-162642,-192348,-220515,-243605,-258397,-265965,-269140,-270431,-271026,-271430
RECAL 3 0 9999 64 4 80,-2072,-94776,-85105,-76096,-67771,-60151,-53218,-46968,-41455,-36536,-32253,-28622,-25638,-23308,-21619,-20548,-20125,-999999,-21081,-22488,-24474,-27079,-30275,-34065,-38409,-43398,-48991,-55188,-61986,-69442,-77486,-86180,-95639,-105826
RECAL 3 1 -2011 64 4 80,-2762,-269024,-266123,-261399,-250399,-230865,-204590,-176894,-146583,-118995,-94660,-73642,-55882,-41528,-30743,-23564,-19985,-20071,-23845,-31290,-42238,-57089,-75789,-98277,-124593,-154492,-186084,-215885,-241941,-258250,-265966,-269129,-270382,-270804
RECAL 3 0 9999 64 4 80,-2097,-95072,-85360,-76304,-67954,-60328,-53292,-46939,-41287,-36337,-32048,-28434,-25516,-23266,-21692,-20743,-20471,-20847,-21879,-23546,-25861,-28820,-32390,-36543,-41322,-46721,-52759,-59414,-66707,-74672,-83191,-92431,-102363,-113016
RECAL 3 1 -2037 64 4 80,-2161,-226671,-206065,-184419,-160867,-137632,-116296,-96932,-79629,-64331,-51154,-40130,-31304,-24672,-20309,-18114,-18171,-20479,-25087,-31985,-41193,-52724,-66758,-83257,-102087,-123237,-146635,-171989,-195546,-218904,-238819,-253526,-262321,-266907
RECAL 3 0 9999 64 4 80,-2136,-93000,-82944,-73592,-64985,-57089,-49908,-43421,-37732,-32625,-28208,-24474,-21425,-19057,-999999,-16301,-15914,-16206,-17176,-18819,-21104,-24086,-27715,-32002,-36887,-42471,-48747,-55690,-63322,-71640,-80660,-90399,-100670,-999999
RECAL 3 1 -2076 64 4 80,-1317,-121393,-108911,-97057,-86000,-75670,-66153,-57447,-49564,-42518,-36327,-31024,-26449,-22689,-19746,-17640,-16365,-15921,-16291,-17488,-19485,-22292,-25892,-30317,-35542,-41581,-48421,-55989,-64434,-73687,-83734,-94517,-106091,-118376
RECAL 3 0 9999 64 4 80,-2135,-96288,-86225,-76866,-68203,-60274,-53028,-46580,-40711,-35521,-31011,-27166,-24003,-21485,-19620,-18424,-17857,-17971,-18744,-20174,-22265,-25001,-28388,-32366,-37050,-42358,-48333,-54996,-62298,-70307,-78954,-88325,-98189,-108812
RECAL 3 1 -2074 64 4 80,1126,-112151,-101806,-92004,-82737,-74003,-65866,-58319,-51480,-45119,-39393,-34292,-29846,-26063,-22960,-20527,-18818,-17825,-17546,-17994,-19174,-21105,-23822,-27302,-31514,-36594,-42486,-49238,-56835,-65291,-74630,-84859,-95998,-108153
RECAL 3 0 9999 64 4 80,-2034,-86558,-77559,-69248,-61555,-54568,-48208,-42573,-37530,-33073,-29217,-25939,-23265,-21141,-19643,-18699,-18326,-18515,-19268,-20586,-22486,-24916,-27944,-31576,-35763,-40524,-45878,-51798,-58321,-65418,-73002,-81305,-90220,-99736
RECAL 3 1 -1973 64 4 80,2001,-246023,-229804,-210403,-189262,-167720,-145052,-123965,-104714,-87376,-71854,-58231,-46594,-36999,-29272,-23551,-19864,-18299,-18862,-21634,-26647,-33909,-43431,-55297,-69561,-86207,-105243,-126783,-150749,-176471,-200426,-224308,-244274,-257284
RECAL 3 0 9999 64 4 80,-2029,-93589,-84852,-76716,-69209,-62390,-56250,-50679,-45694,-41260,-37406,-34104,-31366,-29204,-27546,-26449,-25897,-25883,-26424,-27485,-29099,-31265,-33983,-37262,-41082,-45473,-50392,-55876,-61908,-68435,-75589,-83348,-91674,-100594
RECAL 3 1 -1967 64 4 80,2611,-270100,-267736,-264007,-254917,-237966,-213345,-186171,-157821,-130653,-106603,-85714,-67889,-53029,-41359,-32918,-27703,-25785,-27237,-32122,-40518,-52342,-68068,-87714,-111243,-139095,-171390,-204006,-236532,-259069,-267184,-269363,-270030,-270755
RECAL 3 0 9999 64 4 80,2307,-105420,-95705,-86700,-78262,-70430,-63193,-56584,-50558,-999999,-40251,-36051,-32405,-29344,-26860,-24960,-23647,-22921,-22765,-23190,-24207,-25815,-28032,-30864,-34299,-38407,-43129,-48523,-54590,-61328,-68805,-76991,-85908,-95436
RECAL 3 1 2374 64 4 80,-2982,-268429,-267128,-264268,-253801,-227928,-193696,-159865,-128042,-101011,-78373,-59941,-45081,-33903,-26186,-21811,-20661,-22645,-27654,-35624,-46464,-60064,-76284,-94731,-115262,-137548,-161161,-184405,-206080,-227414,-245768,-259239,-266190,-269318
RECAL 3 0 9999 64 4 80,2260,-96810,-87418,-78533,-70211,-62425,-55264,-48687,-42693,-37300,-32483,-28228,-24622,-21548,-19056,-17137,-15801,-15046,-14891,-15338,-16379,-18008,-20242,-23088,-26534,-30617,-35317,-40656,-46576,-53229,-60585,-68686,-77503,-87116
RECAL 3 1 2327 64 4 80,-2339,-999999,-208343,-185807,-161256,-136828,-114393,-94274,-76436,-60864,-47780,-36797,-27966,-21290,-16689,-14119,-13531,-14879,-18133,-23264,-30238,-38976,-49443,-61494,-75110,-90043,-105922,-123020,-141026,-159556,-178482,-194865,-212115,-228470
RECAL 3 0 9999 64 4 80,2254,-92487,-83298,-74643,-66533,-59020,-52055,-45674,-39869,-34654,-30020,-25974,-22512,-19627,-17362,-15639,-14497,-13955,-13996,-14638,-15876,-17718,-20173,-23232,-26907,-31199,-36136,-41722,-47958,-54882,-62379,-70722,-79803,-89660
RECAL 3 1 2320 64 4 80,-1404,-76806,-67085,-58207,-50133,-42855,-36382,-30674,-25728,-21530,-18072,-15344,-13356,-12098,-11521,-11651,-12456,-13924,-16072,-18883,-22330,-26411,-31108,-36410,-42276,-48674,-55616,-63060,-71023,-79430,-88255,-97425,-107007,-116751
RECAL 3 0 9999 64 4 80,2365,-101983,-91536,-81560,-72237,-63558,-55538,-48165,-41463,-35412,-29958,-25145,-21001,-17509,-14656,-12466,-10913,-10005,-9752,-10142,-11198,-12910,-15292,-18366,-22121,-26582,-31759,-37634,-44215,-51590,-59729,-68695,-78495,-89171
RECAL 3 1 2433 64 4 80,1242,-86101,-76838,-68171,-60105,-52595,-45676,-39349,-33619,-28492,-23963,-20086,-16795,-14120,-12095,-10675,-9892,-9750,-10249,-11396,-13191,-15654,-999999,-22585,-27058,-32191,-37996,-44357,-51477,-59227,-67592,-76568,-86117,-96160
RECAL 3 0 9999 64 4 80,2365,-99900,-89730,-80016,-70963,-62536,-54782,-47646,-41161,-35300,-30039,-25387,-21375,-17980,-15220,-13082,-11571,-10677,-10407,-10757,-11751,-13375,-15644,-18592,-22197,-26456,-31431,-37051,-43380,-50459,-58269,-66879,-76304,-86558
RECAL 3 1 2433 64 4 80,2188,-225089,-207012,-187438,-166542,-144555,-123775,-104363,-86648,-70669,-56501,-44202,-33809,-25303,-18786,-14076,-11285,-10404,-11461,-14444,-999999,-26292,-35138,-45842,-58457,-72952,-89216,-107016,-126313,-146772,-167798,-187597,-206228,-224070
RECAL 3 0 9999 64 4 80,2371,-98585,-88928,-79854,-71429,-63619,-56415,-49842,-43835,-38420,-33589,-29358,-25700,-22633,-20147,-18264,-16944,-16232,-16082,-16520,-17558,-19204,-21459,-24310,-27805,-31923,-36668,-42058,-48104,-54859,-62306,-70499,-79429,-89034
RECAL 3 1 2438 64 4 80,2836,-266812,-262328,-253315,-999999,-213228,-186160,-157333,-129441,-104518,-82750,-64033,-48570,-35983,-26407,-19885,-16427,-16038,-18797,-24702,-33835,-46118,-61662,-80558,-102622,-127807,-155835,-184803,-210798,-234310,-251420,-261586,-267109,-269617
RECAL 3 0 9999 64 4 80,-534,-20773,-20503,-20252,-20020,-19806,-19611,-19438,-19277,-19149,-19028,-18922,-18832,-18767,-18717,-18675,-18651,-18645,-18654,-18673,-18707,-18759,-18817,-18894,-18981,-19078,-19187,-19313,-19449,-19588,-19739,-19902,-20077,-20255
RECAL 3 1 -470 64 4 80,2862,-270629,-269622,-267270,-263511,-254331,-237275,-212521,-184956,-155334,-127226,-102244,-80461,-61796,-46392,-34090,-24833,-18636,-15519,-15522,-18698,-25108,-34701,-47746,-64178,-84002,-107155,-133563,-162864,-191429,-218523,-240792,-255612,-263774
RECAL 3 0 9999 64 4 80,-518,-18937,-18655,-18392,-18139,-17916,-17711,-17530,-17373,-17230,-17114,-17004,-16917,-16838,-16792,-16760,-16739,-16741,-16758,-16790,-16839,-16890,-16960,-17047,-17148,-17261,-17384,-17520,-17674,-17824,-18000,-18181,-18377,-18575
RECAL 3 1 -456 64 4 80,2225,-259007,-249836,-236091,-218594,-198481,-178040,-154868,-132801,-112328,-93659,-76830,-61885,-48947,-37990,-28968,-21885,-16770,-13618,-12460,-13294,-16100,-20970,-27905,-36876,-47881,-60919,-75957,-92810,-111427,-131691,-153275,-175617,-195066
RECAL 3 0 9999 64 4 80,-536,-15330,-14968,-14629,-14328,-14049,-13797,-13574,-13369,-13188,-13025,-12891,-12787,-12689,-12623,-12567,-12539,-12525,-12531,-12557,-12605,-12659,-12735,-12825,-12934,-13058,-13193,-13344,-13515,-13696,-13890,-14099,-14314,-14548
RECAL 3 1 -471 64 4 80,1323,-87145,-77303,-68109,-59564,-51710,-44535,-38153,-32376,-27294,-22930,-19275,-16332,-14122,-12639,-11878,-11835,-12521,-13919,-16064,-18945,-22574,-26964,-32025,-37902,-44490,-51835,-59886,-68653,-78088,-88155,-98864,-110206,-122111
RECAL 3 0 9999 64 4 80,-943,-22414,-21090,-19882,-18776,-17758,-16844,-16020,-15284,-14641,-14089,-13621,-13238,-12942,-12718,-12580,-12513,-12525,-12612,-12782,-13020,-13328,-13710,-14160,-14691,-15287,-15946,-16680,-17469,-18321,-19242,-20219,-21272,-22381
RECAL 3 1 -882 64 4 80,-1325,-80553,-71066,-62301,-54286,-47049,-40512,-34677,-29522,-25052,-21245,-18095,-15596,-13760,-12530,-11918,-11915,-12496,-13673,-15430,-17754,-20647,-24112,-999999,-32681,-37750,-43344,-49440,-56011,-62963,-70456,-78348,-86608,-95207
RECAL 3 0 9999 64 4 80,-930,-25627,-24355,-23193,-22110,-21117,-20228,-19413,-18685,-18039,-17481,-16988,-16582,-16249,-15993,-15812,-15707,-15660,-15694,-15800,-15973,-16216,-16518,-16893,-17319,-17824,-18385,-18999,-19681,-20422,-21226,-999999,-22982,-23951
RECAL 3 1 -866 64 4 80,-2286,-204578,-182614,-157880,-134008,-112140,-92430,-74906,-59591,-46526,-35611,-26787,-20036,-15347,-12557,-11693,-12723,-15615,-20325,-26846,-35066,-44944,-56413,-69398,-83734,-99266,-115928,-133423,-151652,-170117,-187394,-204085,-220672,-235856
RECAL 3 0 9999 64 4 80,-814,-25433,-999999,-23719,-23007,-22330,-21730,-21178,-20686,-20242,-19846,-19519,-19239,-18998,-18802,-18657,-18556,-18514,-18504,-18539,-18618,-18746,-18903,-19115,-19359,-19637,-19964,-20325,-20733,-21158,-21638,-22148,-22688,-23267
RECAL 3 1 -747 64 4 80,-2945,-268955,-266871,-263856,-253462,-228452,-194959,-161431,-129500,-102207,-79145,-59908,-44393,-32532,-24107,-19012,-17152,-18446,-22746,-30078,-40335,-53371,-69046,-87155,-107368,-999999,-152868,-177292,-198830,-220797,-240157,-255362,-264407,-269061
RECAL 3 0 9999 64 4 80,-2626,-97724,-87507,-77898,-69089,-61025,-53765,-47246,-41462,-36410,-32085,-28467,-25559,-23321,-21763,-20859,-20641,-21078,-22160,-23910,-26301,-29348,-33080,-37455,-42483,-48167,-54604,-61742,-69627,-78236,-87569,-97609,-108517,-120260
RECAL 3 1 -2567 64 4 80,-2970,-269423,-269112,-268282,-263122,-243117,-209943,-176016,-142661,-113874,-89621,-69291,-52719,-39702,-30087,-23756,-20589,-20585,-23687,-29802,-38867,-50820,-65519,-82906,-102407,-124385,-148222,-173427,-196115,-218815,-239090,-254665,-263974,-268055
RECAL 3 0 9999 64 4 80,-2661,-108835,-97028,-86179,-76135,-66952,-58643,-51184,-44507,-38651,-33573,-29330,-25783,-22970,-20899,-19565,-18954,-19052,-999999,-21391,-23601,-26486,-30076,-34359,-39336,-45018,-51416,-58399,-66235,-74821,-84149,-94225,-105119,-116826
RECAL 3 1 -2600 64 4 80,-2329,-254222,-240168,-219365,-195117,-170990,-145763,-122891,-102762,-84789,-69097,-55636,-44366,-35243,-28166,-23125,-20042,-999999,-19731,-22455,-27064,-33492,-41751,-51747,-63314,-76640,-91457,-107617,-124998,-143435,-162597,-181780,-198536,-215796
RECAL 3 0 9999 64 4 80,-2672,-104205,-92311,-81361,-71319,-62098,-53700,-46158,-39419,-33506,-28406,-24085,-20530,-17759,-15761,-14461,-13907,-14074,-14964,-16592,-18930,-21985,-25720,-30157,-35310,-41171,-47741,-55072,-63139,-71948,-81407,-91770,-102931,-114929
RECAL 3 1 -2611 64 4 80,-1386,-96423,-85644,-75618,-66357,-57877,-50175,-43224,-37066,-31640,-26948,-22992,-19777,-17215,-15356,-14188,-13702,-13886,-14725,-16215,-18344,-21076,-24442,-28414,-32991,-38149,-43876,-50201,-56965,-64334,-72205,-80540,-89325,-98459
RECAL 3 0 9999 64 4 80,-2568,-95191,-84419,-74513,-65498,-57155,-49577,-42750,-36673,-31298,-26641,-22672,-19366,-16753,-14827,-13581,-12995,-13073,-13803,-15177,-17183,-19860,-23201,-27179,-31808,-37104,-43047,-49684,-56930,-64854,-73474,-82793,-92820,-103621
RECAL 3 1 -2506 64 4 80,1258,-92360,-82815,-73830,-65462,-57671,-50495,-43986,-38053,-32730,-28043,-23975,-20538,-17743,-15586,-14056,-13179,-12959,-999999,-14503,-16294,-18772,-21932,-25722,-30258,-35488,-41416,-48011,-55326,-63319,-71979,-81251,-91106,-101518
RECAL 3 0 9999 64 4 80,-2567,-92934,-82769,-73516,-64898,-57034,-49884,-43446,-37721,-32686,-28310,-24600,-21547,-19142,-17406,-16316,-15868,-16059,-16897,-18334,-20406,-23141,-26484,-30478,-35101,-40368,-46280,-52851,-60032,-67887,-76443,-85674,-95573,-106266
RECAL 3 1 -2506 64 4 80,2199,-214712,-193004,-171447,-148124,-126531,-106805,-89044,-73154,-59156,-47095,-36928,-28766,-22381,-17882,-15297,-14614,-15866,-19046,-24167,-31196,-40159,-51082,-63950,-78744,-95365,-113769,-133788,-154929,-177147,-196560,-215878,-232989,-246943
RECAL 3 0 9999 64 4 80,-2566,-94519,-84745,-75882,-67584,-59977,-53054,-46801,-41192,-36224,-31866,-28099,-24952,-22417,-20473,-19154,-18438,-18314,-18783,-19821,-21467,-23721,-26566,-30001,-34042,-38693,-43947,-49822,-56267,-63356,-71074,-79451,-88497,-98190
RECAL 3 1 -2503 64 4 80,2839,-269068,-267402,-263667,-254159,-234612,-206820,-177986,-147392,-120089,-96305,-75853,-58770,-44574,-33440,-25364,-20287,-18259,-19292,-23427,-30643,-40986,-54543,-71390,-91457,-114775,-141456,-171029,-198791,-225681,-246570,-259167,-265395,-268589
RECAL 3 0 9999 64 4 80,2218,-137424,-123282,-110263,-98312,-87430,-77430,-68454,-60264,-52884,-46356,-40636,-999999,-31495,-28184,-25681,-23946,-22986,-22775,-23326,-24647,-26761,-29646,-33276,-37764,-43061,-49225,-56232,-64144,-72980,-82791,-93653,-105731,-118976
RECAL 3 1 2285 64 4 80,-2774,-999999,-243431,-223329,-197439,-169151,-138326,-110403,-85323,-63804,-46040,-31969,-21589,-14794,-11546,-11763,-15437,-22557,-33085,-47072,-64498,-85430,-109752,-137067,-167977,-197485,-225330,-246256,-259252,-265558,-268861,-270132,-270975,-271594
RECAL 3 0 9999 64 4 80,2163,-126678,-112976,-100203,-88368,-77476,-67274,-57958,-49480,-41804,-34967,-28918,-23674,-19157,-15439,-12528,-10426,-9131,-8636,-8960,-10084,-12006,-14745,-18352,-22803,-28131,-34353,-41497,-49590,-58548,-68477,-79452,-91512,-104717
RECAL 3 1 2232 64 4 80,-2172,-217008,-197391,-177492,-154321,-131600,-110057,-90112,-71936,-55986,-42245,-30743,-21492,-14508,-9755,-7209,-6857,-8641,-12585,-18661,-26869,-37182,-49639,-64183,-80791,-99557,-120285,-142790,-166603,-188911,-209994,-228759,-244018,-255135
RECAL 3 0 9999 64 4 80,2216,-134120,-119416,-105619,-92722,-80753,-69679,-59626,-50359,-41963,-34441,-27794,-22018,-17112,-13092,-9941,-7691,-6293,-5755,-6077,-7268,-9332,-12296,-16090,-20844,-26534,-33185,-40790,-49409,-59057,-69828,-81752,-95030,-109657
RECAL 3 1 2285 64 4 80,-1301,-110435,-98463,-87090,-76295,-66176,-56785,-48297,-40459,-33384,-27123,-21650,-16999,-13160,-10118,-7886,-6429,-5747,-5823,-6648,-8228,-10535,-13586,-17303,-21794,-27008,-32935,-39562,-46894,-54930,-63657,-73111,-83277,-94033
RECAL 3 0 9999 64 4 80,2193,-126884,-113030,-100051,-87919,-76560,-65936,-56214,-47369,-39409,-32331,-26119,-20769,-16351,-12727,-9941,-8015,-6943,-6744,-7429,-8997,-11432,-14714,-18904,-23990,-29996,-36978,-44901,-53865,-63743,-74820,-87068,-100492,-115238
RECAL 3 1 2260 64 4 80,1182,-94566,-84644,-75152,-66152,-57654,-49733,-42408,-35723,-29661,-24343,-19658,-15663,-12394,-9836,-8035,-6986,-6708,-7236,-8567,-10709,-13678,-17493,-22160,-27688,-34067,-41207,-49377,-58469,-68524,-79509,-91391,-104150,-117811
RECAL 3 0 9999 64 4 80,2170,-122905,-109660,-97378,-85791,-74997,-65032,-55879,-47556,-40074,-33387,-27470,-22342,-18027,-14559,-11929,-10111,-9135,-8987,-9649,-11167,-13524,-16750,-20845,-999999,-31769,-38606,-46340,-54994,-64644,-75340,-87152,-100097,-114290
RECAL 3 1 2237 64 4 80,2051,-231976,-214865,-196530,-178864,-158492,-138513,-119152,-100695,-83554,-67765,-53537,-41092,-30541,-21992,-15493,-11118,-8928,-8895,-11100,-15589,-22435,-31689,-43390,-57598,-74530,-94102,-116243,-140907,-167532,-192541,-215909,-235166,-248800
RECAL 3 0 9999 64 4 80,2162,-121221,-108505,-96670,-85727,-75630,-66233,-57631,-49824,-42796,-36557,-31068,-26340,-22339,-19098,-16635,-14950,-14056,-13947,-14618,-16083,-18314,-21364,-25229,-29939,-35514,-999999,-49280,-57540,-66680,-76765,-87852,-99973,-113285
RECAL 3 1 2229 64 4 80,2662,-269057,-265394,-256762,-240484,-219552,-196514,-173553,-148502,-124042,-101098,-80095,-61413,-45550,-32682,-23006,-16699,-13847,-14489,-18738,-26686,-38444,-54163,-74124,-98073,-127054,-161260,-197339,-232727,-256365,-264799,-267154,-268697,-269901
RECAL 3 0 9999 64 4 80,104,-17537,-17512,-17494,-17469,-17451,-17431,-17413,-17390,-17386,-17365,-17349,-17334,-17323,-17319,-17317,-17312,-17313,-17313,-17327,-17333,-17347,-17370,-17394,-17418,-17450,-17484,-17525,-17572,-17633,-17685,-17748,-17820,-17896
RECAL 3 1 165 64 4 80,2644,-270391,-269443,-265977,-258499,-243285,-222686,-199093,-175808,-149658,-124783,-101644,-80990,-62319,-46412,-33460,-23722,-17287,-14299,-14838,-19028,-26862,-38487,-54075,-73891,-98012,-126894,-160926,-196147,-231006,-254484,-263511,-266363,-268548
RECAL 3 0 9999 64 4 80,230,-11124,-11030,-10936,-10851,-10768,-10691,-10618,-10555,-10488,-10433,-10388,-10351,-10317,-10299,-10282,-10279,-10286,-10303,-10329,-10368,-10413,-10475,-10555,-10638,-10744,-10861,-10991,-11140,-11304,-11481,-11677,-11892,-12119
RECAL 3 1 290 64 4 80,2030,-245328,-229823,-212211,-193574,-175720,-155718,-135942,-116834,-98647,-81655,-65973,-51884,-39562,-29187,-20829,-14517,-10305,-8245,-8375,-10736,-15379,-22229,-31508,-43185,-57334,-74057,-93283,-115006,-139154,-165451,-190451,-213848,-233578
RECAL 3 0 9999 64 4 80,358,-10494,-10236,-9984,-9747,-9535,-9326,-9149,-8986,-8832,-8695,-8583,-8486,-8406,-8350,-8309,-8300,-8306,-8342,-8397,-8483,-8594,-8732,-8894,-9081,-9291,-9544,-9828,-10140,-10486,-10871,-11283,-11736,-12209
RECAL 3 1 418 64 4 80,1156,-88736,-79289,-70275,-61719,-53718,-46288,-39433,-33210,-27680,-22809,-18606,-15081,-12290,-10193,-8825,-8195,-8299,-9168,-10790,-13203,-16407,-20421,-25247,-30927,-37507,-44913,-53216,-62396,-72446,-83338,-95033,-107330,-120646
RECAL 3 0 9999 64 4 80,508,-10809,-10251,-9719,-9212,-8749,-8312,-7909,-7538,-7210,-6915,-6659,-6437,-6260,-6125,-6036,-5990,-5989,-6030,-6120,-6251,-6436,-6671,-6958,-7303,-7690,-8143,-8644,-9188,-9809,-10479,-11215,-12012,-12859
RECAL 3 1 570 64 4 80,-1328,-111575,-99360,-87770,-76799,-66516,-56897,-48065,-40070,-32898,-26568,-21075,-16458,-12690,-9800,-7701,-6424,-5980,-6352,-7540,-9530,-12323,-999999,-20156,-25229,-31054,-37608,-44889,-52929,-61706,-71045,-81192,-92001,-103379
RECAL 3 0 9999 64 4 80,202,-7713,-7623,-7545,-7465,-7392,-999999,-7252,-7194,-7143,-7091,-7051,-7008,-6980,-6957,-6941,-6937,-6935,-6946,-6956,-6981,-7020,-7051,-7113,-7174,-7250,-7338,-7436,-7550,-7677,-7809,-7963,-8128,-8300
RECAL 3 1 264 64 4 80,-2194,-245168,-229118,-210144,-189806,-168717,-145875,-123435,-102329,-82924,-65425,-50139,-37112,-26414,-18085,-12112,-8391,-6925,-7691,-10658,-15811,-23178,-32530,-44187,-57997,-73918,-91911,-111870,-133730,-157213,-181358,-202654,-223166,-239997
RECAL 3 0 9999 64 4 80,537,-21645,-21157,-20713,-20301,-19912,-19558,-19230,-18937,-18682,-18460,-18268,-18111,-17993,-17911,-17872,-17866,-17898,-17968,-18095,-18255,-18458,-18698,-18984,-19318,-19694,-20124,-20591,-21116,-21707,-22334,-23013,-23752,-24531
RECAL 3 1 596 64 4 80,-2796,-269848,-267962,-263934,-256018,-242257,-221207,-194295,-165302,-134951,-107547,-83688,-63403,-47129,-34356,-25258,-19776,-17812,-19322,-24265,-32609,-44471,-59825,-78720,-101061,-126972,-156396,-187046,-216128,-240666,-256845,-264360,-268086,-269796
