cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 1 2095 64 4 80,-1286,-205584,-194663,-184983,-175975,-166774,-158522,-151056,-144493,-138705,-133717,-129575,-126190,-123566,-121767,-120733,-120469,-120974,-122260,-124250,-127036,-130537,-134747,-139687,-145314,-151570,-158526,-166156,-174416,-182739,-191010,-200390,-210318,-220352
RECAL 3 0 9999 64 4 80,2041,-209346,-198800,-189133,-180741,-172103,-163906,-999999,-149760,-143741,-138388,-133720,-129754,-126477,-123836,-121918,-120667,-120077,-120168,-120951,-122414,-124580,-127492,-131066,-135340,-140373,-146129,-152638,-159992,-168085,-177058,-185687,-195400,-206162
RECAL 3 1 2106 64 4 80,1198,-209131,-198735,-189013,-180496,-171525,-163205,-155484,-148524,-142311,-136817,-132072,-128120,-124899,-122481,-120869,-120038,-120027,-120824,-122434,-124911,-128274,-132424,-137476,-143412,-150192,-157884,-166381,-175850,-185129,-195180,-206450,-218193,-230040
RECAL 3 0 9999 64 4 80,2141,-216035,-204812,-194245,-184958,-176425,-167743,-159905,-152805,-146511,-140952,-136062,-131912,-128486,-125792,-123772,-122518,-122033,-122270,-123215,-124943,-127419,-130643,-134608,-139354,-144888,-151135,-158250,-166215,-175125,-184034,-193563,-204550,-216335
RECAL 3 1 2206 64 4 80,2053,-282836,-281417,-278841,-274651,-266552,-252973,-235524,-217337,-199365,-183581,-168928,-155668,-144620,-135658,-128880,-124311,-121992,-121955,-124219,-128892,-135876,-145293,-157104,-171335,-186804,-204516,-224096,-243818,-260895,-271843,-277606,-280824,-282551
RECAL 3 0 9999 64 4 80,2153,-212351,-201801,-192109,-183715,-175771,-167841,-160780,-154325,-148668,-143678,-139389,-135797,-132874,-130656,-129133,-128302,-128159,-128723,-129960,-131900,-134565,-137947,-142018,-146816,-152354,-158724,-165868,-173838,-182231,-190720,-200681,-211736,-223315
RECAL 3 1 2216 64 4 80,2650,-284285,-284140,-284067,-283584,-282242,-280893,-276639,-267305,-249094,-226153,-203527,-183789,-166334,-151679,-140424,-132517,-128081,-127150,-129790,-136107,-146318,-160447,-178726,-199147,-223980,-249743,-269264,-278237,-281777,-283086,-283778,-284009,-283942
RECAL 3 0 9999 64 4 80,-462,-132296,-132116,-131929,-131795,-131669,-131569,-131478,-131416,-131370,-131338,-131333,-131336,-131379,-131398,-131475,-131557,-131619,-131698,-131798,-131915,-132051,-132211,-132370,-132534,-132721,-132916,-133114,-133333,-133569,-133790,-134040,-134281,-134561
RECAL 3 1 -422 64 4 80,2661,-284175,-284115,-283949,-283991,-283163,-281371,-278157,-270172,-253401,-230692,-207789,-187375,-170342,-155441,-144026,-135957,-131316,-130209,-132718,-138963,-149022,-163083,-180983,-201164,-225753,-250891,-270104,-278388,-281939,-283358,-283775,-284247,-284051
RECAL 3 0 9999 64 4 80,-513,-128996,-128635,-128296,-127992,-127719,-127486,-127292,-127102,-126940,-126831,-126738,-126653,-126601,-126589,-126586,-126603,-126670,-126748,-126837,-126943,-127082,-127249,-127408,-127621,-127817,-128038,-128278,-128543,-128827,-129111,-129402,-129722,-130063
RECAL 3 1 -460 64 4 80,2069,-282460,-281357,-278855,-273906,-264745,-249845,-232195,-213791,-196375,-181475,-167262,-155098,-144963,-137012,-131300,-127795,-126589,-127674,-131119,-136873,-145046,-155626,-168704,-183683,-200209,-219427,-239056,-257391,-270151,-277046,-280476,-281977,-283191
RECAL 3 0 9999 64 4 80,-878,-132219,-130761,-129407,-128176,-127056,-126060,-125163,-124383,-123718,-123150,-122720,-122393,-122183,-122043,-122015,-122084,-122251,-122498,-122852,-123305,-123842,-124494,-125210,-126017,-126904,-127856,-128922,-130032,-131198,-132475,-133809,-135229,-136717
RECAL 3 1 -823 64 4 80,1223,-214411,-203603,-193318,-184227,-175568,-166824,-158852,-151690,-999999,-139587,-134671,-130552,-127192,-124645,-122925,-122068,-122026,-122809,-124483,-127048,-130469,-134749,-139917,-146022,-153045,-161051,-169970,-179708,-189155,-200172,-211895,-224004,-236338
RECAL 3 0 9999 64 4 80,-879,-129922,-128754,-127691,-126769,-125965,-125252,-124649,-124188,-123832,-123580,-123441,-123406,-123469,-123643,-123914,-124296,-124758,-125325,-125990,-126741,-127572,-999999,-129491,-130578,-131741,-133001,-134328,-135755,-137205,-138764,-140398,-142111,-143888
RECAL 3 1 -836 64 4 80,-1238,-196514,-186933,-178478,-169676,-161652,-154278,-147837,-142089,-137080,-132815,-129325,-126560,-124458,-123138,-122518,-122604,-123400,-124866,-127054,-129905,-133434,-137638,-142469,-147973,-154070,-160863,-168242,-176266,-184073,-192094,-201240,-210763,-220554
RECAL 3 0 9999 64 4 80,-773,-131366,-130477,-129681,-128963,-128325,-127754,-127292,-126890,-126566,-999999,-126116,-126045,-126003,-126049,-126151,-126323,-126579,-126890,-127244,-127672,-128166,-128725,-129343,-130011,-130741,-131520,-132322,-133206,-134152,-135131,-136169,-137242,-138369
RECAL 3 1 -725 64 4 80,-2137,-281091,-277726,-271748,-259810,-242080,-222657,-203641,-186763,-171979,-158346,-147038,-138000,-131204,-126608,-124200,-123996,-125966,-130055,-999999,-144575,-154967,-167459,-181763,-196399,-213449,-231171,-248187,-262545,-271778,-999999,-280122,-281971,-283023
RECAL 3 0 9999 64 4 80,-651,-137885,-137464,-137131,-136837,-136615,-136406,-136241,-136137,-136067,-136039,-136073,-136134,-136224,-136353,-136545,-136774,-137014,-137296,-137630,-137978,-138384,-138805,-139250,-139725,-140250,-140790,-141364,-141951,-142569,-143220,-143902,-144594,-145315
RECAL 3 1 -615 64 4 80,-2748,-283676,-283815,-282785,-281683,-277402,-266288,-245333,-220504,-197100,-178075,-161000,-147712,-138123,-132151,-129861,-131140,-135917,-144231,-155981,-171134,-188219,-208343,-230371,-251766,-267764,-276277,-280285,-282642,-283503,-283909,-283858,-284265,-284035
RECAL 3 0 9999 64 4 80,-2356,-214935,-204090,-194186,-185566,-177957,-170230,-163484,-157554,-152516,-148294,-144845,-142181,-140333,-139279,-138990,-139459,-140739,-142752,-145558,-149115,-153464,-158633,-164602,-171377,-178969,-186386,-194947,-204584,-214952,-226128,-237348,-248659,-259305
RECAL 3 1 -2301 64 4 80,-2774,-284140,-283937,-283907,-282249,-278083,-267004,-245635,-220458,-197298,-178747,-162154,-149338,-140198,-134602,-132552,-133985,-138910,-147251,-159068,-174315,-191213,-211777,-233892,-255234,-270606,-277842,-281577,-282844,-283451,-284253,-284285,-284355,-284574
RECAL 3 0 9999 64 4 80,-2384,-215278,-203673,-192928,-183815,-175244,-167048,-159690,-153263,-147782,-143164,-139439,-136566,-134569,-133443,-133165,-133744,-135134,-137374,-140460,-144339,-149057,-154514,-160923,-168131,-176312,-184444,-193361,-203551,-214653,-226357,-238300,-250225,-261074
RECAL 3 1 -2329 64 4 80,-2174,-282471,-279659,-274835,-264952,-248130,-228843,-209917,-192626,-178408,-164806,-153509,-144541,-137783,-133298,-131053,-131019,-133188,-137612,-144251,-153039,-164030,-177217,-190737,-206924,-224543,-242037,-257991,-269409,-275926,-279828,-281984,-282733,-283270
RECAL 3 0 9999 64 4 80,-2420,-209850,-197839,-187137,-177920,-168505,-160175,-152770,-146345,-140872,-136323,-132685,-130003,-128174,-127264,-127241,-128086,-129828,-132451,-135984,-140384,-145661,-151809,-158874,-166814,-175739,-184631,-194341,-205449,-217308,-229620,-242090,-254099,-264373
RECAL 3 1 -2366 64 4 80,-1305,-211236,-200147,-189937,-181201,-172318,-164012,-156538,-150005,-144257,-139305,-135174,-131861,-129366,-127641,-126699,-126545,-127150,-128535,-130691,-133595,-137280,-141722,-146912,-152771,-159448,-166819,-174936,-183078,-191392,-200886,-210873,-221207,-231622
RECAL 3 0 9999 64 4 80,-2415,-220294,-207921,-196612,-186573,-177908,-169085,-161243,-154349,-148490,-143571,-139495,-136356,-134119,-132739,-132232,-132633,-133903,-136040,-139066,-142945,-147710,-153322,-159791,-167198,-175475,-183900,-192964,-203451,-214604,-226451,-238577,-250383,-261312
RECAL 3 1 -2359 64 4 80,1158,-214502,-204727,-195547,-187132,-179845,-172210,-165147,-158717,-152979,-147897,-143501,-139817,-136824,-134571,-133058,-132283,-132256,-132992,-134503,-136794,-139888,-143759,-148434,-153899,-160206,-167319,-175370,-183551,-192155,-202108,-212859,-223862,-235261
RECAL 3 0 9999 64 4 80,-2322,-201902,-191468,-182673,-174129,-165940,-158754,-152366,-146834,-142101,-138189,-135061,-132742,-131213,-130473,-130474,-131284,-132858,-135218,-138350,-142274,-146941,-152296,-158562,-165627,-173512,-181864,-190212,-200071,-210810,-222179,-233750,-245544,-256423
RECAL 3 1 -2268 64 4 80,2029,-282561,-281009,-277984,-272456,-261734,-245467,-227475,-209560,-193045,-179406,-166294,-155078,-145996,-138960,-133968,-131089,-130370,-131821,-135534,-141536,-149883,-160458,-173601,-187752,-204510,-223257,-242440,-259960,-271550,-277772,-280687,-282089,-282991
RECAL 3 0 9999 64 4 80,-2322,-215047,-204484,-194883,-186319,-178971,-171548,-164824,-158907,-153737,-149366,-145723,-142816,-140672,-139226,-138524,-138547,-139321,-140781,-142987,-145940,-149587,-153952,-159119,-165045,-171738,-179201,-186462,-194858,-204338,-214520,-225371,-236477,-247559
RECAL 3 1 -2264 64 4 80,2630,-284227,-284280,-284294,-283765,-283270,-282260,-278585,-270905,-254617,-232215,-210030,-190261,-174402,-160348,-149643,-142381,-138396,-137865,-140801,-147302,-157415,-171229,-187612,-208012,-231455,-254895,-271793,-279363,-282274,-283119,-283578,-284086,-284380
RECAL 3 0 9999 64 4 80,2573,-237507,-227015,-216671,-206760,-197352,-188819,-181496,-174088,-167064,-160704,-155048,-150189,-146056,-142670,-139949,-137983,-136770,-136348,-136670,-137761,-139685,-142436,-145998,-150426,-155694,-161908,-169001,-177061,-185008,-193844,-204091,-215285,-226974
RECAL 3 1 2641 64 4 80,-2915,-283471,-282580,-280558,-276426,-267235,-250141,-228806,-207370,-188012,-171925,-157344,-145907,-137565,-132421,-130449,-131680,-136135,-143831,-154591,-168658,-999999,-203707,-225195,-246907,-265070,-275402,-279929,-282084,-283249,-283798,-283912,-284205,-284260
RECAL 3 0 9999 64 4 80,2603,-237288,-226588,-215645,-205255,-195323,-186321,-178450,-170108,-162446,-155521,-149386,-144022,-139379,-135514,-132389,-130116,-128671,-128037,-128272,-129359,-131335,-134191,-137906,-142568,-148182,-154737,-162320,-170822,-180243,-189467,-200331,-212233,-224675
RECAL 3 1 2672 64 4 80,-2272,-278731,-273771,-264764,-250698,-233803,-216278,-199487,-184667,-171239,-159076,-148689,-140305,-133843,-129389,-126937,-126462,-127999,-131489,-136932,-144350,-153711,-165042,-178315,-191815,-207936,-224966,-242373,-258205,-269787,-276107,-279905,-282084,-282451
RECAL 3 0 9999 64 4 80,2534,-231965,-999999,-210349,-200018,-190310,-181918,-173351,-165200,-157651,-150853,-144830,-999999,-135005,-131259,-128310,-126147,-124760,-124190,-124436,-125533,-127443,-130181,-133768,-138201,-143532,-149725,-156868,-164947,-174007,-183375,-193131,-204563,-216859
RECAL 3 1 2603 64 4 80,-1347,-202588,-192765,-183986,-175707,-167286,-159766,-152831,-146745,-141348,-136689,-132798,-129603,-127118,-125330,-124239,-123857,-124159,-125126,-126808,-129119,-132107,-135749,-140072,-999999,-150573,-156798,-163716,-171237,-179312,-186944,-195527,-204865,-214606
RECAL 3 0 9999 64 4 80,2476,-227758,-217184,-207086,-197317,-188340,-180613,-172529,-164799,-157813,-151502,-145921,-141023,-136796,-133292,-130508,-128491,-127230,-126726,-127015,-128100,-129979,-132644,-136191,-140607,-145854,-151957,-159006,-166962,-175833,-184731,-194399,-205380,-217052
RECAL 3 1 2544 64 4 80,1241,-207707,-198159,-189366,-181696,-173881,-166309,-159350,-153061,-147453,-142487,-138228,-134592,-131627,-129361,-127777,-126887,-126723,-127224,-128490,-130515,-133226,-136705,-140932,-145927,-151636,-158152,-165331,-173391,-181814,-190093,-199707,-210098,-220768
RECAL 3 0 9999 64 4 80,2447,-225336,-214998,-205047,-195531,-186832,-179259,-171268,-163886,-157162,-151094,-145708,-140998,-136914,-133596,-130937,-128990,-127739,-127205,-127426,-128390,-130109,-132596,-135911,-140027,-144964,-150726,-157322,-164821,-173229,-182059,-190998,-201600,-213006
RECAL 3 1 2516 64 4 80,2155,-282350,-280613,-277209,-271269,-260168,-244669,-227371,-209974,-193742,-180093,-166813,-155301,-145806,-138215,-132548,-128880,-127188,-127520,-129857,-134229,-140625,-149012,-159299,-171657,-185124,-200122,-217050,-234445,-251204,-264782,-273368,-278180,-280576
RECAL 3 0 9999 64 4 80,2502,-230570,-220450,-210356,-200770,-191783,-183895,-176435,-168792,-161857,-999999,-150016,-145129,-140937,-137459,-134675,-132611,-131294,-130703,-130839,-999999,-133431,-135897,-139147,-143193,-148000,-153629,-160107,-167353,-175612,-183883,-192734,-202762,-213750
RECAL 3 1 2571 64 4 80,2798,-284273,-284036,-283943,-283686,-282612,-280353,-275739,-265050,-246052,-999999,-202383,-183869,-167486,-153574,-142758,-135101,-130624,-129344,-131208,-136288,-144592,-155919,-170583,-187113,-206545,-228073,-249364,-266442,-275770,-280188,-282575,-283578,-284141
RECAL 3 0 9999 64 4 80,859,-142978,-141949,-140976,-140069,-139210,-138427,-137697,-137045,-136461,-135958,-135556,-135177,-134890,-134683,-134566,-134516,-134590,-134686,-134890,-135210,-135573,-136062,-136609,-137252,-138019,-138865,-139811,-140844,-142000,-143231,-144575,-146023,-147583
RECAL 3 1 919 64 4 80,2801,-284260,-284160,-283927,-283870,-282802,-280874,-276415,-266717,-248881,-227252,-205945,-187149,-171373,-157422,-146617,-138978,-134499,-133186,-135037,-140091,-148197,-159554,-174087,-190041,-209477,-230625,-251397,-267621,-276149,-280498,-282446,-283431,-283562
RECAL 3 0 9999 64 4 80,659,-135172,-134508,-133857,-133265,-132676,-132172,-131696,-131280,-130894,-130534,-130236,-129977,-129762,-129595,-129475,-129432,-129402,-129444,-129527,-129678,-129876,-130145,-130447,-130835,-131270,-131766,-132317,-132951,-133648,-134404,-135233,-136165,-137134
RECAL 3 1 722 64 4 80,2161,-282452,-280645,-277726,-271723,-261070,-245205,-227987,-210797,-194774,-181256,-168264,-156949,-147553,-140039,-134516,-130979,-129419,-129872,-132271,-136738,-143119,-151526,-161985,-174412,-187419,-202589,-219291,-236554,-252978,-265821,-273989,-278587,-280999
RECAL 3 0 9999 64 4 80,754,-137043,-136016,-135061,-134147,-133290,-132478,-131746,-131107,-130473,-129923,-129444,-129045,-128675,-128396,-128195,-128066,-127999,-128010,-128090,-128259,-128492,-128811,-129223,-129704,-130252,-130914,-131644,-132482,-133426,-134448,-135562,-136793,-138117
RECAL 3 1 820 64 4 80,1248,-205426,-196249,-187739,-180367,-172580,-165234,-158531,-152449,-147129,-142362,-138242,-134803,-132057,-130001,-128638,-999999,-127970,-128735,-130207,-132401,-135399,-139096,-143553,-148762,-154624,-161428,-168903,-177227,-185300,-194184,-204056,-214596,-225429
RECAL 3 0 9999 64 4 80,915,-141261,-139784,-138357,-137033,-135806,-134690,-133630,-132674,-131826,-131090,-130455,-129889,-129459,-129112,-128879,-128766,-128746,-128839,-129051,-129379,-129831,-130404,-131108,-131913,-132877,-133980,-135212,-136577,-138057,-139724,-141496,-143429,-145512
RECAL 3 1 977 64 4 80,-1340,-198302,-189090,-181245,-173113,-165427,-158475,-152235,-146736,-141978,-137907,-134541,-131858,-129876,-128563,-127940,-127991,-128711,-130114,-132142,-134854,-138225,-142250,-146917,-152189,-158167,-164813,-172084,-179824,-187195,-195609,-204706,-214264,-223909
RECAL 3 0 9999 64 4 80,1095,-148800,-146710,-144764,-142933,-141264,-139704,-138294,-136980,-135833,-134825,-133973,-133255,-132724,-132315,-132071,-131993,-132061,-132327,-132735,-133328,-134093,-135037,-136154,-137446,-138925,-140590,-142439,-144460,-146685,-149085,-151728,-154479,-157536
RECAL 3 1 1155 64 4 80,-2265,-277402,-271293,-260863,-245963,-229087,-212112,-196108,-182643,-169703,-158188,-148635,-140996,-135257,-131499,-129687,-129821,-131920,-135978,-141979,-149929,-159876,-171750,-184760,-199037,-215539,-232861,-249821,-264181,-273345,-278482,-281222,-282618,-283164
RECAL 3 0 9999 64 4 80,1038,-158670,-156838,-155078,-153505,-151989,-150613,-149304,-148150,-147107,-146196,-145392,-144676,-144120,-143691,-143350,-143144,-143092,-143155,-143360,-143695,-144175,-144785,-145573,-146472,-147544,-148788,-150204,-151722,-153469,-155312,-157370,-159624,-162046
RECAL 3 1 1102 64 4 80,-2910,-283568,-282554,-280390,-276012,-266680,-249581,-228793,-208186,-189768,-174488,-160543,-149750,-142096,-137529,-136134,-137946,-142953,-151111,-162524,-177179,-193300,-213132,-234773,-255565,-270623,-278045,-281018,-283087,-283656,-284009,-284054,-284135,-284161
RECAL 3 0 9999 64 4 80,-2235,-196702,-189830,-183872,-178327,-172625,-167394,-162786,-158656,-155037,-152006,-149447,-147405,-145863,-144824,-144301,-144294,-144793,-145833,-147332,-149343,-151894,-154956,-158607,-162714,-167392,-172666,-178389,-183985,-189978,-196870,-204330,-212187,-220478
RECAL 3 1 -2177 64 4 80,-2912,-283548,-283146,-281402,-277760,-269498,-254912,-234845,-214276,-195522,-180317,-166197,-154879,-146618,-141347,-139167,-140083,-144190,-151367,-161765,-175361,-190472,-209251,-230263,-251375,-267730,-277052,-280990,-282964,-283589,-284140,-283967,-284280,-284165
RECAL 3 0 9999 64 4 80,-2191,-186356,-180567,-174534,-168723,-163608,-158819,-154518,-150783,-147505,-144721,-142420,-140602,-139279,-138458,-138116,-138317,-139031,-140244,-141976,-144220,-146944,-150230,-153989,-158327,-163178,-168544,-174490,-180660,-186591,-193351,-200813,-208715,-217078
RECAL 3 1 -2135 64 4 80,-2270,-278260,-272979,-263752,-249206,-232895,-216506,-200908,-187042,-175394,-164106,-154718,-147217,-141574,-137813,-135990,-136107,-138153,-142093,-147936,-155714,-165501,-177225,-189264,-203822,-219728,-236538,-252748,-265906,-274369,-278815,-281412,-282446,-283327
RECAL 3 0 9999 64 4 80,-2272,-182402,-175684,-169002,-162955,-157435,-152448,-148019,-144123,-140782,-138000,-135714,-133973,-132802,-132154,-132069,-132532,-133560,-135114,-137225,-139873,-143069,-146811,-151065,-155890,-161309,-167154,-173648,-180468,-187019,-194480,-202749,-211432,-220569
RECAL 3 1 -2217 64 4 80,-1345,-200728,-191802,-183932,-176455,-168865,-162040,-155857,-150401,-145629,-999999,-138211,-135501,-133479,-132120,-131441,-131416,-132041,-133317,-135271,-137852,-141087,-144950,-149445,-154551,-160319,-166698,-173776,-181126,-188219,-196405,-205202,-214474,-223884
RECAL 3 0 9999 64 4 80,-2339,-190644,-183727,-177181,-170527,-164431,-158920,-153957,-149586,-145756,-142493,-139753,-137569,-135926,-134883,-134360,-134418,-135066,-136256,-138058,-140438,-143429,-147009,-151144,-155876,-161220,-167104,-173629,-180571,-187175,-194936,-203341,-212406,-221716
RECAL 3 1 -2282 64 4 80,1236,-216717,-207526,-198818,-190580,-183497,-176622,-169672,-163331,-157570,-152427,-147924,-144082,-140797,-138179,-136234,-134933,-134303,-134360,-999999,-136531,-138683,-141561,-145152,-149456,-154442,-160296,-166815,-174025,-181656,-189220,-198044,-207603,-217709
RECAL 3 0 9999 64 4 80,-2370,-196259,-188649,-182067,-175422,-168932,-163079,-157808,-153115,-148998,-145494,-142584,-140239,-999999,-137212,-136583,-136499,-137009,-138063,-139708,-141953,-144758,-148144,-152082,-156638,-161793,-167499,-173941,-180687,-187260,-194778,-203153,-211918,-221181
RECAL 3 1 -2312 64 4 80,2155,-283204,-281867,-279792,-275805,-268419,-256164,-240270,-223622,-207509,-192700,-180396,-168599,-158452,-150157,-143696,-139113,-136465,-135741,-136974,-140146,-145257,-152287,-161182,-172046,-184070,-197328,-212658,-228929,-245189,-259794,-270389,-276377,-279905
RECAL 3 0 9999 64 4 80,-2311,-195538,-188543,-182602,-176719,-170745,-165464,-160733,-156484,-152819,-149642,-147049,-144900,-143328,-142298,-141805,-141862,-142468,-143613,-145315,-147556,-150358,-153689,-157614,-162064,-167081,-172658,-178723,-184525,-190850,-198030,-205797,-214003,-222582
RECAL 3 1 -2253 64 4 80,2796,-283909,-283732,-284046,-283680,-283178,-282113,-279083,-272436,-258598,-238355,-217394,-197968,-182047,-167708,-155969,-147300,-141675,-139142,-139688,-143295,-149962,-159559,-172292,-186792,-204097,-223678,-243920,-261623,-273198,-278956,-281720,-283057,-283849
RECAL 3 0 9999 64 4 80,2189,-228168,-218924,-209522,-200495,-191879,-184254,-177064,-169606,-162749,-156453,-150747,-145709,-141207,-137388,-134168,-131566,-129611,-128284,-127635,-127634,-128279,-129652,-131689,-134456,-137930,-142132,-147059,-152702,-159146,-166243,-174254,-182615,-191092
RECAL 3 1 2263 64 4 80,-2887,-283432,-282680,-280784,-277407,-269689,-254288,-232708,-210042,-189033,-171135,-155044,-142350,-132773,-126488,-123449,-123712,-127332,-134255,-144385,-157892,-174852,-193195,-215188,-238515,-259838,-273175,-279048,-282099,-283346,-283923,-284185,-284111,-284366
RECAL 3 0 9999 64 4 80,2221,-229462,-219820,-210240,-200872,-192043,-184189,-176511,-168585,-161343,-154609,-148515,-143024,-138138,-133862,-130242,-127243,-124914,-123300,-122380,-122162,-122624,-123802,-125744,-128403,-131766,-135891,-140780,-146451,-152895,-160136,-168091,-176945,-185527
RECAL 3 1 2296 64 4 80,-2253,-274592,-267084,-254030,-237264,-219594,-201993,-185992,-171680,-158187,-146628,-137062,-129512,-123998,-120521,-119058,-119598,-122173,-126808,-133443,-142153,-152746,-165526,-180213,-195283,-213050,-231664,-249866,-264913,-274095,-279113,-281740,-282926,-283751
RECAL 3 0 9999 64 4 80,2262,-224412,-214339,-204414,-194761,-185912,-177768,-169219,-161247,-153900,-147227,-141196,-135853,-131138,-127083,-123685,-999999,-119072,-117832,-117300,-117498,-118422,-120056,-122426,-125589,-129446,-134062,-139433,-145504,-152425,-160181,-168726,-178192,-187215
RECAL 3 1 2335 64 4 80,-1343,-196222,-186584,-177928,-168817,-160496,-152865,-146021,-139847,-134442,-129816,-125903,-122659,-120172,-118410,-117335,-116973,-117299,-118319,-120025,-122438,-125565,-129345,-133777,-138912,-144699,-151228,-158397,-166296,-174880,-183374,-192028,-201845,-212035
RECAL 3 0 9999 64 4 80,2215,-223375,-213345,-203614,-194231,-185685,-177834,-169547,-161925,-154823,-148335,-142445,-137148,-132476,-128431,-125022,-122254,-120125,-118694,-117944,-117862,-118488,-119799,-121826,-124504,-127989,-132141,-137051,-142695,-149100,-156241,-164219,-172960,-182044
RECAL 3 1 2289 64 4 80,1226,-203612,-194010,-185275,-177282,-168781,-160974,-153786,-147285,-141394,-136121,-131504,-127534,-124198,-121566,-119635,-118388,-117828,-117977,-118851,-120436,-122766,-125901,-129760,-134397,-139841,-146061,-153057,-160869,-169513,-178916,-187750,-197997,-209066
RECAL 3 0 9999 64 4 80,2316,-225922,-215427,-205195,-195328,-186303,-178158,-169702,-161808,-154579,-148032,-142128,-136848,-132250,-128398,-125120,-122555,-120719,-119555,-119112,-119355,-120334,-122041,-124510,-127769,-131731,-136494,-142006,-148293,-155390,-163218,-171961,-181318,-190511
RECAL 3 1 2388 64 4 80,2133,-282154,-280413,-276165,-268637,-255806,-238703,-220762,-203104,-187062,-173017,-159555,-148141,-138456,-130712,-124834,-120977,-119093,-119205,-121333,-125521,-131792,-140173,-150603,-163160,-177731,-192549,-210069,-228343,-246561,-262483,-272486,-278122,-280884
RECAL 3 0 9999 64 4 80,2360,-239351,-228977,-218849,-208881,-199222,-190261,-182501,-174723,-167030,-160035,-153661,-147923,-142855,-138439,-134730,-131701,-129387,-127734,-126813,-126581,-127042,-128229,-130132,-132744,-136097,-140204,-145021,-150503,-156708,-163700,-171462,-179915,-187949
RECAL 3 1 2435 64 4 80,2761,-284305,-284267,-284375,-284220,-283353,-281844,-278092,-269555,-251844,-229159,-206353,-186248,-168964,-153669,-141627,-132479,-126507,-123642,-999999,-127672,-134534,-144611,-157991,-174809,-192973,-214591,-237428,-258600,-272635,-279053,-281682,-282970,-283490
RECAL 3 0 9999 64 4 80,533,-132810,-999999,-131722,-131204,-130690,-130214,-129753,-129325,-128904,-128520,-128142,-127803,-127509,-127210,-126948,-126715,-126501,-126342,-126175,-126057,-125954,-125907,-125867,-125886,-125929,-125989,-126108,-126262,-126457,-126668,-126929,-127255,-127588
RECAL 3 1 622 64 4 80,2743,-284220,-284465,-284161,-283868,-283096,-280772,-275116,-263105,-243068,-220357,-198653,-180613,-163812,-999999,-138746,-130773,-125853,-124016,-125347,-129822,-137465,-148284,-162341,-179465,-197742,-219387,-241601,-261640,-274006,-279828,-282032,-283127,-283642
RECAL 3 0 9999 64 4 80,246,-122478,-122305,-122137,-121966,-121786,-121607,-121445,-121275,-121106,-999999,-120816,-120674,-120536,-120387,-120271,-120145,-120037,-119919,-119817,-119736,-119654,-119574,-119507,-119462,-119420,-119366,-119345,-119316,-119315,-119317,-119343,-119369,-119413
RECAL 3 1 358 64 4 80,2109,-282332,-280677,-277479,-270944,-259650,-243407,-225484,-207671,-191157,-177153,-163372,-151395,-141303,-132974,-126550,-121985,-119335,-118602,-119786,-122918,-128048,-135104,-144125,-155067,-167953,-182421,-197640,-215183,-233496,-251058,-265467,-274269,-279017
RECAL 3 0 9999 64 4 80,-713,-127889,-126842,-125840,-124894,-124016,-123212,-122448,-121765,-121121,-120542,-120012,-119533,-119120,-118744,-118420,-118150,-117921,-117745,-117618,-117533,-117482,-117490,-117515,-117589,-117712,-117869,-118053,-118294,-118588,-118886,-119230,-119595,-120034
RECAL 3 1 -631 64 4 80,1190,-193693,-185425,-177784,-169705,-162148,-155122,-148732,-142945,-137645,-132959,-128875,-125373,-122475,-120249,-118668,-117741,-117459,-117845,-118909,-120638,-123060,-126227,-130053,-134532,-139783,-145763,-152462,-159925,-168097,-177068,-185667,-195184,-205706
RECAL 3 0 9999 64 4 80,-501,-123317,-122792,-122302,-121861,-121400,-120995,-120602,-120245,-119903,-119607,-119330,-119084,-118842,-118630,-118439,-118275,-118135,-118006,-117911,-117830,-117761,-117719,-117681,-117681,-117677,-117706,-117746,-117788,-117864,-117943,-118037,-118144,-118259
RECAL 3 1 -408 64 4 80,-1381,-204049,-193592,-184273,-175348,-166326,-158100,-150617,-143927,-137972,-132761,-128370,-124663,-121730,-119569,-118165,-117541,-117665,-118539,-120154,-122502,-125610,-129439,-133961,-139243,-145227,-151916,-159245,-167279,-176135,-184717,-193817,-203952,-214589
RECAL 3 0 9999 64 4 80,-691,-132458,-131504,-130625,-129793,-129033,-128280,-127628,-127019,-126461,-125957,-125495,-125058,-124678,-124359,-124075,-123841,-123650,-123498,-123387,-123308,-123285,-123293,-123353,-123427,-123558,-123715,-123911,-124155,-124406,-124694,-125020,-125399,-125814
RECAL 3 1 -610 64 4 80,-2277,-279354,-274773,-266943,-253411,-236602,-218689,-201341,-185742,-171806,-158732,-147768,-138596,-131424,-126279,-123156,-122147,-123222,-126447,-131702,-139013,-148432,-159982,-173685,-188026,-204891,-223369,-241862,-258777,-270842,-277325,-280783,-282350,-283232
RECAL 3 0 9999 64 4 80,-839,-141975,-140557,-139204,-137962,-136759,-135667,-134655,-133706,-132825,-132028,-131297,-130643,-130062,-129552,-129104,-128714,-128379,-128129,-127921,-127794,-127703,-127678,-127701,-127799,-127940,-999999,-128357,-128662,-129033,-129445,-129899,-130397,-130968
