cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 1 -755 64 4 80,-2903,-283666,-282772,-281287,-278321,-271362,-256824,-235915,-213194,-191833,-174003,-157460,-144225,-134203,-127529,-124167,-124165,-127510,-134209,-144302,-157805,-174851,-193452,-215716,-239618,-261005,-274313,-280108,-282490,-283554,-283805,-284074,-284074,-283824
RECAL 3 0 9999 64 4 80,-2524,-227192,-216700,-206544,-196797,-187940,-180270,-172329,-164952,-158441,-152606,-147507,-143167,-139628,-136848,-134839,-133636,-133203,-133512,-134624,-136444,-139047,-142402,-146499,-151337,-156850,-163193,-170275,-178104,-185734,-194232,-203838,-214206,-225140
RECAL 3 1 -2459 64 4 80,-2880,-283300,-282306,-280485,-275960,-266442,-248182,-226177,-204463,-185166,-168544,-154005,-142631,-134301,-129133,-127188,-128494,-133111,-140975,-152296,-167042,-184518,-999999,-227519,-250643,-268461,-277457,-281180,-283366,-283814,-284101,-284253,-283888,-284255
RECAL 3 0 9999 64 4 80,-2489,-216145,-205598,-195541,-186298,-178181,-169605,-161781,-154720,-148470,-142933,-138147,-134066,-130754,-128161,-126311,-125197,-124812,-125185,-126314,-128137,-130715,-133997,-138047,-142846,-148404,-154667,-161755,-169543,-178150,-186324,-195586,-205782,-216745
RECAL 3 1 -2425 64 4 80,-2250,-277697,-272340,-262029,-246924,-229510,-211989,-195437,-181337,-167570,-155461,-145297,-137018,-130729,-126329,-123842,-123363,-124866,-128394,-133922,-141398,-150992,-162699,-176479,-190624,-207462,-225868,-244176,-260491,-271973,-277735,-281055,-282652,-283377
RECAL 3 0 9999 64 4 80,-2455,-210361,-200197,-190596,-182315,-173911,-165718,-158348,-151610,-145554,-140181,-135491,-131513,-128224,-125658,-123746,-122584,-122158,-122445,-123462,-125194,-127688,-130837,-134664,-139234,-144518,-150506,-157210,-164624,-172775,-181356,-189672,-199277,-209678
RECAL 3 1 -2391 64 4 80,-1337,-195531,-186466,-178407,-169915,-162114,-154948,-148548,-142880,-137886,-133551,-129911,-126932,-124604,-122980,-122046,-121785,-122184,-123250,-125008,-127471,-130561,-134292,-138715,-143829,-149630,-156075,-163219,-170955,-179301,-187156,-196149,-205696,-215743
RECAL 3 0 9999 64 4 80,-2497,-213475,-203030,-193037,-184281,-175985,-167531,-159940,-152997,-146847,-141420,-136734,-132750,-129485,-126940,-125074,-123944,-123551,-123831,-124834,-126573,-128992,-132091,-135914,-140423,-145633,-151529,-158238,-165631,-173738,-182169,-190535,-200200,-210705
RECAL 3 1 -2433 64 4 80,1232,-197006,-188433,-181043,-173217,-165686,-158866,-152591,-146908,-141813,-137287,-133403,-130147,-127531,-125547,-124172,-123519,-123541,-124251,-125706,-127836,-130664,-134266,-138635,-143748,-149626,-156229,-163668,-171828,-180543,-188907,-198682,-209251,-220268
RECAL 3 0 9999 64 4 80,-2402,-205906,-196365,-187520,-179844,-171761,-164210,-157320,-151049,-145505,-140631,-136308,-132636,-129622,-127242,-125505,-124382,-123935,-124140,-124980,-126459,-128525,-131205,-134491,-138394,-142870,-147903,-153561,-159842,-166713,-174219,-181937,-189473,-198239
RECAL 3 1 -2337 64 4 80,2133,-282460,-280554,-276934,-269803,-257614,-241386,-224003,-206972,-191296,-178074,-164963,-153764,-144157,-136332,-130335,-126192,-123919,-123555,-125147,-128692,-134224,-141748,-151245,-162722,-176159,-189904,-205993,-223104,-240619,-256927,-269165,-276012,-280172
RECAL 3 0 9999 64 4 80,-2360,-211419,-202170,-193473,-185754,-178855,-171641,-165038,-159073,-153693,-148938,-144754,-141152,-138098,-135651,-133752,-132438,-131692,-131477,-131825,-132754,-134231,-136265,-138841,-142033,-145772,-150021,-154830,-160231,-166206,-172681,-179628,-186102,-193564
RECAL 3 1 -2293 64 4 80,2761,-284313,-284385,-284062,-283563,-283086,-281027,-276901,-266168,-247218,-225087,-203887,-185473,-169578,-155603,-144696,-136541,-131382,-129262,-999999,-134214,-141321,-151503,-164752,-180942,-198366,-219029,-240777,-260521,-273485,-279576,-282079,-283411,-284002
RECAL 3 0 9999 64 4 80,2251,-214948,-204990,-195456,-186649,-178895,-170619,-162829,-155659,-149174,-143325,-138116,-133551,-129654,-126400,-123793,-121860,-120589,-119974,-999999,-120766,-122195,-124286,-127089,-130563,-134679,-139526,-145073,-151342,-158392,-166206,-174789,-183573,-192728
RECAL 3 1 2321 64 4 80,-2866,-283909,-283417,-282599,-281098,-276647,-267293,-248727,-224860,-201037,-180705,-162020,-146595,-134555,-125997,-120633,-118620,-119878,-124364,-132082,-142954,-156838,-173842,-191952,-213035,-234762,-255055,-269244,-276752,-280608,-282593,-283393,-283711,-284472
RECAL 3 0 9999 64 4 80,2260,-209069,-198992,-189501,-181237,-172471,-164065,-156309,-149249,-142858,-137080,-131982,-127625,-123826,-120764,-118391,-116698,-115698,-115390,-115775,-116874,-118650,-121121,-124307,-128210,-132822,-138175,-144259,-151018,-158650,-167125,-176493,-185612,-195789
RECAL 3 1 2328 64 4 80,-2228,-277640,-272750,-263083,-248696,-231444,-213357,-195767,-180620,-165603,-152323,-141068,-131760,-124443,-119154,-115946,-114666,-115412,-118143,-122853,-129615,-138301,-148903,-161509,-176008,-190621,-207438,-225116,-242651,-258091,-269221,-275532,-279426,-281506
RECAL 3 0 9999 64 4 80,2280,-215960,-205334,-195039,-185795,-177237,-168269,-160134,-152486,-145578,-139306,-133719,-128826,-124584,-121057,-118237,-116148,-114733,-114012,-113978,-114639,-116006,-118080,-120825,-124328,-128602,-133562,-139307,-145801,-153074,-161257,-170235,-180102,-189709
RECAL 3 1 2350 64 4 80,-1303,-200790,-190857,-182190,-173250,-164581,-156617,-149406,-142801,-136851,-131623,-127050,-123120,-119928,-117431,-115570,-114400,-113906,-114089,-114923,-116425,-118581,-121401,-124824,-128976,-133693,-139081,-145087,-151673,-158886,-166708,-175133,-183348,-191675
RECAL 3 0 9999 64 4 80,2298,-219573,-208961,-198751,-189020,-180628,-171739,-163369,-155630,-148564,-142203,-136527,-131570,-127255,-123601,-120667,-118396,-116817,-115916,-115709,-116172,-117337,-119196,-121786,-125081,-129146,-133913,-139506,-145884,-153074,-161137,-170086,-179791,-189244
RECAL 3 1 2369 64 4 80,1267,-211049,-201007,-191414,-182928,-174503,-165916,-157987,-150742,-144106,-138133,-132803,-128212,-124204,-120955,-118451,-116698,-115701,-115477,-116048,-117411,-119547,-122540,-126430,-131120,-136655,-143073,-150360,-158550,-167432,-177298,-186734,-197342,-208961
RECAL 3 0 9999 64 4 80,2278,-210052,-199944,-190364,-182091,-173693,-165439,-157865,-151029,-144772,-139118,-134134,-129796,-126104,-123036,-120663,-118975,-117926,-117534,-117790,-118706,-120288,-122505,-125474,-129036,-133329,-138323,-144035,-150477,-157679,-165707,-174533,-183633,-193266
RECAL 3 1 2347 64 4 80,2156,-281816,-280257,-277453,-271681,-261874,-247382,-230186,-212543,-195488,-180815,-166401,-153550,-142574,-133441,-126132,-120795,-117530,-116306,-117194,-120229,-125506,-132860,-142643,-154645,-169103,-184974,-202608,-222381,-242243,-259861,-271544,-999999,-280544
RECAL 3 0 9999 64 4 80,2335,-213056,-202987,-193587,-185185,-177518,-169525,-162258,-155551,-149550,-144223,-139430,-135255,-131721,-128786,-126458,-124737,-123640,-123177,-123355,-124179,-125661,-127802,-130565,-133991,-138103,-142831,-148298,-154461,-161421,-169102,-177603,-185817,-195130
RECAL 3 1 2404 64 4 80,2783,-284146,-284134,-283738,-283163,-282028,-279564,-274610,-263609,-244757,-222871,-201102,-182375,-165050,-150215,-138309,-129277,-123134,-120018,-120007,-123219,-129811,-139795,-153326,-170653,-190239,-213510,-239224,-262769,-275843,-280898,-282642,-283725,-283638
RECAL 3 0 9999 64 4 80,360,-126975,-126760,-126546,-126358,-126164,-125982,-125816,-125651,-125508,-125352,-125214,-125103,-125012,-124912,-124832,-124782,-124731,-124704,-124672,-124679,-124680,-124700,-124746,-124807,-124895,-124991,-125108,-125233,-125374,-125570,-999999,-125983,-126223
RECAL 3 1 435 64 4 80,2794,-999999,-284021,-283622,-283255,-282325,-280090,-275330,-264991,-246342,-224122,-202219,-183238,-166024,-151225,-139373,-130490,-124661,-122002,-122565,-126460,-133696,-144397,-158460,-176435,-196240,-220289,-245681,-266907,-277594,-281707,-283178,-283942,-283573
RECAL 3 0 9999 64 4 80,-217,-119657,-119809,-119959,-120111,-120256,-120412,-120557,-120714,-120863,-121011,-121166,-121317,-121467,-121631,-121760,-121909,-122052,-122190,-122310,-122451,-122578,-122725,-122855,-122965,-123112,-123237,-123371,-123482,-123611,-123717,-123819,-123921,-124038
RECAL 3 1 -217 64 4 80,2170,-282299,-280824,-278304,-273714,-265585,-251510,-234772,-216902,-199655,-184306,-169972,-156656,-145309,-135867,-128442,-123011,-119695,-118537,-119463,-122605,-128054,-135732,-145758,-158081,-172844,-188500,-206590,-226135,-245648,-262207,-272601,-278087,-280589
RECAL 3 0 9999 64 4 80,-51,-113865,-113851,-113851,-113847,-113848,-113831,-999999,-113827,-113819,-113821,-113821,-113822,-113828,-113830,-113824,-113817,-113819,-113802,-113810,-113784,-113791,-113799,-113787,-113778,-113776,-113782,-113776,-113769,-113761,-113764,-113748,-113744,-113746
RECAL 3 1 73 64 4 80,1292,-212758,-202232,-192197,-183273,-174460,-165576,-157240,-149605,-142687,-136430,-130908,-126128,-122045,-118835,-116335,-114642,-113750,-113690,-114436,-116036,-118480,-121797,-125945,-130923,-136755,-143509,-151096,-159591,-168968,-179045,-188731,-199885,-211724
RECAL 3 0 9999 64 4 80,-369,-118392,-118110,-117857,-117611,-117376,-117152,-116951,-116773,-116591,-116433,-116280,-116148,-116028,-115928,-115830,-115735,-115661,-115593,-115556,-115511,-115465,-115435,-115416,-115420,-115409,-115418,-115429,-115447,-115466,-115495,-115539,-115572,-115621
RECAL 3 1 -273 64 4 80,-1279,-201362,-191618,-183025,-174473,-165933,-158099,-150922,-144415,-138547,-133313,-128764,-124851,-121626,-119094,-117204,-115980,-115407,-115488,-116215,-117586,-119592,-122237,-125558,-129474,-133993,-139107,-144822,-151081,-157952,-165423,-173425,-181597,-189317
RECAL 3 0 9999 64 4 80,-529,-122684,-122184,-121706,-121256,-120850,-120457,-120113,-119769,-119471,-119210,-118958,-118745,-999999,-118368,-118216,-118104,-118002,-117930,-117877,-117839,-117819,-117841,-117861,-117914,-117970,-118071,-118168,-118286,-118420,-118568,-118715,-118901,-119095
RECAL 3 1 -449 64 4 80,-2214,-278925,-274259,-266645,-253560,-236963,-219122,-201623,-185630,-171240,-157718,-146247,-136580,-128853,-123084,-119331,-117582,-117813,-120027,-124240,-130505,-138724,-148879,-161010,-175008,-189267,-205702,-223004,-240410,-256239,-267978,-274875,-278773,-281571
RECAL 3 0 9999 64 4 80,-572,-124708,-124266,-123844,-123498,-123163,-122839,-122574,-122329,-122132,-121946,-121798,-121660,-121566,-121495,-121460,-121443,-121429,-121449,-121504,-121569,-121663,-121779,-121899,-122065,-122243,-122420,-122625,-122854,-123113,-123365,-123645,-123950,-124253
RECAL 3 1 -510 64 4 80,-2852,-283226,-282786,-281371,-278960,-272967,-260188,-239300,-215849,-193461,-174531,-157115,-142935,-131992,-124386,-120088,-119091,-121368,-126943,-135767,-147786,-162970,-180921,-200055,-221921,-243917,-262459,-273504,-278956,-281808,-282746,-283441,-284086,-284015
RECAL 3 0 9999 64 4 80,-2453,-207732,-197200,-187537,-179168,-170496,-162535,-155472,-149116,-143593,-138801,-134786,-131541,-129034,-127258,-126236,-125965,-126440,-127655,-129622,-132310,-135763,-139939,-144775,-150400,-156800,-163946,-171916,-180483,-188822,-198540,-209134,-220240,-231794
RECAL 3 1 -2394 64 4 80,-2876,-283542,-283609,-282883,-281303,-278049,-271221,-255885,-233493,-210380,-189234,-171388,-155522,-142994,-133780,-127854,-125226,-125918,-129875,-137056,-147544,-161242,-178218,-196266,-217912,-240432,-260489,-273011,-278771,-281782,-283139,-283608,-283947,-283850
RECAL 3 0 9999 64 4 80,-2448,-217036,-205599,-194755,-185180,-176412,-167564,-159522,-152260,-145881,-140267,-135422,-131378,-128105,-125587,-123795,-122816,-122600,-123157,-124488,-126581,-129419,-132917,-137204,-142275,-148040,-154583,-161927,-170040,-178927,-187352,-197044,-999999,-219043
RECAL 3 1 -2385 64 4 80,-2244,-281064,-278092,-272944,-263653,-248427,-230446,-212098,-194772,-180068,-165786,-153474,-143263,-135044,-128894,-124730,-122637,-122602,-124614,-128634,-134652,-142727,-152778,-164857,-178910,-193133,-209889,-227829,-245406,-260617,-271162,-276660,-279888,-281676
RECAL 3 0 9999 64 4 80,-2422,-204048,-193274,-183876,-174956,-166056,-158010,-150727,-144232,-138500,-133579,-129468,-126097,-123488,-121687,-120635,-120341,-120783,-121974,-123893,-126591,-129990,-134105,-138942,-144456,-150678,-157648,-165387,-173915,-182655,-191547,-201713,-212895,-224383
RECAL 3 1 -2362 64 4 80,-1329,-210673,-200058,-190086,-181516,-172656,-164242,-156622,-149754,-143615,-138212,-133499,-129545,-126283,-123735,-121916,-120784,-120333,-120605,-121565,-999999,-125560,-128580,-132287,-136685,-141740,-147457,-153794,-160819,-168481,-176716,-184766,-193265,-202812
RECAL 3 0 9999 64 4 80,-2409,-205795,-194951,-185336,-176449,-167295,-159082,-151596,-144963,-139090,-133994,-129677,-126144,-123292,-121238,-119924,-119333,-119485,-120357,-121955,-124237,-127239,-130915,-135284,-140343,-146087,-152557,-159785,-167587,-176291,-184837,-194070,-204544,-215780
RECAL 3 1 -2348 64 4 80,1238,-208064,-198102,-188916,-180891,-172521,-164523,-157140,-150380,-144298,-138802,-133978,-129872,-126356,-123515,-121418,-119993,-119292,-119331,-999999,-121593,-123872,-126991,-130890,-135580,-141100,-147491,-154642,-162612,-171488,-181060,-190342,-201110,-212501
RECAL 3 0 9999 64 4 80,-2426,-206018,-195407,-185942,-177497,-168749,-160824,-153640,-147242,-141532,-136564,-132370,-128915,-126187,-124150,-122866,-122321,-122473,-123332,-124917,-127189,-130175,-133808,-138185,-143207,-148873,-155210,-162358,-170129,-178662,-186783,-196141,-206318,-217293
RECAL 3 1 -2365 64 4 80,2136,-281848,-280455,-277800,-272350,-262834,-248023,-230818,-213218,-196494,-182092,-168386,-156009,-145512,-136845,-130092,-125198,-122290,-121347,-122409,-125590,-130903,-138378,-148068,-160080,-174457,-189545,-207193,-226603,-245974,-262585,-273144,-278348,-280759
RECAL 3 0 9999 64 4 80,-2378,-208750,-199010,-189928,-182266,-174661,-167212,-160543,-154545,-149294,-144675,-140728,-137455,-134852,-132877,-131542,-130822,-130720,-131244,-132380,-134125,-136483,-139477,-143072,-147298,-999999,-157550,-163653,-170461,-177944,-185262,-193306,-202416,-212216
RECAL 3 1 -2315 64 4 80,2766,-283837,-283903,-283412,-283438,-282522,-280967,-277593,-999999,-252400,-230681,-208769,-189014,-172557,-157741,-145766,-136693,-130625,-127551,-127543,-130649,-136925,-146560,-159653,-176399,-194908,-217686,-242157,-263935,-275774,-280668,-282920,-283412,-283666
RECAL 3 0 9999 64 4 80,2262,-209226,-200185,-191716,-184179,-999999,-169414,-162549,-156219,-150510,-145388,-140801,-136828,-133394,-130540,-128271,-126584,-125511,-125015,-125130,-125880,-127201,-129128,-131658,-134785,-138564,-142942,-147931,-153520,-159865,-166899,-174652,-182521,-190590
RECAL 3 1 2331 64 4 80,-2864,-283314,-282689,-281180,-277778,-999999,-254849,-232092,-208603,-187186,-168891,-152765,-139952,-130449,-124260,-121256,-121454,-124803,-131336,-140944,-153524,-169089,-186541,-206375,-228001,-249126,-265835,-275294,-279648,-282089,-283168,-284074,-283883,-284130
RECAL 3 0 9999 64 4 80,2225,-191164,-183500,-175864,-168015,-160907,-154151,-147988,-142344,-137255,-132691,-128705,-125215,-122313,-119983,-118245,-117099,-116526,-116564,-117194,-118447,-120262,-122719,-125870,-129623,-134003,-139028,-144721,-151078,-158154,-165866,-174350,-182997,-191849
RECAL 3 1 2291 64 4 80,-2216,-278058,-273543,-264595,-250496,-232806,-214274,-196552,-181244,-166284,-153103,-141949,-132864,-125675,-120414,-117159,-115848,-116466,-119017,-123447,-129849,-138108,-148216,-160132,-173768,-187671,-203368,-220147,-236819,-252465,-265268,-273202,-277928,-280565
RECAL 3 0 9999 64 4 80,2217,-195587,-187049,-179404,-171223,-163535,-156287,-149715,-143615,-138019,-132990,-128541,-124582,-121237,-118463,-116244,-114601,-113557,-113101,-113242,-114011,-115378,-117367,-119932,-123182,-127113,-131637,-136827,-142702,-149246,-156483,-164482,-173183,-182209
RECAL 3 1 2286 64 4 80,-1261,-184270,-175757,-166997,-158930,-151469,-144669,-138531,-133048,-128272,-124107,-120600,-117794,-115620,-114055,-113110,-112804,-113101,-114008,-115536,-117679,-120374,-123658,-127551,-131951,-136941,-142440,-148494,-155020,-162022,-169595,-177621,-185157,-193216
RECAL 3 0 9999 64 4 80,2103,-189951,-182660,-175288,-167873,-160977,-154468,-148527,-143036,-138036,-133495,-129480,-125932,-122842,-120320,-118336,-116872,-115926,-115530,-115664,-116326,-117545,-119311,-121646,-124556,-128034,-132080,-136725,-141924,-147691,-154067,-161099,-168766,-177180
RECAL 3 1 2172 64 4 80,1308,-209254,-198728,-188703,-179977,-170652,-162007,-153967,-146757,-140248,-134513,-129468,-125149,-121634,-118905,-116969,-115836,-115505,-116000,-117294,-119396,-122337,-126159,-130767,-136209,-142528,-149585,-157595,-166439,-176107,-185558,-195839,-207205,-218871
RECAL 3 0 9999 64 4 80,2131,-186457,-179443,-171912,-164836,-158142,-151937,-146280,-141063,-136336,-132130,-128426,-125201,-122542,-120371,-118738,-117602,-117009,-116932,-117387,-118384,-119912,-121963,-124565,-127732,-131442,-135677,-140517,-145920,-151815,-158407,-165633,-173544,-181725
RECAL 3 1 2198 64 4 80,2191,-281291,-279161,-275864,-269327,-258038,-242097,-224233,-206176,-189387,-174897,-160644,-148326,-137992,-129775,-123392,-119130,-116897,-116766,-118755,-122911,-129322,-137809,-999999,-161372,-176548,-192117,-210405,-229818,-248672,-264117,-273661,-278920,-281394
RECAL 3 0 9999 64 4 80,2119,-190033,-183227,-176614,-169813,-163528,-157742,-152444,-147580,-143236,-139355,-135948,-133003,-130593,-128635,-127160,-126189,-125688,-125704,-126189,-127171,-128657,-130646,-133118,-136112,-139576,-143577,-148051,-153072,-158658,-164764,-171398,-178554,-185438
RECAL 3 1 2185 64 4 80,2819,-283982,-283716,-283108,-283139,-282116,-279399,-274218,-999999,-243316,-221077,-199412,-181153,-164135,-149952,-138780,-130644,-125574,-123482,-124612,-128969,-136557,-147535,-162058,-180026,-199489,-222798,-247108,-266977,-277312,-281252,-282986,-283716,-283811
RECAL 3 0 9999 64 4 80,-1156,-134898,-132957,-131208,-129549,-128018,-126640,-125367,-124243,-123253,-122411,-121688,-121094,-120603,-120263,-120023,-119934,-119928,-120071,-120314,-120702,-121168,-121765,-122445,-123266,-124199,-125245,-126370,-127586,-128929,-130339,-131835,-133450,-135148
RECAL 3 1 -1095 64 4 80,2825,-284114,-283742,-283115,-282141,-280714,-277296,-269479,-253594,-231905,-209237,-188393,-170577,-154336,-141184,-131136,-123952,-119909,-118996,-121298,-126909,-135880,-148327,-164285,-183221,-204562,-229345,-253870,-271255,-279066,-281864,-282979,-283466,-283982
RECAL 3 0 9999 64 4 80,-1105,-131800,-129652,-127637,-125772,-124027,-122440,-121014,-119698,-118542,-117500,-116606,-115839,-115201,-114691,-114313,-114057,-113912,-113896,-113994,-114206,-114537,-114969,-115512,-116158,-116918,-117781,-118749,-119812,-121010,-122289,-123679,-125184,-126803
