line_no,cmd,sweep_mode,base_x,base_y,legacy_5param,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
12,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2139.000000,33,1,Ok,101120.000000,NonMono,16,-205059.000000,15.801934,16,2202.207735,7,[13]=-207933;[14]=-206243;[15]=-205288;[16]=-205059;[17]=-205583;[18]=-206846;[19]=-208866
13,RECAL 3 1 9999 2202 64 4 80,1,9999,2202,0,64,4,80,2060.000000,33,1,Ok,262988.000000,NonMono,17,-204729.000000,16.613841,17,2126.455363,5,[15]=-207356;[16]=-204970;[17]=-204729;[18]=-206623;[19]=-210661
14,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2131.000000,33,1,Ok,102425.000000,NonMono,17,-205985.000000,17.243548,17,2199.974193,7,[14]=-209720;[15]=-207771;[16]=-206523;[17]=-205985;[18]=-206174;[19]=-207089;[20]=-208734
15,RECAL 3 1 9999 2200 64 4 80,1,9999,2200,0,64,4,80,2681.000000,33,1,Ok,311138.000000,NonMono,17,-205664.000000,16.533032,17,2747.132128,17,[9]=-304521;[10]=-280173;[11]=-259125;[12]=-241521;[13]=-227371;[14]=-216714;[15]=-209550;[16]=-205848;[17]=-205664;[18]=-208952;[19]=-215706;[20]=-225955;[21]=-239646;[22]=-256708;[23]=-277024;[24]=-300243;[25]=-326099
16,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-714.000000,33,1,Ok,6940.000000,NonMono,13,-213441.000000,13.458463,13,-660.166147,23,[2]=-216668;[3]=-216118;[4]=-215612;[5]=-215166;[6]=-214772;[7]=-214435;[8]=-214139;[9]=-213899;[10]=-213720;[11]=-213575;[12]=-213479;[13]=-213441;[14]=-213448;[15]=-213487;[16]=-213585;[17]=-213715;[18]=-213890;[19]=-214112;[20]=-214370;[21]=-214671;[22]=-214999;[23]=-215374;[24]=-215794
17,RECAL 3 1 9999 -660 64 4 80,1,9999,-660,0,64,4,80,2679.000000,33,1,Ok,306797.000000,NonMono,17,-212115.000000,16.868634,17,2746.474537,5,[15]=-218135;[16]=-213406;[17]=-212115;[18]=-214289;[19]=-219801
18,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-708.000000,33,1,Ok,7063.000000,NonMono,14,-206914.000000,14.128360,14,-651.486562,23,[3]=-210242;[4]=-209655;[5]=-209138;[6]=-208664;[7]=-208254;[8]=-207893;[9]=-207594;[10]=-207351;[11]=-207165;[12]=-207024;[13]=-206948;[14]=-206914;[15]=-206931;[16]=-207002;[17]=-207123;[18]=-207283;[19]=-207487;[20]=-207747;[21]=-208045;[22]=-208393;[23]=-208781;[24]=-209206;[25]=-209668
19,RECAL 3 1 9999 -651 64 4 80,1,9999,-651,0,64,4,80,2064.000000,33,1,Ok,256328.000000,NonMono,16,-206965.000000,16.250248,16,2129.000991,5,[14]=-212233;[15]=-208550;[16]=-206965;[17]=-207496;[18]=-210138
20,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-722.000000,33,1,Ok,7064.000000,NonMono,15,-201405.000000,15.213921,15,-661.144316,21,[5]=-204482;[6]=-203894;[7]=-203368;[8]=-202904;[9]=-202511;[10]=-202172;[11]=-201902;[12]=-201694;[13]=-201540;[14]=-201446;[15]=-201405;[16]=-201418;[17]=-201487;[18]=-201613;[19]=-201787;[20]=-202010;[21]=-202283;[22]=-202609;[23]=-202976;[24]=-203396;[25]=-203864
21,RECAL 3 1 9999 -661 64 4 80,1,9999,-661,0,64,4,80,1171.000000,33,1,Ok,105609.000000,NonMono,15,-201080.000000,15.040012,15,1231.160048,7,[12]=-204338;[13]=-202545;[14]=-201459;[15]=-201080;[16]=-201406;[17]=-202446;[18]=-204223
22,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-963.000000,33,1,Ok,14581.000000,NonMono,15,-205914.000000,15.229609,15,-902.081562,15,[8]=-208964;[9]=-208166;[10]=-207489;[11]=-206937;[12]=-206505;[13]=-206194;[14]=-205996;[15]=-205914;[16]=-205943;[17]=-206083;[18]=-206335;[19]=-206696;[20]=-207171;[21]=-207748;[22]=-208430
23,RECAL 3 1 9999 -902 64 4 80,1,9999,-902,0,64,4,80,-1344.000000,33,1,Ok,101480.000000,NonMono,15,-205696.000000,15.240778,15,-1283.036887,7,[12]=-209727;[13]=-207611;[14]=-206262;[15]=-205696;[16]=-205899;[17]=-206856;[18]=-208593
24,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-967.000000,33,1,Ok,14444.000000,NonMono,15,-207904.000000,14.928891,15,-907.284438,17,[7]=-211446;[8]=-210597;[9]=-209867;[10]=-209246;[11]=-208764;[12]=-208375;[13]=-208108;[14]=-207954;[15]=-207904;[16]=-207969;[17]=-208136;[18]=-208408;[19]=-208784;[20]=-209253;[21]=-209835;[22]=-210511;[23]=-211276
25,RECAL 3 1 9999 -907 64 4 80,1,9999,-907,0,64,4,80,-2219.000000,33,1,Ok,281048.000000,NonMono,15,-205937.000000,14.622464,15,-2160.510146,5,[13]=-208637;[14]=-206207;[15]=-205937;[16]=-207834;[17]=-211871
26,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-891.000000,33,1,Ok,10739.000000,NonMono,14,-211102.000000,14.498007,14,-833.007973,19,[5]=-214788;[6]=-214032;[7]=-213370;[8]=-212799;[9]=-212304;[10]=-211894;[11]=-211573;[12]=-211334;[13]=-211178;[14]=-211102;[15]=-211105;[16]=-211177;[17]=-211324;[18]=-211553;[19]=-211856;[20]=-212234;[21]=-212681;[22]=-213187;[23]=-213761
27,RECAL 3 1 9999 -833 64 4 80,1,9999,-833,0,64,4,80,-2830.000000,33,1,Ok,313773.000000,NonMono,14,-205799.000000,14.259337,14,-2772.962652,5,[12]=-214358;[13]=-208390;[14]=-205799;[15]=-206628;[16]=-210892
28,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2462.000000,33,1,Ok,118406.000000,NonMono,14,-212604.000000,14.301310,14,-2404.794761,7,[11]=-216565;[12]=-214508;[13]=-213198;[14]=-212604;[15]=-212754;[16]=-213628;[17]=-215243
29,RECAL 3 1 9999 -2405 64 4 80,1,9999,-2405,0,64,4,80,-2821.000000,33,1,Ok,308623.000000,NonMono,15,-209761.000000,14.677817,15,-2762.288731,5,[13]=-214226;[14]=-210351;[15]=-209761;[16]=-212478;[17]=-218494
30,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2487.000000,33,1,Ok,135076.000000,NonMono,14,-209502.000000,13.811037,14,-2431.755850,7,[11]=-212635;[12]=-210790;[13]=-209750;[14]=-209502;[15]=-210053;[16]=-211389;[17]=-213535
31,RECAL 3 1 9999 -2432 64 4 80,1,9999,-2432,0,64,4,80,-2206.000000,33,1,Ok,283139.000000,NonMono,15,-207542.000000,14.529457,15,-2147.882172,5,[13]=-209721;[14]=-207606;[15]=-207542;[16]=-209547;[17]=-213614
32,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2490.000000,33,1,Ok,131434.000000,NonMono,14,-206473.000000,14.230897,14,-2433.076411,7,[11]=-210713;[12]=-208490;[13]=-207067;[14]=-206473;[15]=-206693;[16]=-207735;[17]=-209591
33,RECAL 3 1 9999 -2433 64 4 80,1,9999,-2433,0,64,4,80,-1322.000000,33,1,Ok,97703.000000,NonMono,15,-206104.000000,15.004760,15,-1261.980960,7,[12]=-209383;[13]=-207561;[14]=-206470;[15]=-206104;[16]=-206459;[17]=-207533;[18]=-209308
34,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2420.000000,33,1,Ok,115867.000000,NonMono,15,-204656.000000,14.784375,15,-2360.862499,7,[12]=-207634;[13]=-205863;[14]=-204878;[15]=-204656;[16]=-205210;[17]=-206536;[18]=-208647
35,RECAL 3 1 9999 -2361 64 4 80,1,9999,-2361,0,64,4,80,1191.000000,33,1,Ok,99674.000000,NonMono,16,-204623.000000,15.557377,16,1253.229510,7,[13]=-206883;[14]=-205418;[15]=-204665;[16]=-204623;[17]=-205307;[18]=-206718;[19]=-208876
36,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2412.000000,33,1,Ok,125241.000000,NonMono,14,-210994.000000,14.020256,14,-2355.918977,7,[11]=-214448;[12]=-212558;[13]=-211394;[14]=-210994;[15]=-211367;[16]=-212506;[17]=-214395
37,RECAL 3 1 9999 -2356 64 4 80,1,9999,-2356,0,64,4,80,2072.000000,33,1,Ok,272857.000000,NonMono,17,-210345.000000,16.775090,17,2139.100359,5,[15]=-213562;[16]=-210921;[17]=-210345;[18]=-211852;[19]=-215419
38,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2418.000000,33,1,Ok,113632.000000,NonMono,15,-211911.000000,14.651800,15,-2359.392799,7,[12]=-214461;[13]=-212894;[14]=-212027;[15]=-211911;[16]=-212553;[17]=-213924;[18]=-216034
39,RECAL 3 1 9999 -2359 64 4 80,1,9999,-2359,0,64,4,80,2687.000000,33,1,Ok,308262.000000,NonMono,17,-210216.000000,16.947351,17,2754.789404,5,[15]=-216607;[16]=-211722;[17]=-210216;[18]=-212074;[19]=-217295
40,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2106.000000,33,1,Ok,109062.000000,NonMono,16,-207146.000000,16.408080,16,2171.632318,7,[13]=-211602;[14]=-209337;[15]=-207850;[16]=-207146;[17]=-207217;[18]=-208066;[19]=-209717
41,RECAL 3 1 9999 2172 64 4 80,1,9999,2172,0,64,4,80,-2715.000000,33,1,Ok,313134.000000,NonMono,15,-204635.000000,14.835282,15,-2655.658873,5,[13]=-210897;[14]=-205888;[15]=-204635;[16]=-207066;[17]=-213054
42,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2148.000000,33,1,Ok,129680.000000,NonMono,17,-201969.000000,16.881776,17,2215.527104,7,[14]=-205550;[15]=-203491;[16]=-202298;[17]=-201969;[18]=-202502;[19]=-203912;[20]=-206195
43,RECAL 3 1 9999 2216 64 4 80,1,9999,2216,0,64,4,80,-2125.000000,33,1,Ok,254946.000000,NonMono,15,-200702.000000,14.930113,15,-2065.279547,5,[13]=-205069;[14]=-201702;[15]=-200702;[16]=-202006;[17]=-205564
44,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2144.000000,33,1,Ok,125511.000000,NonMono,16,-203968.000000,16.451894,16,2209.807578,7,[13]=-209212;[14]=-206565;[15]=-204819;[16]=-203968;[17]=-204010;[18]=-204945;[19]=-206775
45,RECAL 3 1 9999 2210 64 4 80,1,9999,2210,0,64,4,80,-1274.000000,33,1,Ok,106516.000000,NonMono,15,-203233.000000,14.677843,15,-1215.288628,7,[12]=-206158;[13]=-204347;[14]=-203375;[15]=-203233;[16]=-203897;[17]=-205369;[18]=-207634
46,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2122.000000,33,1,Ok,130933.000000,NonMono,17,-206053.000000,16.917473,17,2189.669892,7,[14]=-209816;[15]=-207688;[16]=-206427;[17]=-206053;[18]=-206577;[19]=-207992;[20]=-210297
47,RECAL 3 1 9999 2190 64 4 80,1,9999,2190,0,64,4,80,1142.000000,33,1,Ok,101619.000000,NonMono,16,-206043.000000,16.361348,16,1207.445391,7,[13]=-210582;[14]=-208268;[15]=-206751;[16]=-206043;[17]=-206159;[18]=-207102;[19]=-208849
48,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2100.000000,33,1,Ok,125371.000000,NonMono,17,-205793.000000,16.985769,17,2167.943077,7,[14]=-209545;[15]=-207457;[16]=-206200;[17]=-205793;[18]=-206232;[19]=-207503;[20]=-209632
49,RECAL 3 1 9999 2168 64 4 80,1,9999,2168,0,64,4,80,1992.000000,33,1,Ok,252904.000000,NonMono,16,-205778.000000,16.420476,16,2057.681904,5,[14]=-212419;[15]=-207939;[16]=-205778;[17]=-205969;[18]=-208528
50,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2085.000000,33,1,Ok,116349.000000,NonMono,17,-211294.000000,16.936901,17,2152.747606,7,[14]=-214659;[15]=-212769;[16]=-211634;[17]=-211294;[18]=-211739;[19]=-212979;[20]=-215007
51,RECAL 3 1 9999 2153 64 4 80,1,9999,2153,0,64,4,80,2580.000000,33,1,Ok,308485.000000,NonMono,17,-209228.000000,17.031654,17,2648.126615,5,[15]=-216960;[16]=-211231;[17]=-209228;[18]=-211015;[19]=-216674
52,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-280.000000,33,0,ParabolaNotDownward,929.000000,Flat,17,-213170.000000,,,,0,
53,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,-416.000000,101,1,Ok,14344.000000,NonMono,50,-213135.000000,50.709742,51,-213.161033,33,[34]=-214067;[35]=-213944;[36]=-213832;[37]=-213732;[38]=-213638;[39]=-213554;[40]=-213481;[41]=-213415;[42]=-213354;[43]=-213302;[44]=-213257;[45]=-213228;[46]=-213198;[47]=-213173;[48]=-213152;[49]=-213140;[50]=-213135;[51]=-213135;[52]=-213138;[53]=-213145;[54]=-213159;[55]=-213173;[56]=-213194;[57]=-213224;[58]=-213252;[59]=-213278;[60]=-213310;[61]=-213342;[62]=-213381;[63]=-213419;[64]=-213462;[65]=-213505;[66]=-213553
54,RECAL 3 0 9999 -213 64 4 80,0,9999,-213,0,64,4,80,-277.000000,33,0,ParabolaNotDownward,848.000000,Flat,17,-213111.000000,,,,0,
55,RECAL 3 1 9999 -213 64 4 80,1,9999,-213,0,64,4,80,2571.000000,33,1,Ok,306020.000000,NonMono,17,-212036.000000,16.785956,17,2638.143823,5,[15]=-217890;[16]=-213110;[17]=-212036;[18]=-214742;[19]=-221274
56,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,127.000000,33,0,ParabolaNotDownward,822.000000,Flat,14,-208831.000000,,,,0,
57,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,-9.000000,101,1,Ok,13524.000000,NonMono,50,-208873.000000,49.972451,50,190.889806,33,[34]=-209273;[35]=-209233;[36]=-209197;[37]=-209160;[38]=-209128;[39]=-209093;[40]=-209058;[41]=-209026;[42]=-208997;[43]=-208971;[44]=-208951;[45]=-208930;[46]=-208911;[47]=-208899;[48]=-208892;[49]=-208881;[50]=-208873;[51]=-208878;[52]=-208882;[53]=-208902;[54]=-208924;[55]=-208944;[56]=-208972;[57]=-209008;[58]=-209051;[59]=-209102;[60]=-209161;[61]=-209217;[62]=-209291;[63]=-209371;[64]=-209466;[65]=-209563;[66]=-209671
58,RECAL 3 0 9999 191 64 4 80,0,9999,191,0,64,4,80,127.000000,33,0,ParabolaNotDownward,798.000000,Flat,17,-208887.000000,,,,0,
59,RECAL 3 1 9999 191 64 4 80,1,9999,191,0,64,4,80,1979.000000,33,1,Ok,265162.000000,NonMono,17,-207949.000000,16.908199,17,2046.632797,5,[15]=-212138;[16]=-208889;[17]=-207949;[18]=-209323;[19]=-213051
60,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,294.000000,33,0,ParabolaNotDownward,2745.000000,Flat,16,-203237.000000,,,,0,
61,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,158.000000,101,1,Ok,38262.000000,NonMono,50,-203231.000000,50.035121,50,358.140483,35,[33]=-205337;[34]=-205119;[35]=-204913;[36]=-204719;[37]=-204527;[38]=-204350;[39]=-204184;[40]=-204027;[41]=-203887;[42]=-203761;[43]=-203640;[44]=-203536;[45]=-203449;[46]=-203372;[47]=-203314;[48]=-203270;[49]=-203244;[50]=-203231;[51]=-203243;[52]=-203270;[53]=-203317;[54]=-203380;[55]=-203464;[56]=-203573;[57]=-203704;[58]=-203854;[59]=-204030;[60]=-204231;[61]=-204456;[62]=-204707;[63]=-204980;[64]=-205285;[65]=-205618;[66]=-205969;[67]=-206360
62,RECAL 3 0 9999 358 64 4 80,0,9999,358,0,64,4,80,294.000000,33,0,ParabolaNotDownward,2738.000000,Flat,16,-203228.000000,,,,0,
63,RECAL 3 1 9999 358 64 4 80,1,9999,358,0,64,4,80,1129.000000,33,1,Ok,106356.000000,NonMono,16,-203230.000000,15.693083,16,1191.772330,7,[13]=-206077;[14]=-204338;[15]=-203381;[16]=-203230;[17]=-203882;[18]=-205343;[19]=-207631
64,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,426.000000,33,1,Ok,5449.000000,NonMono,15,-198743.000000,15.573185,16,488.292740,27,[2]=-201581;[3]=-201197;[4]=-200846;[5]=-200516;[6]=-200208;[7]=-199927;[8]=-199671;[9]=-199444;[10]=-199254;[11]=-199085;[12]=-198952;[13]=-198855;[14]=-198778;[15]=-198743;[16]=-198743;[17]=-198774;[18]=-198837;[19]=-198947;[20]=-199093;[21]=-199276;[22]=-199500;[23]=-199765;[24]=-200075;[25]=-200431;[26]=-200825;[27]=-201268;[28]=-201748
65,RECAL 3 1 9999 488 64 4 80,1,9999,488,0,64,4,80,-1292.000000,33,1,Ok,104607.000000,NonMono,15,-198491.000000,15.223025,15,-1231.107900,7,[12]=-202949;[13]=-200591;[14]=-199107;[15]=-198491;[16]=-198724;[17]=-199796;[18]=-201687
66,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,455.000000,33,1,Ok,5480.000000,NonMono,16,-207348.000000,15.913685,16,518.654739,25,[4]=-209740;[5]=-209376;[6]=-209049;[7]=-208734;[8]=-208449;[9]=-208195;[10]=-207968;[11]=-207784;[12]=-207630;[13]=-207508;[14]=-207415;[15]=-207368;[16]=-207348;[17]=-207372;[18]=-207434;[19]=-207528;[20]=-207670;[21]=-207855;[22]=-208081;[23]=-208352;[24]=-208656;[25]=-209018;[26]=-209407;[27]=-209853;[28]=-210351
67,RECAL 3 1 9999 519 64 4 80,1,9999,519,0,64,4,80,-2136.000000,33,1,Ok,258205.000000,NonMono,15,-206707.000000,15.233750,15,-2075.065001,5,[13]=-212630;[14]=-208449;[15]=-206707;[16]=-207324;[17]=-210242
68,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,153.000000,33,0,ParabolaNotDownward,720.000000,Flat,18,-209452.000000,,,,0,
69,RECAL 3 0 9999 9999 200 4 80,0,9999,9999,0,200,4,80,17.000000,101,1,Ok,13500.000000,NonMono,51,-209333.000000,51.398553,51,222.594212,33,[35]=-209860;[36]=-209812;[37]=-209759;[38]=-209704;[39]=-209667;[40]=-209611;[41]=-209574;[42]=-209530;[43]=-209498;[44]=-209465;[45]=-209433;[46]=-209407;[47]=-209385;[48]=-209370;[49]=-209352;[50]=-209343;[51]=-209333;[52]=-209343;[53]=-209340;[54]=-209352;[55]=-209369;[56]=-209395;[57]=-209429;[58]=-209467;[59]=-209516;[60]=-209568;[61]=-209626;[62]=-209693;[63]=-209781;[64]=-209866;[65]=-209965;[66]=-210075;[67]=-210186
70,RECAL 3 0 9999 223 64 4 80,0,9999,223,0,64,4,80,159.000000,33,0,ParabolaNotDownward,930.000000,Flat,16,-209279.000000,,,,0,
71,RECAL 3 1 9999 222 64 4 80,1,9999,222,0,64,4,80,-2719.000000,33,1,Ok,311696.000000,NonMono,15,-206079.000000,14.600248,15,-2660.599007,17,[7]=-323247;[8]=-293200;[9]=-267778;[10]=-247047;[11]=-230758;[12]=-218720;[13]=-210709;[14]=-206531;[15]=-206079;[16]=-209259;[17]=-215976;[18]=-226181;[19]=-239750;[20]=-256565;[21]=-276520;[22]=-299237;[23]=-324388
72,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2199.000000,33,1,Ok,119229.000000,NonMono,15,-209401.000000,14.683869,15,-2140.264523,7,[12]=-212125;[13]=-210450;[14]=-209543;[15]=-209401;[16]=-210031;[17]=-211430;[18]=-213609
73,RECAL 3 1 9999 -2140 64 4 80,1,9999,-2140,0,64,4,80,-2696.000000,33,1,Ok,306559.000000,NonMono,15,-208900.000000,15.365184,15,-2634.539262,17,[7]=-347250;[8]=-314492;[9]=-286723;[10]=-263505;[11]=-244535;[12]=-229723;[13]=-218962;[14]=-212070;[15]=-208900;[16]=-209341;[17]=-213321;[18]=-220722;[19]=-231351;[20]=-245465;[21]=-262828;[22]=-283439;[23]=-306995
74,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2153.000000,33,1,Ok,112139.000000,NonMono,15,-207028.000000,14.956905,15,-2093.172381,7,[12]=-210465;[13]=-208537;[14]=-207389;[15]=-207028;[16]=-207454;[17]=-208654;[18]=-210608
75,RECAL 3 1 9999 -2093 64 4 80,1,9999,-2093,0,64,4,80,-2098.000000,33,1,Ok,266139.000000,NonMono,15,-205261.000000,14.688852,15,-2039.244592,5,[13]=-208399;[14]=-205687;[15]=-205261;[16]=-207061;[17]=-211037
76,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2244.000000,33,1,Ok,127335.000000,NonMono,15,-204816.000000,14.736167,15,-2185.055331,7,[12]=-208052;[13]=-206093;[14]=-205024;[15]=-204816;[16]=-205465;[17]=-206960;[18]=-209268
77,RECAL 3 1 9999 -2185 64 4 80,1,9999,-2185,0,64,4,80,-1239.000000,33,1,Ok,99577.000000,NonMono,15,-204388.000000,14.954698,15,-1179.181206,7,[12]=-207772;[13]=-205857;[14]=-204733;[15]=-204388;[16]=-204803;[17]=-205959;[18]=-207871
78,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2189.000000,33,1,Ok,117211.000000,NonMono,15,-209668.000000,15.051340,15,-2128.794639,7,[12]=-213531;[13]=-211405;[14]=-210126;[15]=-209668;[16]=-210035;[17]=-211222;[18]=-213218
79,RECAL 3 1 9999 -2129 64 4 80,1,9999,-2129,0,64,4,80,1173.000000,33,1,Ok,109261.000000,NonMono,16,-209658.000000,16.131701,16,1237.526805,7,[13]=-213822;[14]=-211590;[15]=-210203;[16]=-209658;[17]=-209977;[18]=-211160;[19]=-213210
80,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2202.000000,33,1,Ok,117111.000000,NonMono,15,-213645.000000,15.095029,15,-2141.619884,7,[12]=-217534;[13]=-215415;[14]=-214135;[15]=-213645;[16]=-213971;[17]=-215106;[18]=-217041
81,RECAL 3 1 9999 -2142 64 4 80,1,9999,-2142,0,64,4,80,2006.000000,33,1,Ok,272052.000000,NonMono,17,-212598.000000,16.932822,17,2073.731289,5,[15]=-216956;[16]=-213608;[17]=-212598;[18]=-213932;[19]=-217651
82,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,-2220.000000,33,1,Ok,122008.000000,NonMono,15,-213241.000000,14.709054,15,-2161.163783,7,[12]=-216071;[13]=-214344;[14]=-213397;[15]=-213241;[16]=-213860;[17]=-215246;[18]=-217436
83,RECAL 3 1 9999 -2161 64 4 80,1,9999,-2161,0,64,4,80,2588.000000,33,1,Ok,309061.000000,NonMono,17,-210362.000000,17.244805,17,2656.979221,5,[15]=-219557;[16]=-213125;[17]=-210362;[18]=-211318;[19]=-215983
84,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2180.000000,33,1,Ok,116781.000000,NonMono,17,-212712.000000,16.731163,17,2246.924650,7,[14]=-215826;[15]=-213960;[16]=-212909;[17]=-212712;[18]=-213376;[19]=-214915;[20]=-217327
85,RECAL 3 1 9999 2247 64 4 80,1,9999,2247,0,64,4,80,-2745.000000,33,1,Ok,312087.000000,NonMono,14,-208160.000000,14.419205,14,-2687.323179,17,[6]=-341403;[7]=-312190;[8]=-286233;[9]=-263773;[10]=-244997;[11]=-230020;[12]=-218895;[13]=-211599;[14]=-208160;[15]=-208526;[16]=-212684;[17]=-220606;[18]=-232298;[19]=-247751;[20]=-266859;[21]=-289498;[22]=-315513
86,RECAL 3 0 9999 9999 64 4 80,0,9999,9999,0,64,4,80,2181.000000,33,1,Ok,120527.000000,NonMono,17,-204595.000000,16.667142,17,2247.668569,7,[14]=-207699;[15]=-205788;[16]=-204739;[17]=-204595;[18]=-205344;[19]=-207018;[20]=-209607
87,RECAL 3 1 9999 2248 64 4 80,1,9999,2248,0,64,4,80,-2157.000000,33,1,Ok,275835.000000,NonMono,15,-204262.000000,15.359724,15,-2095.561104,5,[13]=-210628;[14]=-206262;[15]=-204262;[16]=-204578;[17]=-207233
