line_no,cmd,sweep_mode,base_dac,offset_dac,step_dac,delay_ms,dac_base,n_powers,fit_ok,validate_code,span,trend,global_max_idx,global_max_y,t_star,peak_idx,dac_peak,fit_n,fit_points
2119,RECAL 3 1 2215 64 4 80,1,2215,64,4,80,-2741.000000,33,1,Ok,243896.000000,NonMono,15,-27375.000000,15.294733,15,-2679.821068,31,[0]=-270079;[1]=-267527;[2]=-261738;[3]=-249650;[4]=-229746;[5]=-204190;[6]=-177672;[7]=-148351;[8]=-121397;[9]=-97428;[10]=-76874;[11]=-59694;[12]=-46146;[13]=-36218;[14]=-30007;[15]=-27375;[16]=-28438;[17]=-33193;[18]=-41659;[19]=-53871;[20]=-69845;[21]=-89451;[22]=-112723;[23]=-139544;[24]=-169253;[25]=-197420;[26]=-224612;[27]=-246628;[28]=-260304;[29]=-266723;[30]=-269314
2120,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2155.000000,33,1,Ok,148594.000000,NonMono,16,-24924.000000,15.733779,16,2217.935118,33,[0]=-146003;[1]=-131480;[2]=-117844;[3]=-105053;[4]=-93190;[5]=-82244;[6]=-72305;[7]=-63163;[8]=-54963;[9]=-47694;[10]=-41425;[11]=-36154;[12]=-31863;[13]=-28585;[14]=-26346;[15]=-25124;[16]=-24924;[17]=-25758;[18]=-27641;[19]=-30593;[20]=-34610;[21]=-39741;[22]=-45896;[23]=-53232;[24]=-61721;[25]=-71392;[26]=-82231;[27]=-94229;[28]=-107445;[29]=-121940;[30]=-137862;[31]=-155067;[32]=-173518
2121,RECAL 3 1 2218 64 4 80,1,2218,64,4,80,-2139.000000,33,1,Ok,238992.000000,NonMono,15,-23680.000000,14.988663,15,-2079.045350,31,[0]=-240439;[1]=-222739;[2]=-202029;[3]=-181192;[4]=-157865;[5]=-135450;[6]=-114684;[7]=-96046;[8]=-79234;[9]=-64458;[10]=-51929;[11]=-41688;[12]=-33738;[13]=-28074;[14]=-24722;[15]=-23680;[16]=-24881;[17]=-28351;[18]=-34074;[19]=-42064;[20]=-52291;[21]=-64786;[22]=-79496;[23]=-96124;[24]=-115011;[25]=-135848;[26]=-158366;[27]=-181747;[28]=-202615;[29]=-223429;[30]=-241141
2122,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2159.000000,33,1,Ok,152440.000000,NonMono,16,-24326.000000,15.547290,16,2221.189160,33,[0]=-143819;[1]=-129225;[2]=-115543;[3]=-102793;[4]=-90982;[5]=-80203;[6]=-70203;[7]=-61128;[8]=-53028;[9]=-45908;[10]=-39776;[11]=-34648;[12]=-30523;[13]=-27444;[14]=-25380;[15]=-24339;[16]=-24326;[17]=-25364;[18]=-27447;[19]=-30619;[20]=-34866;[21]=-40152;[22]=-46591;[23]=-54172;[24]=-62905;[25]=-72831;[26]=-83921;[27]=-96153;[28]=-109680;[29]=-124596;[30]=-140811;[31]=-158212;[32]=-176766
2123,RECAL 3 1 2221 64 4 80,1,2221,64,4,80,-1279.000000,33,1,Ok,102924.000000,NonMono,16,-24225.000000,15.853912,16,-1215.584350,33,[0]=-127149;[1]=-114723;[2]=-103059;[3]=-92159;[4]=-82045;[5]=-72718;[6]=-64203;[7]=-56498;[8]=-49633;[9]=-43515;[10]=-38281;[11]=-33870;[12]=-30286;[13]=-27529;[14]=-25606;[15]=-24505;[16]=-24225;[17]=-24725;[18]=-26046;[19]=-28164;[20]=-31089;[21]=-34797;[22]=-39262;[23]=-44508;[24]=-50529;[25]=-57214;[26]=-64643;[27]=-72782;[28]=-81629;[29]=-91113;[30]=-101219;[31]=-111981;[32]=-123189
2124,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2072.000000,33,1,Ok,144816.000000,NonMono,15,-25680.000000,15.191294,15,2132.765177,31,[0]=-128499;[1]=-115504;[2]=-103356;[3]=-92241;[4]=-81967;[5]=-72491;[6]=-63878;[7]=-56113;[8]=-49210;[9]=-43179;[10]=-38095;[11]=-33815;[12]=-30429;[13]=-27932;[14]=-26351;[15]=-25680;[16]=-25930;[17]=-27137;[18]=-29291;[19]=-32464;[20]=-36649;[21]=-41833;[22]=-48059;[23]=-55355;[24]=-63717;[25]=-73129;[26]=-83492;[27]=-95077;[28]=-107802;[29]=-121714;[30]=-136827
2125,RECAL 3 1 2133 64 4 80,1,2133,64,4,80,1152.000000,33,1,Ok,108148.000000,NonMono,17,-25238.000000,16.977201,17,1219.908803,31,[2]=-110599;[3]=-100089;[4]=-90245;[5]=-80964;[6]=-72359;[7]=-64421;[8]=-57168;[9]=-50552;[10]=-44658;[11]=-39542;[12]=-35201;[13]=-31626;[14]=-28838;[15]=-26839;[16]=-25646;[17]=-25238;[18]=-25648;[19]=-26890;[20]=-28967;[21]=-31906;[22]=-35692;[23]=-40348;[24]=-45882;[25]=-52205;[26]=-59389;[27]=-67422;[28]=-76346;[29]=-86097;[30]=-96618;[31]=-108007;[32]=-120040
2126,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2076.000000,33,1,Ok,142560.000000,NonMono,15,-30861.000000,15.206353,15,2136.825411,31,[0]=-131844;[1]=-118952;[2]=-107119;[3]=-96140;[4]=-86053;[5]=-76758;[6]=-68302;[7]=-60678;[8]=-53927;[9]=-48090;[10]=-43057;[11]=-38857;[12]=-35543;[13]=-33095;[14]=-31533;[15]=-30861;[16]=-31101;[17]=-32257;[18]=-34375;[19]=-37466;[20]=-41536;[21]=-46609;[22]=-52692;[23]=-59808;[24]=-67944;[25]=-77024;[26]=-87306;[27]=-98626;[28]=-111162;[29]=-124880;[30]=-139825
2127,RECAL 3 1 2137 64 4 80,1,2137,64,4,80,2011.000000,33,1,Ok,235990.000000,NonMono,17,-29060.000000,17.213263,17,2079.853053,31,[2]=-247599;[3]=-230749;[4]=-209954;[5]=-188106;[6]=-165892;[7]=-143284;[8]=-122500;[9]=-103718;[10]=-87083;[11]=-72343;[12]=-59735;[13]=-49249;[14]=-40913;[15]=-34760;[16]=-30810;[17]=-29060;[18]=-29575;[19]=-32403;[20]=-37562;[21]=-45059;[22]=-54923;[23]=-67121;[24]=-81670;[25]=-98393;[26]=-117066;[27]=-137914;[28]=-160463;[29]=-183532;[30]=-204608;[31]=-225120;[32]=-242581
2128,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2140.000000,33,1,Ok,138598.000000,NonMono,15,-38872.000000,15.336472,15,2201.345887,31,[0]=-145480;[1]=-132030;[2]=-119433;[3]=-107761;[4]=-97050;[5]=-87304;[6]=-78399;[7]=-70423;[8]=-63346;[9]=-57232;[10]=-51930;[11]=-47498;[12]=-43973;[13]=-41357;[14]=-39641;[15]=-38872;[16]=-39025;[17]=-40126;[18]=-42161;[19]=-45114;[20]=-49047;[21]=-53930;[22]=-59805;[23]=-66674;[24]=-74591;[25]=-83406;[26]=-93311;[27]=-104356;[28]=-116496;[29]=-129815;[30]=-144412
2129,RECAL 3 1 2201 64 4 80,1,2201,64,4,80,2607.000000,33,1,Ok,237931.000000,NonMono,18,-33547.000000,17.506010,18,2677.024040,29,[4]=-267756;[5]=-262856;[6]=-249865;[7]=-226544;[8]=-197617;[9]=-168696;[10]=-139372;[11]=-113553;[12]=-91365;[13]=-72953;[14]=-58039;[15]=-46648;[16]=-38744;[17]=-34375;[18]=-33547;[19]=-36317;[20]=-42707;[21]=-52578;[22]=-66160;[23]=-83366;[24]=-104061;[25]=-128214;[26]=-155547;[27]=-184414;[28]=-211428;[29]=-236353;[30]=-254481;[31]=-264093;[32]=-268878
2130,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,587.000000,33,1,Ok,16729.000000,NonMono,9,-36638.000000,8.810937,9,622.243747,19,[0]=-38477;[1]=-38099;[2]=-37763;[3]=-37463;[4]=-37210;[5]=-37006;[6]=-36837;[7]=-36721;[8]=-36656;[9]=-36638;[10]=-36679;[11]=-36766;[12]=-36913;[13]=-37119;[14]=-37365;[15]=-37693;[16]=-38066;[17]=-38517;[18]=-39021
2131,RECAL 3 1 622 64 4 80,1,622,64,4,80,2579.000000,33,1,Ok,239226.000000,NonMono,18,-31972.000000,17.402863,17,2648.611450,29,[4]=-268196;[5]=-263776;[6]=-249750;[7]=-224323;[8]=-193891;[9]=-164205;[10]=-135121;[11]=-109715;[12]=-88342;[13]=-70189;[14]=-55483;[15]=-44282;[16]=-36619;[17]=-32500;[18]=-31972;[19]=-35050;[20]=-41681;[21]=-51859;[22]=-65569;[23]=-82833;[24]=-103442;[25]=-127348;[26]=-154375;[27]=-183255;[28]=-209674;[29]=-234768;[30]=-253343;[31]=-263474;[32]=-267928
2132,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,263.000000,33,0,ParabolaNotDownward,7951.000000,StrictDec,0,-26532.000000,,,,33,[0]=-26532;[1]=-26560;[2]=-26593;[3]=-26629;[4]=-26685;[5]=-26736;[6]=-26816;[7]=-26900;[8]=-26996;[9]=-27098;[10]=-27222;[11]=-27355;[12]=-27505;[13]=-27674;[14]=-27855;[15]=-28044;[16]=-28255;[17]=-28489;[18]=-28734;[19]=-28995;[20]=-29286;[21]=-29592;[22]=-29912;[23]=-30261;[24]=-30641;[25]=-31039;[26]=-31459;[27]=-31895;[28]=-32371;[29]=-32859;[30]=-33371;[31]=-33917;[32]=-34483
2133,RECAL 3 1 263 64 4 80,1,263,64,4,80,1976.000000,33,1,Ok,237119.000000,NonMono,17,-25792.000000,16.790638,17,2043.162551,29,[2]=-238485;[3]=-218351;[4]=-195745;[5]=-173903;[6]=-150323;[7]=-128651;[8]=-108980;[9]=-91346;[10]=-75739;[11]=-62351;[12]=-51044;[14]=-34620;[15]=-29557;[16]=-26609;[17]=-25792;[18]=-27105;[19]=-30576;[20]=-36214;[21]=-44011;[22]=-53996;[23]=-66157;[25]=-96684;[26]=-114961;[27]=-135395;[28]=-157529;[29]=-180717;[30]=-201479;[31]=-222441;[32]=-240466
2134,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,238.000000,33,0,ParabolaNotDownward,7982.000000,StrictDec,0,-24694.000000,,,,33,[0]=-24694;[1]=-24735;[2]=-24772;[3]=-24830;[4]=-24893;[5]=-24957;[6]=-25042;[7]=-25141;[8]=-25247;[9]=-25363;[10]=-25490;[11]=-25643;[12]=-25795;[13]=-25969;[14]=-26156;[15]=-26360;[16]=-26574;[17]=-26804;[18]=-27055;[19]=-27317;[20]=-27601;[21]=-27900;[22]=-28225;[23]=-28564;[24]=-28923;[25]=-29309;[26]=-29717;[27]=-30146;[28]=-30599;[29]=-31081;[30]=-31580;[31]=-32111;[32]=-32676
2135,RECAL 3 1 238 64 4 80,1,238,64,4,80,1094.000000,33,1,Ok,95753.000000,NonMono,17,-24445.000000,16.872742,17,1161.490970,31,[2]=-99587;[3]=-90168;[4]=-81260;[5]=-72921;[6]=-65227;[7]=-58192;[8]=-51843;[9]=-46134;[10]=-41063;[11]=-36662;[12]=-32905;[13]=-29828;[14]=-27436;[15]=-25755;[16]=-24746;[17]=-24445;[18]=-24873;[19]=-26027;[20]=-27915;[21]=-30566;[22]=-33965;[23]=-38171;[24]=-43191;[25]=-49024;[26]=-55625;[27]=-63053;[28]=-71268;[29]=-80252;[30]=-90031;[31]=-100369;[32]=-111606
2136,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,647.000000,33,1,Ok,22694.000000,NonMono,10,-22111.000000,10.378116,10,688.512465,21,[0]=-26256;[1]=-25505;[2]=-24839;[3]=-24235;[4]=-23714;[5]=-23254;[6]=-22863;[7]=-22553;[8]=-22338;[9]=-22175;[10]=-22111;[11]=-22119;[12]=-22216;[13]=-22396;[14]=-22664;[15]=-23000;[16]=-23444;[17]=-23984;[18]=-24599;[19]=-25334;[20]=-26167
2137,RECAL 3 1 689 64 4 80,1,689,64,4,80,-1334.000000,33,1,Ok,112600.000000,NonMono,16,-22086.000000,15.963339,16,-1270.146643,32,[0]=-134686;[1]=-120943;[2]=-108060;[3]=-96077;[4]=-85017;[5]=-74805;[6]=-65531;[7]=-57201;[9]=-43227;[10]=-37578;[11]=-32810;[12]=-28911;[13]=-25900;[14]=-23785;[15]=-22499;[16]=-22086;[17]=-22523;[18]=-23816;[19]=-25959;[20]=-28945;[21]=-32788;[22]=-37480;[23]=-43044;[24]=-49477;[25]=-56731;[26]=-64848;[27]=-73777;[28]=-83519;[29]=-93989;[30]=-105046;[31]=-117008;[32]=-129656
2138,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,646.000000,33,1,Ok,22611.000000,NonMono,10,-27564.000000,9.932869,10,685.731474,21,[0]=-31212;[1]=-30533;[2]=-29913;[3]=-29370;[4]=-28890;[5]=-28484;[6]=-28159;[7]=-27888;[8]=-27701;[9]=-27594;[10]=-27564;[11]=-27602;[12]=-27731;[13]=-27941;[14]=-28228;[15]=-28602;[16]=-29069;[17]=-29615;[18]=-30255;[19]=-30996;[20]=-31832
2139,RECAL 3 1 686 64 4 80,1,686,64,4,80,-2169.000000,33,1,Ok,242548.000000,NonMono,14,-24594.000000,14.471258,14,-2111.114969,28,[0]=-235363;[1]=-215640;[2]=-193558;[3]=-171706;[4]=-148068;[5]=-126148;[6]=-106191;[7]=-88181;[8]=-72204;[9]=-58487;[10]=-47040;[11]=-37917;[12]=-31122;[13]=-26672;[14]=-24594;[15]=-24858;[16]=-27490;[17]=-32542;[18]=-39978;[19]=-49848;[20]=-62085;[21]=-76764;[22]=-93744;[23]=-112887;[25]=-157307;[26]=-181555;[27]=-203408;[28]=-224921
2140,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,646.000000,33,1,Ok,20021.000000,NonMono,10,-31201.000000,10.183426,10,686.733706,21,[0]=-34703;[1]=-34054;[2]=-33478;[3]=-32964;[4]=-32524;[5]=-32133;[6]=-31810;[7]=-31565;[8]=-31369;[9]=-31244;[10]=-31201;[11]=-31220;[12]=-31313;[13]=-31484;[14]=-31738;[15]=-32053;[16]=-32459;[17]=-32942;[18]=-33493;[19]=-34146;[20]=-34872
2141,RECAL 3 1 687 64 4 80,1,687,64,4,80,-2763.000000,33,1,Ok,245255.000000,NonMono,14,-26438.000000,14.623099,15,-2704.507604,29,[0]=-268662;[1]=-264753;[2]=-255652;[3]=-238501;[4]=-213381;[5]=-185413;[6]=-155490;[7]=-126989;[8]=-101802;[9]=-80094;[10]=-61895;[11]=-47406;[12]=-36747;[13]=-29732;[14]=-26438;[15]=-26883;[16]=-31075;[17]=-39051;[18]=-50855;[19]=-66277;[20]=-85665;[21]=-108723;[22]=-135404;[23]=-165264;[24]=-194388;[25]=-222452;[26]=-245569;[27]=-259715;[28]=-266422
2142,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2091.000000,33,1,Ok,136536.000000,NonMono,13,-32973.000000,13.097777,13,-2038.608893,27,[0]=-96180;[1]=-86770;[2]=-78105;[3]=-70222;[4]=-63195;[5]=-56916;[6]=-51386;[7]=-46556;[8]=-42474;[9]=-39110;[10]=-36491;[11]=-34592;[12]=-33418;[13]=-32973;[14]=-33272;[15]=-34278;[16]=-36023;[17]=-38513;[18]=-41732;[19]=-45709;[20]=-50487;[21]=-56025;[22]=-62314;[23]=-69407;[24]=-77246;[25]=-85875;[26]=-95230
2143,RECAL 3 1 -2039 64 4 80,1,-2039,64,4,80,-2730.000000,33,1,Ok,240840.000000,NonMono,15,-30408.000000,14.381414,14,-2672.474343,31,[0]=-268919;[1]=-266052;[2]=-258844;[3]=-243080;[4]=-219467;[5]=-191630;[6]=-163504;[7]=-135452;[8]=-110579;[9]=-88999;[10]=-70657;[11]=-55852;[12]=-44257;[13]=-36128;[14]=-31499;[15]=-30408;[16]=-32907;[17]=-39036;[18]=-48846;[19]=-62412;[20]=-79889;[21]=-101047;[22]=-125948;[23]=-154505;[24]=-185075;[25]=-214092;[26]=-240441;[27]=-257952;[28]=-265934;[29]=-269244;[30]=-270726
2144,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2082.000000,33,1,Ok,136537.000000,NonMono,12,-27685.000000,12.915404,13,-2030.338382,23,[0]=-87839;[1]=-78696;[3]=-62860;[4]=-56053;[5]=-49984;[6]=-44622;[7]=-39999;[8]=-36095;[9]=-32937;[10]=-30478;[11]=-28702;[12]=-27685;[14]=-27777;[15]=-28902;[16]=-30749;[17]=-33339;[18]=-36708;[19]=-40803;[20]=-45668;[21]=-51259;[22]=-57604;[23]=-64720;[24]=-72585
2145,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2080.000000,33,1,Ok,135079.000000,NonMono,13,-28123.000000,12.907983,13,-2028.368068,27,[0]=-87670;[1]=-78733;[2]=-70566;[3]=-63104;[4]=-56391;[5]=-50410;[6]=-45110;[7]=-40562;[8]=-36720;[9]=-33600;[10]=-31170;[11]=-29437;[12]=-28425;[13]=-28123;[14]=-28527;[15]=-29649;[16]=-31493;[17]=-34070;[18]=-37403;[19]=-41458;[20]=-46264;[21]=-51798;[22]=-58069;[23]=-65101;[24]=-72875;[25]=-81290;[26]=-90587
2146,RECAL 3 1 -2028 64 4 80,1,-2028,64,4,80,-1266.000000,33,1,Ok,99198.000000,NonMono,16,-28118.000000,16.033441,16,-1201.866237,33,[0]=-127316;[1]=-115369;[2]=-104218;[3]=-93811;[4]=-84203;[5]=-75283;[6]=-67077;[7]=-59676;[8]=-53051;[9]=-47200;[10]=-42143;[11]=-37868;[12]=-34366;[13]=-31685;[14]=-29715;[15]=-28535;[16]=-28118;[17]=-28473;[18]=-29591;[19]=-31468;[20]=-34092;[21]=-37444;[22]=-41500;[23]=-46267;[24]=-51744;[25]=-57917;[26]=-64782;[27]=-72328;[28]=-80529;[29]=-89226;[30]=-98601;[31]=-108647;[32]=-119266
2147,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2175.000000,33,1,Ok,144239.000000,NonMono,13,-29156.000000,12.931382,13,-2123.274473,27,[0]=-93602;[1]=-83978;[2]=-75140;[3]=-67100;[4]=-59871;[5]=-53411;[6]=-47722;[7]=-42806;[8]=-38632;[9]=-35191;[10]=-32513;[11]=-30617;[12]=-29496;[13]=-29156;[14]=-29592;[15]=-30813;[16]=-32786;[17]=-35569;[18]=-39121;[19]=-43483;[20]=-48638;[21]=-54584;[22]=-61337;[23]=-68906;[24]=-77244;[25]=-86295;[26]=-96084
2148,RECAL 3 1 -2123 64 4 80,1,-2123,64,4,80,1163.000000,33,1,Ok,112765.000000,NonMono,18,-28224.000000,17.541448,18,1233.165793,28,[4]=-97071;[5]=-87725;[6]=-78879;[7]=-70667;[8]=-63145;[9]=-56332;[10]=-50236;[11]=-44828;[12]=-40199;[13]=-36299;[14]=-33173;[15]=-30773;[16]=-29130;[17]=-28277;[18]=-28224;[19]=-28987;[20]=-30569;[21]=-32961;[22]=-36144;[23]=-40142;[24]=-44947;[26]=-57082;[27]=-64386;[28]=-72504;[29]=-81460;[30]=-91115;[31]=-101611;[32]=-112931
2149,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2169.000000,33,1,Ok,145834.000000,NonMono,12,-37267.000000,12.445336,12,-2119.218658,25,[0]=-95197;[1]=-86187;[2]=-77962;[3]=-70521;[4]=-63853;[5]=-57935;[6]=-52782;[7]=-48320;[8]=-44604;[9]=-41640;[10]=-39425;[11]=-37974;[12]=-37267;[13]=-37296;[14]=-38088;[15]=-39602;[16]=-41901;[17]=-44940;[18]=-48774;[19]=-53351;[20]=-58694;[21]=-64812;[22]=-71701;[23]=-79286;[24]=-87605
2150,RECAL 3 1 -2119 64 4 80,1,-2119,64,4,80,2015.000000,33,1,Ok,234088.000000,NonMono,18,-33989.000000,17.558517,18,2085.234067,29,[4]=-221284;[5]=-198274;[6]=-176540;[7]=-153365;[8]=-132254;[9]=-113389;[10]=-96421;[11]=-81539;[12]=-68555;[13]=-57628;[14]=-48720;[15]=-41879;[16]=-37146;[17]=-34475;[18]=-33989;[19]=-35734;[20]=-39688;[21]=-45876;[22]=-54290;[23]=-64899;[24]=-77748;[25]=-92451;[26]=-109423;[27]=-128420;[28]=-149468;[29]=-172395;[30]=-193995;[31]=-216251;[32]=-236655
2151,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,-2102.000000,33,1,Ok,125713.000000,NonMono,13,-43969.000000,12.796591,13,-2050.813636,25,[0]=-99884;[1]=-91261;[2]=-83408;[3]=-76274;[4]=-69886;[5]=-64229;[6]=-59299;[8]=-51549;[9]=-48707;[10]=-46519;[11]=-45006;[12]=-44152;[13]=-43969;[14]=-44427;[15]=-45571;[16]=-47334;[17]=-49776;[19]=-56610;[20]=-60988;[21]=-66080;[22]=-71861;[23]=-78374;[24]=-85569;[25]=-93405;[26]=-101997
2152,RECAL 3 1 -2051 64 4 80,1,-2051,64,4,80,2609.000000,33,1,Ok,233747.000000,NonMono,18,-37343.000000,17.965230,18,2680.860921,29,[4]=-269495;[5]=-266427;[6]=-256704;[7]=-234071;[8]=-204224;[9]=-174981;[10]=-145167;[11]=-119234;[12]=-97186;[13]=-78855;[14]=-63863;[15]=-52172;[16]=-43856;[17]=-38906;[18]=-37343;[19]=-39184;[20]=-44383;[21]=-53020;[22]=-65039;[23]=-80440;[24]=-99109;[25]=-121101;[26]=-146355;[27]=-174776;[28]=-202219;[29]=-230173;[30]=-252049;[31]=-263841;[32]=-268233
2153,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2115.000000,33,1,Ok,111906.000000,NonMono,17,-32627.000000,17.017690,17,2183.070758,31,[2]=-120318;[3]=-109269;[4]=-98915;[5]=-89352;[6]=-80467;[7]=-72328;[8]=-64815;[9]=-58072;[10]=-52132;[11]=-46953;[12]=-42576;[13]=-38976;[14]=-36198;[15]=-34197;[16]=-33025;[17]=-32627;[18]=-33050;[19]=-34285;[20]=-36369;[21]=-39273;[22]=-43041;[23]=-47671;[24]=-53129;[25]=-59459;[26]=-66661;[27]=-74815;[28]=-83914;[29]=-93982;[30]=-105105;[31]=-117323;[32]=-130462
2154,RECAL 3 1 2183 64 4 80,1,2183,64,4,80,-2790.000000,33,1,Ok,242553.000000,NonMono,15,-28680.000000,14.530841,15,-2731.876635,31,[0]=-269853;[1]=-268090;[2]=-264299;[3]=-254781;[4]=-235201;[5]=-206557;[6]=-175742;[7]=-143046;[8]=-114171;[9]=-89585;[10]=-69380;[11]=-53061;[12]=-40936;[13]=-32878;[14]=-28804;[15]=-28680;[16]=-32433;[17]=-39988;[18]=-51188;[19]=-65891;[20]=-84108;[21]=-105589;[22]=-130205;[23]=-157574;[24]=-185654;[25]=-211718;[26]=-235168;[27]=-253164;[28]=-263400;[29]=-268089;[30]=-269900
2155,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2075.000000,33,1,Ok,112855.000000,NonMono,17,-23451.000000,17.085398,17,2143.341592,31,[2]=-112152;[3]=-101071;[4]=-90706;[5]=-80965;[6]=-71935;[7]=-63647;[8]=-56099;[9]=-49314;[10]=-43384;[11]=-38173;[12]=-33736;[13]=-30089;[14]=-27242;[15]=-25164;[16]=-23909;[17]=-23451;[18]=-23810;[19]=-25005;[20]=-27064;[21]=-29964;[22]=-33729;[23]=-38389;[24]=-43918;[25]=-50383;[26]=-57646;[27]=-65996;[28]=-75387;[29]=-85821;[30]=-97291;[31]=-109984;[32]=-123943
2156,RECAL 3 1 2143 64 4 80,1,2143,64,4,80,-2217.000000,33,1,Ok,240885.000000,NonMono,15,-22134.000000,15.008978,15,-2156.964087,31,[0]=-250484;[1]=-235155;[2]=-215362;[3]=-193118;[4]=-170326;[5]=-145532;[6]=-122421;[7]=-101358;[8]=-82694;[9]=-66393;[10]=-52649;[11]=-41635;[12]=-32999;[13]=-26882;[14]=-23270;[15]=-22134;[16]=-23454;[17]=-27209;[18]=-33359;[19]=-42010;[20]=-53106;[21]=-66570;[22]=-82355;[23]=-100233;[24]=-120059;[25]=-141590;[26]=-164432;[27]=-186280;[28]=-206844;[29]=-226257;[30]=-242828
2157,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2142.000000,33,1,Ok,129876.000000,NonMono,18,-19892.000000,17.594072,18,2212.376287,29,[4]=-99512;[5]=-88520;[6]=-78217;[7]=-68683;[8]=-59969;[9]=-52183;[10]=-45102;[11]=-38870;[12]=-33493;[13]=-28996;[14]=-25377;[15]=-22656;[16]=-20822;[17]=-19910;[18]=-19892;[19]=-20773;[20]=-22570;[21]=-25287;[22]=-28930;[23]=-33530;[24]=-39095;[25]=-45534;[26]=-53023;[27]=-61559;[28]=-71204;[29]=-81945;[30]=-93811;[31]=-106961;[32]=-121463
2158,RECAL 3 1 2212 64 4 80,1,2212,64,4,80,-1407.000000,33,1,Ok,122380.000000,NonMono,16,-19795.000000,15.767376,16,-1343.930494,33,[0]=-142175;[1]=-127706;[2]=-113985;[3]=-101074;[4]=-89043;[5]=-77879;[6]=-67654;[7]=-58407;[8]=-50145;[9]=-42764;[10]=-36453;[11]=-31145;[12]=-26847;[13]=-23581;[14]=-21320;[15]=-20062;[16]=-19795;[17]=-20502;[18]=-22204;[19]=-24852;[20]=-28481;[21]=-33062;[22]=-38560;[23]=-44991;[24]=-52326;[25]=-60430;[26]=-69402;[27]=-79148;[28]=-89693;[29]=-100913;[30]=-112845;[31]=-125418;[32]=-138392
2159,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2080.000000,33,1,Ok,118303.000000,NonMono,17,-17952.000000,17.314559,17,2149.258237,31,[2]=-111694;[3]=-100247;[4]=-89478;[5]=-79327;[6]=-69900;[7]=-61166;[8]=-53349;[9]=-46216;[10]=-39850;[11]=-34294;[12]=-29527;[13]=-25576;[14]=-22442;[15]=-20110;[16]=-18621;[17]=-17952;[18]=-18143;[19]=-19203;[20]=-21118;[21]=-23946;[22]=-27641;[23]=-32260;[24]=-37684;[25]=-44134;[26]=-51589;[27]=-60054;[28]=-69582;[29]=-80170;[30]=-91888;[31]=-104831;[32]=-119080
2160,RECAL 3 1 2149 64 4 80,1,2149,64,4,80,1019.000000,33,1,Ok,84641.000000,NonMono,16,-17915.000000,15.993766,16,1082.975063,33,[0]=-90670;[1]=-82372;[2]=-74584;[3]=-67145;[4]=-60176;[5]=-53683;[6]=-47691;[7]=-42225;[8]=-37279;[9]=-32870;[10]=-28969;[11]=-25636;[12]=-22886;[13]=-20719;[14]=-19180;[15]=-18240;[16]=-17915;[17]=-18241;[18]=-19177;[19]=-20765;[20]=-23032;[21]=-25950;[22]=-29550;[23]=-33829;[24]=-38796;[25]=-44453;[26]=-50760;[27]=-57719;[28]=-65371;[29]=-73695;[30]=-82687;[31]=-92316;[32]=-102556
2161,RECAL 3 0 9999 64 4 80,0,9999,64,4,80,2172.000000,33,1,Ok,127043.000000,NonMono,17,-19477.000000,17.291871,17,2241.167483,31,[2]=-120220;[3]=-107865;[4]=-96171;[5]=-85249;[6]=-75053;[7]=-65654;[8]=-57077;[9]=-49358;[10]=-42579;[11]=-36667;[12]=-31609;[13]=-27408;[14]=-24098;[15]=-21660;[16]=-20113;[17]=-19477;[18]=-19717;[19]=-20858;[20]=-22919;[21]=-25895;[22]=-29797;[23]=-34655;[24]=-40477;[25]=-47283;[26]=-55241;[27]=-64256;[28]=-74396;[29]=-85689;[30]=-98190;[31]=-112046;[32]=-127290
2162,RECAL 3 1 2241 64 4 80,1,2241,64,4,80,1934.000000,33,1,Ok,229531.000000,NonMono,17,-18317.000000,16.942072,17,2001.768289,31,[2]=-217588;[3]=-199331;[4]=-181302;[5]=-160541;[6]=-139909;[7]=-120215;[8]=-101866;[9]=-85025;[10]=-69834;[11]=-56422;[12]=-44937;[13]=-35572;[14]=-28096;[15]=-22721;[16]=-19437;[17]=-18317;[18]=-19346;[19]=-22582;[20]=-28052;[21]=-35714;[22]=-45574;[23]=-57684;[24]=-72064;[25]=-88642;[26]=-107307;[27]=-127943;[28]=-150353;[29]=-173794;[30]=-194932;[31]=-215888;[32]=-234183
